miliseconds,Raf1,RKIP,Raf1_RKIP,Raf1_RKIP_ERKPP,ERK,RKIPP,MEKPP,MEKPP_ERK,ERKPP,RP,RKIPP_RP
0,2.012490988562997,2.5096485042560674,7.451513804949248e-05,-0.01617220737225153,-0.00035241611527457486,-0.00026207442876968924,2.498795353715103,0.0014685141224879564,2.498967965283703,3.0007049464654747,0.00023093442964616345
100,1.7576727556394534,2.2427909600689984,0.21732929661821496,-0.0023974662915950337,-0.00019938140317093925,0.00018625290764550908,2.4992275271790723,0.0003581979833912388,2.4962027242163365,2.9994438839162703,0.00036605416466187657
200,1.5566475160885558,2.0944736244996163,0.359838740411175,0.07290262751802133,0.0004232007256459561,-3.27248131940265e-05,2.500888690391777,-0.0005145219125556064,2.4564386939271134,2.999160167055666,-0.00046246396236004217
300,1.4202922716891202,1.9224646184314431,0.4588917369273877,0.11345524056188303,0.0006502232235859598,0.00013634180675782745,2.499558949028845,8.117975733680044e-05,2.350677760690278,3.0004139400738077,0.0004063938671120649
400,1.2880539867736283,1.787167051208566,0.5214250395753861,0.17384600685209659,0.0009713176718089919,0.0008495264705845385,2.501148740468586,0.0012698790257345278,2.322372875405104,2.9992035939447748,-0.00037755064172308227
500,1.1643199277375647,1.6514032189581203,0.5533100008949519,0.2909365800696843,0.0016537867219488206,0.0012886636825182678,2.49762426964191,0.001003327264762469,2.2364640325707774,2.999330673765914,0.000873470225067856
600,1.088507863655044,1.5881139977468715,0.5782855161481383,0.34781964892598055,0.0018131980093651842,0.0018957404292335035,2.4985367359985693,-0.0008085053365689652,2.1609736582762005,2.999502079946189,0.000806159274402097
700,0.976799022497177,1.4735556668309255,0.5858100248221295,0.4353538150787345,0.002726198549671627,0.002588389813577071,2.4986042945168343,0.0024044820830466654,2.079420822564446,2.9986397485529985,0.0017626726294345438
800,0.9039655823844295,1.400391075860854,0.5824208578328189,0.5114509029119506,0.0033055117154568237,0.003094827918996682,2.4998243105477838,0.0024533650536133424,1.988403117584705,2.9986433014433307,0.0018363859879958167
900,0.8387276459628309,1.3650951753211111,0.5803822420497216,0.5831382275307812,0.004485524090710133,0.003906383588781458,2.4979215392282073,0.0037799334336317296,1.9417134897719044,2.9966630748055962,0.003109519024808284
1000,0.8182865451322442,1.284567854772901,0.5676777912663306,0.6300321925582154,0.005232293972119877,0.004515668149612134,2.4944985827234794,0.0021318538625452283,1.869244595344539,2.9957620442538615,0.003059469075084975
1100,0.7506311955194656,1.2594839939406208,0.5559230660946215,0.7081256413863588,0.00658155412823448,0.005117785253514538,2.4944220783945608,0.005397624713862042,1.773259695418486,2.996251740963508,0.003994067143913008
1200,0.7015782602028974,1.210775165143901,0.5379808059883568,0.7359700981267394,0.007140384599630871,0.006039765688703107,2.4940361551886303,0.004945129527131552,1.7576319854605102,2.994020939221494,0.005670827738997612
1300,0.6692761194902709,1.1536182733172642,0.5275188761465536,0.8185906402175338,0.008130591294145704,0.006484576411908881,2.493246543125567,0.007572825653296931,1.6744486959540528,2.993813407064491,0.0071515543250243166
1400,0.6540934068560618,1.1038896426030385,0.5084371195952291,0.8324717143188152,0.008805817843587242,0.00749482748275067,2.4905544307559686,0.008612675695885991,1.650327889220381,2.9912085564191253,0.008154821630403137
1500,0.6009350818013078,1.101377977603057,0.4951943140628093,0.9104277901198634,0.00993546402429545,0.007854883022872829,2.488559047653127,0.011374664634334347,1.5593477487521143,2.990777896845741,0.00998200927139984
1600,0.5493250637754616,1.0493601695908013,0.4760406073087283,0.9369202342757273,0.011167817316464029,0.008471765875802277,2.4880301794085797,0.012504542859867789,1.5487805107010149,2.9897660337494325,0.011429599158188081
1700,0.5393757301150146,1.0202447339401002,0.46209200182618637,0.9797366601416427,0.01180189898274366,0.009015278946108462,2.4840876217412804,0.013234194885950738,1.467557679167045,2.988395368316102,0.012389723027915318
1800,0.537476082689797,0.9984441009746184,0.450997426936975,1.0280749547769483,0.012809738323029925,0.009835955445195419,2.4837860361586843,0.015993307753296705,1.428832597803518,2.9861906899277213,0.01404519254542199
1900,0.4895210108696244,0.9785810925554105,0.4459270412465115,1.0786532810452603,0.012890337004082675,0.010080153395399626,2.4812114200046764,0.019912329763869016,1.4120891095654073,2.984029363168502,0.01483189559619596
2000,0.45703706497500235,0.9638466389583198,0.42857944975052864,1.0839064827349603,0.013777869351722323,0.010822912893919836,2.4784377684025376,0.023584513060604165,1.366588850138604,2.982720827934979,0.016259127668346435
2100,0.4381628038131799,0.9333372125474785,0.412072622906116,1.1508862208674004,0.014782158853639402,0.011486734522605313,2.474460278622218,0.022979217449041273,1.3075465397980477,2.9808197409142245,0.018247647311913737
2200,0.417079843283303,0.8939689124476172,0.4086171581452589,1.1438353202693428,0.015647791530004347,0.011897707410095704,2.4707498641668173,0.02646691362384097,1.296747549863557,2.9798011018966615,0.019576532922542664
