miliseconds,Raf1,RKIP,Raf1_RKIP,Raf1_RKIP_ERKPP,ERK,RKIPP,MEKPP,MEKPP_ERK,ERKPP,RP,RKIPP_RP
0,2.0159681996833183,2.4874606140181683,-0.006043823684649674,0.006171884522508086,0.00025848531666877706,6.72434662971104e-06,2.4985690904185236,0.0011187704102578729,2.476932854741501,2.9997722481002294,0.0005059084556458389
100,1.7775779008524866,2.2711222139530083,0.21325262321980332,0.026568327808112257,-0.00036343209595380015,-0.0002234325658091335,2.500937190720828,-0.0012514313932371528,2.47913491334719,3.000745715650089,-9.502525966559368e-06
200,1.5857443685573422,2.0513714285912914,0.35920889317691757,0.08567007938950415,0.0004222456319680135,0.00018654075328798105,2.5000368139174682,0.0002701928277886344,2.4391014654861456,2.9996725622373717,2.1222028786128996e-05
300,1.3995547272527606,1.928181448060589,0.46451218625916113,0.10853712708871018,0.0006778123242523919,0.0004061010399833737,2.498595402110926,0.0007637089165244494,2.396733559854443,3.0002415736317576,0.00025395731086969627
400,1.287699193999809,1.7828917133266033,0.5252927346025966,0.20100727225178083,0.0009967708145910948,0.0006351553242731957,2.501022989767842,-0.0003925298891937983,2.2991493900372593,2.9997526938287447,0.0009708668981257476
500,1.1888612889359682,1.652413978233967,0.5526873514724214,0.290340970232761,0.0014138112567655128,0.001199120093914242,2.501276645793853,0.0007340512895572866,2.2431248961458303,2.9991879488582405,0.0010099174301367222
600,1.0830029360400504,1.575057399056402,0.57127401887815,0.3646454741797727,0.0016503506788126561,0.0019667677491881762,2.5004063862127017,-0.0003517875014155885,2.1455728307524353,2.9989534445593495,0.00023694494059631188
700,0.9877908963049831,1.510889946839402,0.583407920481437,0.4452249066597885,0.002696971080567357,0.0023845440239608994,2.4968141307415945,0.0010888173759341163,2.0790427308826778,2.998223292632382,0.0008113673709149679
800,0.9075893801195751,1.4378233314043947,0.5774367261857151,0.5086305063049474,0.0034929719860331077,0.003157578534507056,2.498674502527947,-0.00017212443590906542,1.993528299982461,2.997638586000635,0.0021596344765143793
900,0.8795773455184941,1.3403541438907143,0.5758626220335717,0.5633200990899926,0.004071458851035183,0.00379461710854306,2.495474743664426,0.001504892759258785,1.9053573179866654,2.9967015812491016,0.003251774305441728
1000,0.8151335727396267,1.310299370957394,0.5682032443905963,0.6245030445697809,0.005233329326237488,0.004702458496384423,2.4952685048179934,0.004607128111185877,1.850132201217918,2.9964021983835973,0.0039903730041224465
1100,0.7620254917661233,1.2223826406199552,0.5553074830233974,0.6765530364041532,0.00603358922618794,0.005090412799774456,2.4967275289057174,0.0030877045427464243,1.8001725521805612,2.99543963606332,0.0039135858179727406
1200,0.6918739691237985,1.1967990364082233,0.5459158937430592,0.7447459048052514,0.007273715736517279,0.00583269817660826,2.494945287261464,0.006781150255410244,1.712524370631262,2.9951421249502768,0.005699175345191714
1300,0.6623423623355961,1.1562034504400693,0.5226368908246114,0.8176398967077734,0.00804196175924011,0.006753170539526841,2.4927858505854465,0.009362175538418635,1.6692058128666951,2.9929412454487,0.006868190641272525
1400,0.65008470271331,1.1005317782178778,0.5149514470729831,0.854213652540809,0.008884210767760773,0.007414906424240598,2.489198029630406,0.007717599557956773,1.6371776692851312,2.9921231669310795,0.008964900122977595
1500,0.6008372256795594,1.0746427786046764,0.49291222782059446,0.9135329463407741,0.009627368359494664,0.007830715575679078,2.4892444167885177,0.009860125861810972,1.5724347169418638,2.989855208865616,0.008917192443223447
1600,0.5610591304349904,1.0625758369212353,0.4887320427944787,0.9243420401713829,0.01054018407730052,0.008478808819744403,2.485797535720519,0.014101154342160162,1.5181649118458491,2.9890492339203063,0.010974724338792879
1700,0.5371151347138845,1.0343778597294617,0.46899277133580947,1.0010950819352324,0.011946560496942872,0.00927364083154504,2.485940088277025,0.01524363025800923,1.4914239670876224,2.987753055502809,0.011723491417432126
1800,0.5037119304134133,1.0054819671187831,0.4561395970892548,1.0099950633914694,0.012033332348855355,0.00971055424110903,2.4815135987153196,0.01599214925511033,1.4629584081086366,2.9856718574920804,0.01402091084178696
1900,0.512126734510975,0.9836662904497891,0.4428117460239259,1.0679649873929804,0.013529637556623477,0.01003861256009757,2.4816701628962177,0.017621866882396687,1.411594135558555,2.984136417714269,0.015718707161355937
2000,0.48752537725419987,0.943207774655833,0.43246949758233894,1.1015371479843166,0.013728740707104546,0.010878990414841347,2.4763200150466194,0.02210336316037241,1.3748920584069417,2.982433924030771,0.016998180833074146
2100,0.46539746113579594,0.9426980090150588,0.41392148854350364,1.1384571322455568,0.014585178760482934,0.01124066218907875,2.4760334674725017,0.023161888650544648,1.3243877235387478,2.9816164444198523,0.018632619808386933
2200,0.4258408621148102,0.8841157415841683,0.3981336606909596,1.1706926646221647,0.015483022838092698,0.01203139271892219,2.4738153412052735,0.028155710012165193,1.2770965402346401,2.9801935055114472,0.020466934951312146
2300,0.4137792099797333,0.9094906646188693,0.3866410297725139,1.1672987617422512,0.015974049510917857,0.012429723275729434,2.4709258016378035,0.03128279437780856,1.2884667567176675,2.977889272367102,0.02189945079731426
2400,0.40228204566481746,0.8723826296265178,0.3753532398907995,1.2334544742004636,0.016850653459614392,0.012322243398399374,2.468541969538575,0.03175117316528693,1.2140038960517088,2.97759790330715,0.023339964124893992
2500,0.40406271761788154,0.8516231377662592,0.37136845770755517,1.2592947567676782,0.016981834516607598,0.013044851321908128,2.462271753884534,0.0377671119779199,1.2102768111065987,2.9753271653894404,0.02498299037593151
2600,0.37555824639177415,0.8177124894004958,0.357726719401969,1.2629434519078773,0.017318983828415745,0.013154596084582871,2.4597173530997516,0.03768067303783787,1.2035499203381201,2.9737034876797934,0.026106469077769236
2700,0.35356493917018433,0.8313255154540268,0.3482046465058699,1.2833035666537633,0.018237348944203115,0.013807792559383253,2.4575412976000472,0.04101213340522978,1.1664638693940608,2.9725332951964734,0.02669322652773593
2800,0.37341541960580305,0.8241326093767607,0.3405219593997403,1.2962385400229348,0.018377663801995233,0.013954063868517117,2.455855736393813,0.04687681423534346,1.1284425133911813,2.9718943621311515,0.028621882110174017
