milliseconds,ATP,ADP,AMP,GLC,F6P,FBP,GAP,NAD,NADH,DPG,PEP,PYR,ACA,EtOH,P
0,4.49064,0.108367,0.00261149,0.0112817,0.65939,0.00770135,0.00190919,3.62057,0.616118,0.299109,0.0021125,0.00422702,0.0738334,0.33981,0.0
100,4.482532932276138,0.11619445023320982,0.0028893281304819447,0.05413378073422385,0.666591193398519,0.007808649272583917,0.001921002916739147,3.6239522020100545,0.6127394391869183,0.29743011370843514,0.002125548829132201,0.00426978147610119,0.07207443677472043,0.34389787567447433,0.003308230301686365
200,4.4666845303228335,0.13128513747626908,0.0036452654367751178,0.08854127667071185,0.6816935905701483,0.008318818615361158,0.0019670185119441547,3.6271854346918717,0.609509843698962,0.29544656062247865,0.0021918273842257635,0.004500694692802186,0.07052772802653064,0.34785543056668705,0.006671368212236651
300,4.44658096910585,0.15025328319058417,0.004778905489561691,0.11836471170996038,0.7002471697674438,0.009732255627013586,0.0021197500865538918,3.6302360350797342,0.6064628765062465,0.2930759205134009,0.0022919910304044703,0.004940602939664278,0.06930785829538719,0.35170139087774677,0.010116127789466457
400,4.423098972813995,0.17220554489177073,0.006306866582268234,0.14519459658944794,0.7197484624213578,0.012829097349683242,0.0024979095568044537,3.6330036311916167,0.6036989095951931,0.2903662991620848,0.0024094195245266776,0.005558939678530562,0.06851428056392735,0.3554612156368594,0.01365312334980712
500,4.3958148239272,0.19745977583804905,0.008335012974598094,0.16987010880320627,0.7378464599060538,0.01890433198473029,0.003293316295939353,3.6352751997099215,0.6014309662877911,0.2874919032761112,0.0025398350792766927,0.006327235014382083,0.06821855912469947,0.35916610899866663,0.017281239317002428
600,4.3631329531449765,0.22737585818028835,0.011099031814026692,0.19289898428761473,0.751525836144138,0.030108480926875715,0.004814334347532942,3.6366528705822865,0.600056916640789,0.28479235959175375,0.00268972999331606,0.00724317548321049,0.0684747584593343,0.36285255004153527,0.020986252695393285
700,4.322065893678007,0.2644741083843459,0.015066073421872994,0.2146164269286853,0.7564012874283403,0.04991863987048531,0.007539694911602425,3.636447419691193,0.6002659847760871,0.2828449583100587,0.002876181723929644,0.00834503452173807,0.06933946159049352,0.36656355796546647,0.024735745127537647
800,4.268244823012975,0.31226762542753767,0.02109186133200116,0.2352580027119353,0.7463475335483264,0.08336649911751144,0.012138005324188905,3.6335472760006025,0.6031697417341023,0.2825558852674765,0.003128331742310219,0.009724721038903724,0.07089700333783043,0.37035253628581305,0.028471014295391294
900,4.197598642731849,0.3735242708323668,0.03047963243779947,0.2549973522586652,0.714976976393514,0.13558322671145454,0.019286400258924048,3.626352278558708,0.6103683484710122,0.2851982641951426,0.003484586274113796,0.011531966183815566,0.07328628354744626,0.37429031058933926,0.03210085367018268
1000,4.110435350527071,0.44666542096312195,0.04450001268040293,0.2739672095104539,0.6601785991341094,0.20763701564139125,0.029090547428321782,3.6130165766406166,0.6237076557160778,0.29220087399935024,0.003977161398449789,0.013943509178333702,0.07671541873716765,0.3784747002483317,0.035510748806907584
1100,4.0129880758932925,0.5251732826818537,0.06343766570098133,0.29227152301829834,0.5867325466304185,0.2944662619737928,0.04059464451285231,3.592148002942282,0.6445798307777071,0.3045508072348458,0.0046151083748129165,0.017097511202079824,0.08144227121737246,0.38303908136143217,0.03859340417590751
