milliseconds,Susceptible,Exposed,Infected,Recovered
0,36196938.46111245,0.00034818207556452566,1.9592057465318815,-0.006311569155678508
100,36196938.14243252,0.08194792867647388,1.8937056164455301,-0.03968145699014558
200,36196937.41429828,0.5556178365659886,1.854072046066749,0.09753103879019293
300,36196937.71429511,0.5853635275745981,1.8233666418155285,0.12646450532171324
400,36196937.32692002,0.9142829900979521,1.7192164010885078,0.2911108492846391
500,36196936.83341753,1.1623092442114844,1.744595121062751,0.34421031038503375
600,36196936.38132205,1.5065994236797182,1.6743165036968934,0.36201032657921167
700,36196936.17611939,1.34248793474906,1.721307636142366,0.42532248587996024
800,36196935.66300229,1.6916560529376479,1.7169636188104875,0.5626949151234932
900,36196936.02134212,1.9331853773691594,1.8027827240017629,0.5840918085327315
1000,36196935.21362661,1.7790274623111724,1.644945620370021,0.6936423005775069
1100,36196935.046858735,2.0138772543853265,1.6891521630421469,0.6777593769790725
1200,36196935.2234217,2.2795643611932834,1.6686681147732858,0.692222452824765
1300,36196934.80047374,2.2530595225951204,1.7079829609022845,0.775506788481679
1400,36196934.475305185,2.411305438512645,1.8425621121602895,0.9432097544553775
1500,36196934.470090315,2.985586524989746,1.841601233379321,0.9821123150848643
1600,36196933.94542036,2.758027499602793,1.8626673951959314,1.0469770928154523
1700,36196934.07679063,2.970726993276634,1.7872745590297352,1.071359943335417
1800,36196933.51126657,3.0429093426511264,1.92493814161804,1.053426768536086
1900,36196933.833288625,3.35643908940098,1.915956099960142,1.119776520104035
2000,36196933.33062139,3.3145760668168514,1.9834159770475728,1.3296689833852053
2100,36196933.50455198,3.6475431014299473,2.0870278203956936,1.2171487360398159
2200,36196932.38126907,3.6142999383679872,2.04061080616636,1.2633302764281296
2300,36196932.19794012,3.7194350028336616,2.0765093435862196,1.408251265924668
2400,36196931.76889154,4.359422426909146,2.100044240189639,1.4438620966944755
2500,36196932.211936474,4.0186158772682035,2.3009621426811204,1.637664194314919
2600,36196931.789931454,4.291629029715256,2.245283872719686,1.5968802490901364
2700,36196931.144377515,4.82729945507723,2.353003632968777,1.8480056175026807
2800,36196930.83426937,4.979792518028436,2.3294242787468966,1.8846384203330446
2900,36196930.29652306,4.682199425270144,2.4581450384061774,1.9730434543125412
3000,36196930.328601584,5.232970964404689,2.609818296501661,2.049510737008463
3100,36196929.75835798,5.047061040464011,2.6294014490947064,2.128772735788941
3200,36196929.26491258,5.611915848340501,2.64037812310834,2.174986082860953
3300,36196928.90547619,5.75204823211152,2.8103859288587762,2.134928132634725
3400,36196928.63683716,5.577050952073991,2.8397103219920696,2.465551324334033
3500,36196928.18199682,6.186904595997569,2.902105545809774,2.3757096447932065
3600,36196928.65629247,6.364300111487708,3.0307158087853536,2.5868442966199776
3700,36196927.43973071,6.569825255566661,3.1504480453506716,2.637617587650413
3800,36196927.47903401,6.423164123650298,3.1812951194765318,2.7044215697135057
3900,36196927.29008505,6.782505203074811,3.2607124628131032,2.870048226805178
4000,36196926.49171562,7.192442562866762,3.340904895572406,2.9984730650456974
4100,36196926.24631461,7.244827766507996,3.5967969541853035,3.0633109184946132
4200,36196925.97847134,7.3162749844373565,3.580301778106931,3.255714648752295
4300,36196924.94544486,7.64348479197147,3.7131367614651776,3.365921831326541
4400,36196924.21775367,8.258372068488612,3.8137349635762408,3.5333117591446443
4500,36196923.9176224,8.078714194768466,3.9501925298928646,3.6829808532245663
4600,36196923.90648298,8.309670595460494,4.179811964201271,3.7075195738581654
4700,36196923.07504798,8.767665954985768,4.2110044338352886,3.8860298681539587
4800,36196922.78851639,8.934470767485811,4.286896649250212,4.087222187582316
4900,36196921.54226155,9.438822049024195,4.5551633688927335,4.207290950977382
5000,36196921.0097788,9.669958178743418,4.68796917266777,4.22502302470947
