milliseconds,x1,x2
0,1.2092871753907726,1.9967984297065569
100,0.9047619322702758,1.7019914186497072
200,0.706458904589362,1.522760484368649
300,0.5649703744338597,1.411704237696035
400,0.4601060643425831,1.361038211259858
500,0.4249156704985178,1.3166211181012815
600,0.37353685841282475,1.283855377345088
700,0.3703280387430094,1.2867746267195501
800,0.34606304483730427,1.2701577676765903
900,0.34145332136310796,1.2646636714865713
1000,0.349774604456484,1.25149997671532
1100,0.34118507227703876,1.2568848076831214
1200,0.3443747956469428,1.2482852723976527
1300,0.3416306480313845,1.2533930986145523
1400,0.3490414144000649,1.253159064732159
1500,0.344699956066046,1.2544367445910853
1600,0.339689593267436,1.2444785030443464
1700,0.3470586613892679,1.2380444584218575
1800,0.34319163803607794,1.2309310266899929
1900,0.3514400009339147,1.248637633293557
2000,0.33238676746814777,1.2385894490215617
2100,0.34075540627445344,1.2477077202453066
2200,0.33830378310799597,1.245050982727339
2300,0.3494023244418011,1.229384927179789
2400,0.35307830524339906,1.2416598215512722
2500,0.3513481560787627,1.231762951116388
2600,0.3361065747692044,1.2411178795765914
2700,0.352763005749129,1.2282897946078652
2800,0.34344516712048057,1.2311514636047176
2900,0.34666253187642315,1.2339262003605094
3000,0.3444959655866827,1.2399258146943357
3100,0.3377359126759145,1.234955604934285
3200,0.34733257003403367,1.2196171638738547
3300,0.35286021138355994,1.2409632619059252
3400,0.35940626235313194,1.2278835497439249
3500,0.33466984977422337,1.2242518309008843
3600,0.33382586716048696,1.2197699076917072
3700,0.35382057430084307,1.2388524675068455
3800,0.345309866111529,1.2355123848776082
3900,0.33397363926426543,1.2274284825696946
4000,0.34237847503942115,1.2209121441252477
4100,0.35091346706608056,1.2231172351481663
4200,0.35606322460384604,1.2138046031419933
4300,0.33696046166718124,1.2221696569024485
4400,0.3618854939213041,1.2206276193234822
4500,0.3338124338650477,1.22978861972332
4600,0.3493224671308571,1.2296267891819552
4700,0.34034342129242356,1.2151427192329376
4800,0.3580897626830528,1.2223999906271732
4900,0.346150153873644,1.2158838779895804
5000,0.3547156474692542,1.2336443949794522
