milliseconds,A_b,O_b,P_b,L_b,S_b,NAPE_b,NOPE_b,NPPE_b,NLPE_b,NSPE_b,FAAH_b,FAAHinh_b,A_r,O_r,P_r,L_r,S_r,NAPE_r,NOPE_r,NPPE_r,NLPE_r,NSPE_r,FAAH_r,FAAHinh_r,A_m,O_m,P_m,L_m,S_m,FAAH_m,FAAHinh_m,A_p,O_p,P_p,L_p,S_p,PFM_gut,PFM_p,PFM_r
0,0.7493309000000001,20.77858,6.541209,2.319571,3.427807,3.879041e-05,0.0008814286999999999,0.0001732296,7.550331e-05,0.0001272629,15.366,0.0,0.5419204,14.23822,4.121915,1.705466,2.515968,4.241633e-06,9.638198e-05,1.894222e-05,8.256095e-06,1.391587e-05,2.165868,0.0,0.97761,16.3219,5.809415,0.0,2.968774,10.686,0.0,0.8740574,5.085073,4.849307,1.916254,0.273772,0.0,0.0,0.0
100,1.9919292294592468,51.872073719548844,13.030223536114484,5.738127879956759,8.203869657232353,4.391764378530216e-05,0.0009979342580040938,0.00019612681217710156,8.548326155130414e-05,0.0001440842963232969,0.2798728376679837,15.086127162331593,0.6857010548017787,17.661826276810213,4.741563169574421,2.101519068521086,3.0831169071103504,4.305450250842576e-06,9.783209227656144e-05,1.92272130267268e-05,8.380312536799075e-06,1.4125245673727057e-05,0.021340014531997617,2.144527985259889,1.7362606561416842,35.354212974483396,9.899951849256613,0.0,6.089725896236874,0.19463237949499204,10.491367620505041,0.9888788582629241,6.236098931590154,5.442209454777616,2.2808546330199433,0.33437026520693286,-1449695.8136318617,1430213.083335698,13352.305201742896
200,4.4156909242128295,111.17357914401366,24.909765674672613,12.354611677366789,17.396761780897478,5.370919985926794e-05,0.0012204263454895074,0.0002398538032501689,0.00010454197698605198,0.00017620827075504332,0.0005964040990576859,15.365403595900569,0.9158915889369813,23.14848976494577,5.720534226113863,2.750365753979257,4.019058003265484,4.407898077528941e-06,0.00010015999849058038,1.9684722893715957e-05,8.579721317370124e-06,1.4461354668101045e-05,7.192522376609207e-05,2.1657960743573255,2.965121199044188,73.60885157627462,17.462578169632472,0.0,12.18447204278043,0.0004147581805629967,10.685585241819476,1.30521158900431,8.199701635161652,6.598384675945492,3.0094681368368583,0.4362397892075203,-2613103.9553944683,2541508.483843273,49177.40945488199
300,6.773551848201025,167.98629130772878,36.25048075512432,18.849961979642597,26.428197158918536,6.311007499270693e-05,0.0014340410702936841,0.00028183610299600576,0.00012284026026406904,0.00020705051027233016,0.0004338055823645963,15.365566194417251,1.1338428887340803,28.237521157209432,6.627509690492403,3.3762489769573656,4.922072605647036,4.503258280992137e-06,0.00010232685368523165,2.0110580954208025e-05,8.765334436179974e-06,1.4774210705949812e-05,5.2900266496799954e-05,2.1658150991039133,4.104145929371636,111.13069884892259,24.747843682940694,0.0,18.241330093645512,0.0003016820547408501,10.68569831794529,1.632935031827851,10.022206498823312,7.675228626829544,3.715656989562898,0.5345402967628091,-3546760.668508331,3398088.6980176964,102103.56482501207
400,9.051885110068907,222.06723460188294,47.02265431355694,25.187153357185306,35.24839280992121,7.207885156841395e-05,0.0016378372650614817,0.0003218887384241979,0.0001402974826044193,0.0002364751243637726,0.00036167015047949976,15.365638329849137,1.340782634420289,32.95101553087288,7.46688181109241,3.979287143216478,5.792142845349301,4.591921029339593e-06,0.00010434152363226104,2.0506529625458507e-05,8.93791134397119e-06,1.5065093852095667e-05,4.414127016304651e-05,2.1658238578896736,5.18022126568461,146.78761885536417,31.647166844138592,0.0,24.150147400400026,0.0002515168051557902,10.685748483194871,1.9487174038990807,11.710222995507548,8.67181018531963,4.396070781024011,0.6292545510645329,-4296037.99031401,4051435.510791484,167852.12858940772
500,11.253371054844193,273.54765134652484,57.25475931594339,31.370023483674444,43.86226963057308,8.063575524686429e-05,0.0018322745280740806,0.00036010203658866716,0.00015695301619555094,0.00026454847179827815,0.0003216755277296176,15.36567832447189,1.5373457145239988,37.31667136118905,8.24368714827795,4.560312386904972,6.63046809754564,4.674368058030161e-06,0.0001062149547338342,2.0874720234340698e-05,9.098389711375365e-06,1.5335584575879265e-05,3.927469696382092e-05,2.1658287242524064,6.206748186755953,180.54701244359043,38.16916816730935,0.0,29.903590375559176,0.00022370328578149226,10.685776296714248,2.251137739372487,13.273670352466327,9.594106909032172,5.051647338084011,0.7205131097891202,-4897347.164428048,4542822.705042283,243020.70790918186
600,13.380597975114915,322.55247831833674,66.97385173385742,37.4023172474186,52.27463552629857,8.880006784666396e-05,0.0020177909789215573,0.00039656210127180837,0.00017284438769955363,0.00029133380844488033,0.00029746703175893103,15.365702532967862,1.7240668988714105,41.36015145926489,8.962588330989107,5.120127412551792,7.438205395391669,4.7510451147129365e-06,0.00010795727564646413,2.121714339389484e-05,9.247637160781172e-06,1.5587145278443215e-05,3.632617890007988e-05,2.16583167256011,7.1907511473850105,212.49637518115549,44.33343308836196,0.0,35.504414637936975,0.0002068679357917701,10.685793132064243,2.5404898320184492,14.721738959716479,10.447654557264173,5.683292282450223,0.8084419241937931,-5379909.059779187,4905334.30207617,324908.959220146
700,15.43606592571969,369.2006422666252,76.20563423450187,43.28768779930208,60.490185668196624,9.659015343338572e-05,0.0021948039085521935,0.00043135094424331466,0.0001880073434142434,0.0003168913841989751,0.00028223578751018855,15.365717764212116,1.901445818876566,45.10522777761252,9.627900986783974,5.659505970147284,8.216470059427161,4.822365501724329e-06,0.00010957787777659453,2.1535644823346282e-05,9.38645816159158e-06,1.582113191488636e-05,3.447038220464757e-05,2.1658335281465537,8.136345570574115,242.7341287203643,50.15995397377079,0.0,40.956635488076216,0.00019627564918220367,10.685803724350853,2.8172489802973426,16.062942087285947,11.237576983571406,6.291878612441644,0.8931624054239735,-5767174.034913543,5165483.1220920095,411378.91725287214
800,17.42219021883109,413.6053524517851,84.9745226252735,49.029699049529746,68.5135052253998,0.00010402350086288851,0.0023637107571033177,0.0004645466780901165,0.00020247593469157897,0.0003412785847396216,0.0002726243856009587,15.36572737561403,2.069955322082737,48.57391949529056,10.243619333960496,6.1791937238990045,8.966336946287441,4.888712532227613e-06,0.00011108547109110953,2.1831936316701674e-05,9.515598810965275e-06,1.603880205232814e-05,3.329908311811385e-05,2.165834699235495,9.04625929074611,271.3551294314748,55.66776240536477,0.0,46.2643326033283,0.00018959157780370838,10.685810408422231,3.0819039629902285,17.305165309643826,11.968616464614945,6.878247652965243,0.9747915600160593,-6077962.513436605,5344510.924080599,500742.8334781615
900,19.341304546431207,455.8743778367819,93.30370992371783,54.63182806246159,76.34907212828995,0.000111116784706578,0.0025248903697236056,0.0004962237554359333,0.00021628260619302767,0.0003645501061682116,0.0002667794922275351,15.365733220507405,2.230043787716482,51.786621785576884,10.813440029645477,6.679909203917887,9.688841818379895,4.950441727510094e-06,0.00011248813404620886,2.2107605555410957e-05,9.63575111073656e-06,1.624132207876749e-05,3.258696015415593e-05,2.165835411148422,9.92250060663323,298.4490167069676,60.87480593247672,0.0,51.431491652163444,0.0001855268550008728,10.685814473145033,3.334933205197795,18.45571261252142,12.64516199778999,7.443210120085679,1.0534421388757198,-6327379.233000859,5459430.511305762,591673.3056339925
1000,21.19566382156583,496.1103055993552,101.21522648697004,60.097467261683796,84.00125965366414,0.00011788589995545749,0.002678703813967384,0.000526453131295709,0.00022945827028230374,0.00038675807453070643,0.000263592328442566,15.365736407671191,2.382136538966116,54.762223531767525,11.340783955149995,7.162344747221287,10.38498269868802,5.007882814272692e-06,0.00011379335897153808,2.2364125027838154e-05,9.747556855030994e-06,1.6429773755760037e-05,3.2198894200059077e-05,2.1658357990044452,10.766673292506011,324.10027227710555,65.79798821112858,0.0,56.461985950331716,0.0001833104009981379,10.685816689599035,3.5768007748838535,19.52134854672731,13.271275160247582,7.987547179226992,1.1292227847143712,-6527537.261024963,5523850.957662808,683132.1394206359
1100,22.987447005305455,534.4107987795024,108.73000001752675,65.4299266594737,91.47433906062392,0.000124345939939223,0.0028254942905085356,0.0005553022698313992,0.00024203236109736635,0.00040795205431313423,0.0002623568646933271,15.365737643134937,2.5266371125602687,57.518221811011784,11.828817386826964,7.627167465289561,11.055721264015013,5.061341665844665e-06,0.00011500809618013354,2.260286069831242e-05,9.85161140873355e-06,1.660516058712469e-05,3.204888017626533e-05,2.1658359488086454,11.580139649119836,348.3885082423557,70.45323082998739,0.0,61.359577106593605,0.0001824512206242849,10.685817548779413,3.8079557572220106,20.508339226172378,13.850715242062378,8.512011535322076,1.2022381836950797,-6688168.076683783,5548672.930639485,774310.4377324531
1200,24.71875965371633,570.8688275464403,115.86790942347194,70.63243587981692,98.7724819921051,0.00013051116119548893,0.0029655868082605263,0.000582835108409718,0.00025403287763134266,0.0004281790260932519,0.0002626004177846331,15.36573739958185,2.6639283701002467,60.07082188974572,12.280470472030139,8.075020133704149,11.701984126132947,5.111101998243279e-06,0.00011613879250774436,2.2825079581369065e-05,9.948467008775769e-06,1.6768413383349598e-05,3.20793893789503e-05,2.165835918089726,12.364103075142205,371.38875096537686,74.85553085099879,0.0,66.1279180883111,0.00018262059510913245,10.685817379404927,4.028832364354729,21.42248813793687,14.386961181174925,9.017328435863291,1.2725892048859206,-6817077.075539096,5542607.796801102,864583.9023044825
