milliseconds,cyclin_D_Cdk4_6,transcription_factor_E2F_active,cyclin_E_Cdk2,cyclin_A_Cdk2,cyclin_B_Cdk1,Cdc20_active,E2F_total,Cdc20_total
0,0.7260717177389169,2.5638592830367624,1.9602886169014389,2.587257618364664,1.0053654496083002,0.4726678245570989,3.0,5.0
100,0.7177384576233075,2.5601975979715212,1.971635466678326,2.6281834641743194,1.0742566068373445,0.4983728879277106,3.0,5.0
200,0.7056107490013667,2.5009520583228793,1.951956616919005,2.6756494123447476,1.0232276992821907,0.5090147380557836,3.0,5.0
300,0.6975903741669351,2.4835663966204273,1.8315604756833574,2.7134723413402724,1.1300898284338723,0.5393767243254252,3.0,5.0
400,0.6919897232481331,2.542180770967524,1.8770401388232982,2.734330560630729,1.1128796846983102,0.5015963487214561,3.0,5.0
500,0.6987222663247614,2.515191580990322,1.8341305051512762,2.777005088789189,1.1805604302170614,0.5075464041511722,3.0,5.0
600,0.6809445914966539,2.5965811272017585,1.730386001143667,2.8124004811578365,1.205132535742708,0.5243659921399444,3.0,5.0
700,0.6813379867777294,2.540364846358612,1.6772081823736382,2.809356522104155,1.3498489333639834,0.5378525454217397,3.0,5.0
800,0.6748811523129492,2.5433589774128778,1.6563385216856559,2.845981661453839,1.382389862533297,0.5573625655322244,3.0,5.0
900,0.6705238043024754,2.5914490609615797,1.6067911651229703,2.872122180861175,1.3603471647645848,0.5474208796686397,3.0,5.0
1000,0.6651282779198133,2.5635698263187474,1.5704304214939648,2.921479705843612,1.3733245815633732,0.5892002273972958,3.0,5.0
1100,0.65753554322612,2.429825149264707,1.6024434182267473,2.9415362841131296,1.4835860066947495,0.6089585964137053,3.0,5.0
1200,0.6564567947563775,2.519614523007574,1.5547842762908113,2.982487398628044,1.4752067554182855,0.6385208091283384,3.0,5.0
1300,0.6505176986367968,2.46073347680073,1.518363461025861,3.0103424298224493,1.596250229267476,0.6350441499115523,3.0,5.0
1400,0.6478500141848619,2.3623828450148676,1.433889692376898,3.016780942208977,1.6336558901414087,0.6427195167110716,3.0,5.0
1500,0.6376671559233017,2.3226230833979393,1.3675221268995206,3.071824408412684,1.7111766805785231,0.6268813296370236,3.0,5.0
1600,0.6406935305200052,2.2691661149659015,1.3493773030497305,3.0819111597668183,1.7636594915757016,0.6797000529311028,3.0,5.0
1700,0.6314481840188374,2.2828632599960312,1.244845670071596,3.108325019016297,1.7753611722470128,0.6662152290469359,3.0,5.0
1800,0.6217822933879379,2.2314489815630325,1.1766051352641993,3.122212562054504,1.822764024955749,0.7227813490916644,3.0,5.0
1900,0.6221832293878525,2.137850209836954,1.1554750758447947,3.165898274767514,1.8041600347880726,0.701404218509012,3.0,5.0
2000,0.6062803974545888,2.1120403232608984,1.0539397004281617,3.179183645146729,1.8310058951010866,0.7077703074135024,3.0,5.0
2100,0.6013788222602645,1.8709116037400453,1.0005879365996089,3.1970791739752404,1.98737176547624,0.7659183290037839,3.0,5.0
2200,0.5974316836091793,1.8531077307379114,0.997847241822065,3.2199963327830723,1.9730237084697695,0.7621921675088806,3.0,5.0
2300,0.5983490145325692,1.8093111433760487,0.8939148430110362,3.2115499753354526,2.0037294812334445,0.7882608560564199,3.0,5.0
2400,0.5850323820309824,1.6173487303940124,0.8485974507792635,3.2082500134248177,2.016596449238587,0.8284756054014423,3.0,5.0
2500,0.5809734556922341,1.5158621866190305,0.7348914680830078,3.2477573230570753,2.0826203974104267,0.8017747887793505,3.0,5.0
2600,0.5883464891565846,1.3795995114513921,0.6535954634624827,3.2354144354690972,2.2234556360132007,0.8307816079936634,3.0,5.0
