milliseconds,cyclin_D_Cdk4_6,transcription_factor_E2F_active,cyclin_E_Cdk2,cyclin_A_Cdk2,cyclin_B_Cdk1,Cdc20_active,E2F_total,Cdc20_total
0,0.7228166206419476,2.4276102826641135,1.9687506117083795,2.593495642725036,0.9906280103096884,0.49317433077934186,3.0,5.0
100,0.715809838776266,2.4399482671732717,1.941064099788826,2.6316957386404383,1.0156532446673783,0.47781738713290706,3.0,5.0
200,0.7024323078502499,2.6016411631316383,1.9963170548762426,2.6466389849534173,1.093601344468899,0.5208051279945518,3.0,5.0
300,0.6988217917896947,2.628373326651909,1.840994025628025,2.7146770665316975,1.137217737539007,0.5014960493238851,3.0,5.0
400,0.7024480027121136,2.595978497925252,1.9151221415305137,2.7205400391495225,1.1969094493295802,0.5454401368382447,3.0,5.0
500,0.6870545148987451,2.4809432746956026,1.7812691702410612,2.7683219229794456,1.2568823356446426,0.5340153219050687,3.0,5.0
600,0.6944749113639039,2.665114970339881,1.837410480210923,2.782675087161674,1.2699930276665659,0.5372115163326547,3.0,5.0
700,0.6800007407886953,2.6035253188800063,1.74312026735874,2.8376270523162703,1.335855432029326,0.5334449581474353,3.0,5.0
800,0.6796812955511607,2.651433271336708,1.7092373335778566,2.8488166915453954,1.3751500330164341,0.5528502741378107,3.0,5.0
900,0.6671107003909836,2.5657530869402345,1.6226431773861132,2.9084546057407583,1.4127532184175178,0.5526925159427339,3.0,5.0
1000,0.6651046335981414,2.6046645961724537,1.569687524053904,2.9161968931546576,1.4627869593380032,0.5817883535155748,3.0,5.0
1100,0.6646091457706258,2.5911638297587896,1.6065017637922205,2.941965941571613,1.4144920812540385,0.5850848581486155,3.0,5.0
1200,0.6488980777430063,2.412449912606175,1.5155474163906373,2.9808060854910097,1.5710484433379097,0.5808374814430424,3.0,5.0
1300,0.650655118607396,2.3751269195005538,1.5524578268538862,3.021701518333967,1.5981894875777451,0.6171374558605448,3.0,5.0
1400,0.6490147351852715,2.295846100238875,1.4980044159495176,3.0227913948268204,1.5741903332706852,0.6100218716870511,3.0,5.0
1500,0.6321268740393754,2.2900566941665814,1.427034156351051,3.052446206875469,1.6151269692725392,0.651617842321763,3.0,5.0
1600,0.6293896444862359,2.2049626028912357,1.3909960069644072,3.098047661952909,1.685209728086182,0.68382326049073,3.0,5.0
