milliseconds,cyclin_D_Cdk4_6,transcription_factor_E2F_active,cyclin_E_Cdk2,cyclin_A_Cdk2,cyclin_B_Cdk1,Cdc20_active,E2F_total,Cdc20_total
1700,0.6225259806173418,2.2075548756640653,1.2315349302767853,3.118757165808695,1.810143728285671,0.6891418699172456,3.0,5.0
1800,0.6209636507936351,2.1670266930329882,1.2806770441920616,3.1485135174838783,1.740326207058245,0.7235684138164516,3.0,5.0
1900,0.6239982170488831,2.1022335918276047,1.1467063636429324,3.1663685497105702,1.8141589665561906,0.7112600278775933,3.0,5.0
2000,0.6155890267979731,1.9229447477950776,1.1751167389980488,3.167390341463392,1.8907440457629552,0.7350621863426537,3.0,5.0
2100,0.6045947976943707,1.9575313668579988,1.0523463962509476,3.1776240264522397,1.962851702727819,0.7696158438639347,3.0,5.0
2200,0.5952747112859978,1.8898379041202336,0.9702522192320352,3.1893110378611027,1.9484021340417028,0.775100239416288,3.0,5.0
2300,0.5914911432802216,1.7445431144841645,0.9960967543392468,3.224706990501949,2.012168434906133,0.7766461770174999,3.0,5.0
2400,0.597595318578823,1.7038061368184776,0.8346569913114258,3.2424411782053375,2.1032826414534775,0.8039279714055114,3.0,5.0
2500,0.5946660226553985,1.4295705516109525,0.7740572736373265,3.226975910334552,2.1311773942380596,0.8426854782635939,3.0,5.0
2600,0.5872992837294637,1.3388198923574504,0.688796489620476,3.2506425557399297,2.2108067599557844,0.8311230719408569,3.0,5.0
2700,0.5770518521384915,1.1688369124283375,0.689216224657165,3.2473871460348906,2.163363070295796,0.8819966469217329,3.0,5.0
2800,0.5672203786410993,1.049917484723499,0.5477978817125215,3.2399664188895128,2.275847222683865,0.9092870405889812,3.0,5.0
2900,0.5625380817055462,1.0231819896983483,0.5258246180168835,3.2559254013213597,2.307899673285339,0.9065586289496389,3.0,5.0
3000,0.5652371773553042,0.8742430770751064,0.4621107282630887,3.220951482987687,2.2848625548931367,0.9156711610974557,3.0,5.0
3100,0.5544129824628808,0.7286050771684192,0.30192733531463806,3.2139998238936665,2.4084941112248357,0.9263151308380113,3.0,5.0
3200,0.5584979716211766,0.5352982607676519,0.2532060654497146,3.234074158881961,2.4776064350013076,0.9854163389294976,3.0,5.0
3300,0.5539550705552713,0.3319179379890243,0.16625587882532109,3.2063409989872342,2.4474354334378234,0.9904396087116474,3.0,5.0
3400,0.5410769165573353,0.30988143112428934,0.09925436010043465,3.1850552534875507,2.4649149662020724,1.0394717399133284,3.0,5.0
3500,0.5390602925367487,0.08525487013067348,0.13232613883928607,3.165647271473133,2.516261100832185,1.0341036903625964,3.0,5.0
3600,0.5371197339639106,-0.03420462724736387,0.022471413750176233,3.1256640983878254,2.5518959586776946,1.08213898613336,3.0,5.0
3700,0.5292370608166422,-0.07093994975132197,-0.04987636777042345,3.092766133969843,2.598432895719036,1.1171664506219299,3.0,5.0
3800,0.5246373910565244,0.011893554173088808,-0.04824032471611006,3.065285491109032,2.6050578987963835,1.1167941248860194,3.0,5.0
3900,0.516515520726137,0.006198270536750402,0.06806054650628329,3.0601714744871873,2.6416534577208117,1.1271079700253646,3.0,5.0
4000,0.5145169205199521,-0.07656684074170872,-0.023506796747630093,3.013913502359833,2.7134119269095387,1.1577793626746768,3.0,5.0
4100,0.512917123886808,0.02714159596218413,0.03258355486265967,3.0158998651682944,2.735507193544263,1.2305997447022132,3.0,5.0
4200,0.5121964584134102,0.10807328845390014,0.03570674462267298,2.9770572362780676,2.761420589673744,1.2565039826147966,3.0,5.0
4300,0.4945968653183709,-0.10418414281660497,0.0706989587098575,2.956778657108215,2.8379454118593284,1.2396040034954654,3.0,5.0
4400,0.5010154149708733,-0.0035993578837011588,-0.04092250516507916,2.9214003729859095,2.77966297617755,1.3006058966950942,3.0,5.0
4500,0.49934390545254514,0.037929424107634356,0.029963194605070565,2.889767422951475,2.8628026038804437,1.2861114938815648,3.0,5.0
4600,0.48519589533929725,0.07769429582365912,-0.00039492011023449064,2.865855094107977,2.839850430587661,1.3155283521816783,3.0,5.0
4700,0.48669365951922827,-0.0876909715826052,0.06456246195096041,2.8094152350887183,2.874295616135054,1.3385429857116913,3.0,5.0
4800,0.4852595112945108,-0.04941334070474445,-0.026812380573436576,2.8030449715280428,2.8463125151091075,1.4122567094281888,3.0,5.0
4900,0.4739567021518811,0.09594015362482083,-0.05448493702753753,2.744203052756096,2.940401505213566,1.4069777525338356,3.0,5.0
5000,0.4756034389877129,-0.07801599411035373,-0.00871474178884874,2.7326523940081158,2.918724846055079,1.4440879511293474,3.0,5.0
