milliseconds,cyclin_D_Cdk4_6,transcription_factor_E2F_active,cyclin_E_Cdk2,cyclin_A_Cdk2,cyclin_B_Cdk1,Cdc20_active,E2F_total,Cdc20_total
0,0.7214489400155697,2.527090698633659,2.044328540462777,2.591640925510318,0.9446352320528362,0.48286715359886007,3.0,5.0
100,0.7166391280267642,2.5434331008255695,2.007900735613792,2.6395527594009813,1.0056308818837743,0.47988393327297596,3.0,5.0
200,0.7108697554317146,2.552748669240319,1.9665269830578536,2.674561903778597,1.060411481847829,0.505823693248073,3.0,5.0
300,0.701442821634551,2.631058540148544,1.9642197403440873,2.691377235457827,1.0803309996119155,0.5302972071080481,3.0,5.0
400,0.7055944490876148,2.59075357653565,1.8755579693243398,2.7268466951399124,1.1431922776864587,0.5323364548893593,3.0,5.0
500,0.6991249175779064,2.5607682943753027,1.818464796306303,2.7672237603145655,1.262500414375116,0.5468464192135127,3.0,5.0
600,0.6893505340435748,2.5883517464685464,1.8009983760786674,2.813263959008621,1.2109191630057163,0.5211463879490426,3.0,5.0
700,0.6751105825159418,2.6786372124548983,1.7997718584334297,2.8294768802275385,1.2903610617584433,0.563124001767069,3.0,5.0
800,0.6747187083231099,2.5899954627792603,1.7253893071619686,2.8414987357113786,1.2909901572273375,0.5856840600170524,3.0,5.0
900,0.6680633618777017,2.622694593682859,1.6764065839126747,2.8731187775400207,1.4392776731168722,0.554862738712154,3.0,5.0
1000,0.6621811778095861,2.527920989422161,1.67747671983201,2.9070005730115858,1.4874420890629072,0.60210525606904,3.0,5.0
1100,0.6593176526274228,2.5758143621489187,1.6307889198428966,2.9658678726250822,1.5001290102550309,0.6100284712346213,3.0,5.0
1200,0.6528983124399097,2.575616046249585,1.4919228803541245,2.9763329478205494,1.530569664686791,0.6387206571414793,3.0,5.0
1300,0.6435230400522436,2.4897734511655703,1.4558100290419835,2.99230842582396,1.5895065059688427,0.6144085218446474,3.0,5.0
1400,0.6389501929474939,2.471109831348206,1.461317215281706,3.0278065292090823,1.607561085797261,0.6634299444805867,3.0,5.0
1500,0.6316328821015431,2.392085721484032,1.4475614532871297,3.0522492147412588,1.607289910364592,0.6687140633994059,3.0,5.0
1600,0.6316795651346685,2.309208122848722,1.3870320984391948,3.082938160386092,1.6583475752991659,0.6718911081160801,3.0,5.0
1700,0.6340588907149621,2.174588486323958,1.3095675493308596,3.099233763309403,1.7804552738221258,0.6549585649545984,3.0,5.0
1800,0.6251571272715172,2.077927122042854,1.2881445499346,3.125661983422853,1.7919243798726723,0.7026465593177227,3.0,5.0
1900,0.6187826146654999,1.9975870846431343,1.1058090855279246,3.1554166509031747,1.7958319452092317,0.7128005526273271,3.0,5.0
2000,0.6198543823107688,1.9667849861727538,1.1429612863942653,3.1598334119727447,1.9229511762823,0.7335799522091974,3.0,5.0
2100,0.6095038426788228,2.0261184539507564,0.9803250516611605,3.189075224591148,1.9172209269351341,0.7456453185178143,3.0,5.0
2200,0.5963721613645911,1.7360144374068465,1.0170398536039758,3.198853873281622,1.991479412598663,0.7759034201378083,3.0,5.0
2300,0.5977753520606817,1.7174222985717469,0.9126920211112223,3.2076891970047394,1.9946271238076334,0.7582175692231298,3.0,5.0
2400,0.5920030203031758,1.698526982289092,0.8103847349228768,3.2122370304707055,2.0485048497666862,0.803344395357981,3.0,5.0
2500,0.5905392940448989,1.5319295513113902,0.8032384119019359,3.2434647517152526,2.0955623931144327,0.8437137915757845,3.0,5.0
2600,0.5860196357946167,1.3495767076084244,0.7795965760598876,3.2250951901913303,2.2194206588166763,0.8253751615862418,3.0,5.0
2700,0.5839539751214547,1.3569360632942593,0.5890565564449648,3.2378133244318557,2.2097804822793417,0.8557200031149244,3.0,5.0
2800,0.5772418459449844,1.1911264276630082,0.6125453518245602,3.2599733108721005,2.2641099885082427,0.87482349441829,3.0,5.0
2900,0.5706605360048994,0.9763028265864021,0.5497140494171523,3.2513083642853413,2.2442433435968527,0.9073414227037738,3.0,5.0
3000,0.5561304116814512,0.8654615611877352,0.48445358346936784,3.2332006528596953,2.282996258726053,0.929625375229113,3.0,5.0
3100,0.5614305443111831,0.8112780269818205,0.36931971617612375,3.219408763537574,2.317095432856512,0.9602364882365326,3.0,5.0
3200,0.5548348565599975,0.603185381851564,0.23592480758995424,3.1978310650261124,2.4525238682514003,0.9880063169013289,3.0,5.0
3300,0.5473668774431665,0.4901284845622247,0.2648633143967952,3.1820062854236104,2.4928081599616223,1.0110174033933723,3.0,5.0
3400,0.5377218994965692,0.26983965889376466,0.14705090782708424,3.1894325285155865,2.5535735368304957,1.000127442757608,3.0,5.0
3500,0.5369819452575376,0.010772725708761949,0.10370972435298714,3.1655564569222383,2.482435675595369,1.0279207030461228,3.0,5.0
3600,0.5266499328472127,-0.040314086831894864,0.03419289659954945,3.123909611997295,2.5524129966892732,1.091301764616805,3.0,5.0
3700,0.527514342800145,0.01595260603882088,-0.018065662964182275,3.1033351503553313,2.585585593231919,1.1146199309915523,3.0,5.0
3800,0.5261129661143875,-0.037195088527479984,0.02759520340064956,3.0942054181654375,2.6595279887014587,1.1502320500286762,3.0,5.0
3900,0.5166657516152179,0.01218545088054646,0.07262391486984876,3.0486392269314226,2.6720242906806067,1.130617358180262,3.0,5.0
4000,0.5209287274465184,-0.0045743058472576485,0.015045423957991268,3.035002849537159,2.670952296378607,1.186751022082074,3.0,5.0
4100,0.5085215743340273,-0.02404831980209063,0.05980286357409947,3.0146245796307505,2.7677364419956336,1.2164809183683927,3.0,5.0
4200,0.49950626041087065,-0.03484419978681584,-0.04307255962130863,2.9847670810860443,2.7329918323291906,1.2155918529007919,3.0,5.0
4300,0.49898078689621894,0.037034242497146465,-0.0044074035479818455,2.9252376469355785,2.823989064730131,1.2526524853497039,3.0,5.0
4400,0.4907447548025744,-0.058092237276949316,-0.0724558799221399,2.9091967696726666,2.7556030858689957,1.271185811469137,3.0,5.0
4500,0.4946514285807908,-0.007455965549660748,-0.054975075065794646,2.867438543799927,2.834311289170125,1.2837504509846234,3.0,5.0
4600,0.4952242703283658,0.06263975094322355,0.031168116147015208,2.856981865563559,2.825908473742112,1.3245327332554484,3.0,5.0
4700,0.4833536477850123,0.007830610628715061,-0.017249172178515543,2.8063272315115375,2.864544025303618,1.3574066890692063,3.0,5.0
4800,0.4831056495748148,-0.048997186684951996,0.06605537624160915,2.7878827831321775,2.960121875089236,1.3972439251425568,3.0,5.0
