milliseconds,Tumor_cells,NK_cells,CD8_T_cells,CD4_T_cells,Circulating_lymphocytes,IL_2
0,10021908.096891211,1081.684854174075,-31446.124142093813,1008546.2374702689,60000086934.09623,98074.9060030828
100,10093658.148784617,-43.1468096879716,2088561.610340326,922639.5677416859,60003651506.09865,355468.9327848295
200,9592995.485142028,319.95624501151286,2533488.438441051,858518.4710391436,60004232994.31939,428236.9780477034
300,8987250.62965829,293.1524752214947,2630454.4710292243,816207.326265214,60010572566.64176,438519.0051407374
400,8524993.853516614,672.68251839505,2623723.3875050345,759006.6664847546,60010506233.1796,432851.6352615009
500,7574603.362538393,175.81331913254553,2613469.255495661,733096.0637768395,60013577886.50475,416831.75103456556
600,6979434.698783966,744.896275424892,2653375.0522074345,712122.3684236886,60018226582.51956,401092.1405825611
700,6378833.342772231,318.51134431083597,2602961.0307439943,686752.7589472048,60021573143.01479,377498.9119482033
800,5502435.049749176,964.3591451033276,2574982.388086498,667586.0729570381,60025627176.52082,372926.84997286496
900,5097021.304620012,311.74762425357835,2545959.4180302904,660398.3894017871,60025159293.67767,360244.58974546916
1000,4317299.914140238,1264.7666940364634,2554465.6299487147,656201.3006237799,60029525482.54821,360082.5322735806
1100,3567839.6279291376,591.110578674083,2412524.231296458,650436.1138962242,60033194812.39721,352927.3102836689
1200,3176988.149983809,1020.7936991053783,2362628.141028853,656177.131270369,60033613971.968346,353584.09395939345
1300,2659326.5751375174,1345.6729751612284,2362043.0743558602,652579.5199769952,60040493198.62612,355481.6542535699
1400,2104611.5823575277,1208.6214569376893,2276907.8265042785,659485.4203916406,60042607971.8609,350393.84846706834
1500,1857382.38968137,1364.248195246414,2174720.3912357455,654326.5256787715,60044264126.71231,359065.218353571
1600,1697750.1800346677,1386.6204086604716,2086999.7806090245,668510.1903112929,60048255690.498535,356878.5783411933
1700,1210280.0062041378,2542.2086739821452,1968563.2000716038,689293.8571712698,60052466576.96662,369481.6922789172
1800,1117756.8259260287,2342.9527974305684,1855141.416546891,720083.8291678462,60052405677.87536,379316.4485164109
1900,974858.7928424409,2702.140149088374,1696220.0537810908,734008.4764756917,60054817019.304825,384852.14584348485
2000,616855.7341485023,3260.147362117688,1511327.12153252,731673.8550079503,60060677208.97974,389135.0505912519
2100,476608.24614486593,3632.95492395784,1385819.413506508,766598.0414781247,60063989027.96372,407319.5855363225
2200,520656.61121301545,3680.715278339433,1278609.5488800108,795862.9597594424,60066502945.8097,416506.55676024075
2300,476916.8817776972,4393.151191400026,1118890.0565285285,807240.3912334793,60067508069.33791,427767.24042503705
2400,189006.85703519016,5494.001367143878,1040125.908014452,838627.706167818,60069945198.27828,433660.7246635281
2500,173582.63655036007,6068.08079217278,969949.1424131676,871372.9141572935,60075324494.71094,445521.6326812774
2600,296393.0989198404,6723.09018549848,830594.2050673459,881054.5302821478,60078484624.71309,460623.62523898913
2700,283873.79174095887,7803.158001236598,785275.5536684267,912482.8082985557,60081161762.89964,474832.58900257834
2800,77534.92659533602,8170.396008826202,636821.8417780502,933060.6720377416,60082429441.12257,493560.15449288883
2900,160082.36024825572,8758.881987554001,601743.1579222931,963695.8276606924,60084812644.622375,512739.5693536951
3000,-40619.46918962657,10292.045693288586,550475.8651071294,1011181.577565048,60086388466.75296,527864.2375087842
3100,138814.04548501133,11138.087260063729,461704.3255183393,1030621.9400072801,60090109555.25874,533056.4681844285
3200,200833.42144171547,12485.634085167043,415223.5739592864,1083461.4734669537,60092319705.9497,558452.4275937739
3300,185889.63290158968,12880.499794927071,341874.7743890672,1119155.8443965625,60098659129.59609,565533.9031801405
3400,156395.85134456394,13983.06467615382,298778.9233558986,1148033.771060329,60101622986.58862,580969.0211784802
3500,-104258.44003140714,15396.204691187802,289670.1215762229,1174945.690186512,60101401572.335846,591802.6173904778
3600,6975.078077758551,16145.0274303511,252814.24161072078,1209431.5574491294,60104843459.94151,612748.9408164658
3700,-129119.21702042801,16947.573704642717,223543.7830981147,1244655.987614464,60108494069.82787,622098.8240184755
3800,-56546.1665921042,18128.024768429463,220376.86298484475,1273876.4782486735,60112762612.71077,626522.4384789036
3900,-117558.48190874826,19440.519664529176,216385.87583872714,1318675.2222255256,60114298322.00614,623563.2953071771
4000,-103486.46760691352,20331.474449513007,126715.75929660833,1359949.9621590702,60118944246.050865,618351.010302751
4100,2611.8035282562914,22355.024594755047,108262.98004094925,1367521.0532709789,60121528048.6551,602086.5487614981
4200,58270.06991098437,23502.17110099467,145946.3146195338,1398508.9941828332,60121667476.50401,575758.3460113672
4300,42524.72085076875,23793.238445146497,164323.4943249144,1420155.343148289,60125935568.37655,547278.9052575163
4400,5047.8229321659055,25535.162405912954,86611.52185215079,1429713.4036887977,60127598147.26933,507770.65114099253
4500,69382.49921079629,26916.911820496112,63030.50406012688,1450461.4439993608,60132710588.12667,455397.26814331324
4600,-90790.29499695488,27661.54771801348,114369.78186905246,1453060.3743655677,60136037129.531136,409674.0619233643
4700,-25327.187980565996,29017.89410018921,33053.92634332133,1433831.0339519735,60135000693.54806,353334.1761359633
4800,101996.65018348354,29853.057669835303,97062.64290873788,1425152.8100352657,60140905790.35861,304602.1778476294
4900,-135287.87861617506,31455.05878654838,78785.28750456011,1414907.127526332,60140827340.66523,255780.6865591625
5000,89144.7100213096,31754.77397424605,107328.71195639975,1420913.933357282,60145014366.8785,212415.18988452648
