milliseconds,Myc,CycDT,CycET,CycAT,E2FT,Comp1,Comp2,Rbp,CkiT,CycECki,CycDCki,CycACki,Cdh1dp,Emi1T,EmiC,Cdh1,UbI,Rbpp
0,0.0,0.0,0.119,0.0,0.106,0.105,0.0,0.0,0.2,0.115,0.0,0.0,1.0,0.002,0.002,0.998,0.02,0.001
100,0.009950166250689027,0.0004018328607338869,0.1189999467522217,8.948287888243871e-06,0.10600004678973135,0.10478285142271267,3.749844087679579e-05,1.2815215073137116e-05,0.19999840517436399,0.11495762276987403,0.0001297669914512886,2.8434238887376954e-06,0.999964462746115,0.0020695525489037507,0.0020161489096631995,0.9979483854846948,0.019996833907611318,0.0009712271447280633
200,0.019801326693103208,0.000807303029753186,0.1189999245907788,1.7606649064098604e-05,0.10600012469512195,0.10474714518754516,7.319516139816062e-05,1.9821485008646267e-05,0.19999682837573104,0.11493451218148193,0.0004112756551090212,8.841389985128503e-06,0.9999425574261751,0.002132638878114806,0.0020791577535266446,0.9978635191047659,0.019993767227237162,0.0009495198576648011
300,0.02955446645135174,0.0012163682091941132,0.11899990229358011,2.5840771534685695e-05,0.10600020246309388,0.10472773047944135,9.265258958892909e-05,2.3361386109046674e-05,0.19999527442784223,0.11491644230581778,0.0007572035089359206,1.583969799106371e-05,0.999929037264544,0.0021833364296673587,0.0021298001788115513,0.9977993882221176,0.019990791000158405,0.0009328889429725519
400,0.03921056084753801,0.0016289865269412823,0.11899987993386751,3.367131884973345e-05,0.1060002801548398,0.10471686896212395,0.00010356942838582105,2.5456128779938622e-05,0.19999374422640795,0.11489919989828755,0.0011315690643021188,2.2999290716649075e-05,0.9999206431891914,0.0022240727410021486,0.002170492462718322,0.9977503229697782,0.019987896399184173,0.000920113053071664
500,0.04877057549914851,0.002045116532392791,0.11899985754419175,4.1118048585937284e-05,0.10600035779810725,0.10470972840009748,0.00011076846049229354,2.695979758927055e-05,0.19999223750445974,0.11488170174493152,0.0015195529350213823,3.0002949255348563e-05,0.9999153723167579,0.0022568042404944914,0.0022031885703124717,0.9977123701971868,0.019985076658154598,0.0009104018125876534
600,0.05823546641561502,0.002464717192262201,0.11899983514118108,4.8199788202440955e-05,0.1060004354075647,0.10470411631161315,0.00011643823100669344,2.8226930208825363e-05,0.19999075370086444,0.11486375916084594,0.0019150291527179396,3.6737095866809104e-05,0.9999120006987147,0.0022831050899894704,0.0022294607887837626,0.9976827361009492,0.019982326467348443,0.0009031867765406285
700,0.06760618009391599,0.0028877478864223,0.11899981273499119,5.493445387048978e-05,0.10600051299252675,0.10469910423058063,0.00012150603794108765,2.9404377657614167e-05,0.1999892922102931,0.11484539541919962,0.0023154421896180804,4.316728244060495e-05,0.9999097824684925,0.0023042407825094213,0.002250573243153677,0.997659412266568,0.01997964156428446,0.0008980284255657845
800,0.07688365361322917,0.0033141684037901074,0.11899979033275564,6.133908433561945e-05,0.10600059055972895,0.10469430399173582,0.00012635967786951683,3.05532626158646e-05,0.1999878524432015,0.11482665918100259,0.00271970534125419,4.928955819912987e-05,0.9999082635108409,0.0023212281888899964,0.002267541680236192,0.9976409298469591,0.01997701845350772,0.0008945740633146298
900,0.08606881472863745,0.0037439389382530517,0.11899976794007308,6.74298809644785e-05,0.10600066811455122,0.10468955456261621,0.00013116031851067005,3.169903208793898e-05,0.19998643383327308,0.11480758531484397,0.0031273429166062613,5.511158837015659e-05,0.9999071676393526,0.002334884182146199,0.0022811821269257053,0.9976261972799761,0.01997445421217902,0.0008925360628061927
1000,0.09516258196390281,0.004177020084635657,0.1189997455616098,7.322224799299554e-05,0.1060007456615145,0.10468478830313194,0.00013597580076037604,3.285246922316661e-05,0.1999850358338724,0.11478819265539743,0.0035381305160902266,6.0645116995666735e-05,0.9999063268368882,0.0023458648744189925,0.0022921500115636794,0.9976143915383228,0.019971946352052017,0.0008916782817814142
1100,0.10416586470332731,0.004613372834705928,0.1189997232014077,7.87308319183027e-05,0.10600082320454729,0.10467997634505864,0.00014083520623788437,3.401826336861569e-05,0.1999836579135156,0.1147684894483151,0.00395194843998862,6.590307582870776e-05,0.9999056387393065,0.002354697272517068,0.0023009717945300825,0.9976048840674491,0.019969492719751535,0.0008918064105545246
