milliseconds,T_1,T_2,G,I
0,500001.48194829276,1000056.4796056377,0.9773264644132409,0.9906888198174238
100,499964.91475437355,999870.480947674,0.968373142855137,0.9778331091941994
200,499978.1541638049,999814.9327188767,0.8825394288987772,0.959297732767627
300,499949.601767839,999768.4032313788,0.8493245343536916,0.9473182176915385
400,499888.3514621145,999630.6566246487,0.7996960838157106,0.9369003056050121
500,499888.9161182349,999494.3041426613,0.7396447422191654,0.9219651010567147
600,499885.40350496274,999546.8377509222,0.7265172066090906,0.9024192217763646
700,499863.067793744,999385.3516916487,0.699215496988337,0.8828143014492429
800,499825.98388960626,999329.2146207257,0.6415252294096385,0.8807020753079784
900,499773.476652335,999354.0109537411,0.6057574376065734,0.864805564515173
1000,499766.7485231482,999190.3472682049,0.5805136669460425,0.8348146662059337
1100,499762.03349499276,999122.9057881838,0.5607583265964989,0.8309389475202333
1200,499727.77516468766,998958.4957868226,0.5513143197892195,0.8248707409783466
1300,499694.3779283698,999046.6522332537,0.5261744300420329,0.8046022009978436
1400,499681.29390705243,998935.8646890444,0.48249578952701294,0.8053968808871331
1500,499681.57293489226,998746.3300441306,0.45063108195888923,0.7854319041477091
1600,499635.3619368859,998818.3207447111,0.4355659600413196,0.7785322044986063
1700,499639.97529987607,998624.7974798594,0.4326552483699437,0.7642739237971363
1800,499643.4498656021,998596.9693286488,0.40274647452252915,0.7698439685651336
1900,499622.1040074865,998475.523381092,0.38203867959955967,0.7554350464223589
2000,499573.32654912764,998426.4604881715,0.36166533834166037,0.7347598946794387
2100,499583.040705556,998452.3330541018,0.3585240244123427,0.7407698076208056
2200,499565.6317974391,998376.0503616161,0.34149534973599666,0.7266297301738066
2300,499538.2254489819,998329.5696791227,0.3139058487010408,0.7308518257743634
2400,499516.5810913805,998233.1208504204,0.3163014702640685,0.7211726298949892
2500,499515.31737386656,998079.2783502775,0.2723967906045231,0.7009059322460945
2600,499481.1381367911,998015.5602962548,0.2944095345556782,0.6951631150124036
2700,499470.7384876443,998057.1726270741,0.2833435394756654,0.7048358694559127
2800,499449.06471141055,997971.1093549657,0.23142758485550932,0.6845886303607076
2900,499428.17557661486,997842.4198223084,0.24602121978947147,0.6927997104731477
3000,499436.12707734754,997861.83302329,0.25623733392576276,0.6846815079992393
3100,499404.4645434451,997767.5012614976,0.23464845135371193,0.6779149171645728
3200,499390.7126373825,997792.7055946101,0.22015019494909546,0.6757550254746165
3300,499362.9648594566,997768.0025485457,0.1962731560287107,0.6629594491446865
3400,499369.5155548518,997633.6930971036,0.18976701948304323,0.6627442617934243
3500,499347.7644473812,997601.9010057846,0.20922026445124386,0.6567035311125963
3600,499297.619422409,997622.1092210929,0.18481261674535956,0.6688283665836424
3700,499315.73611641093,997487.5292382234,0.17473249977900174,0.6533341216431088
3800,499306.79603243264,997441.2538865282,0.1777936230791036,0.6511750421759362
3900,499261.65628591314,997325.2052463109,0.1895635546823119,0.6445550730333313
4000,499263.561002472,997348.7207782273,0.1536092053908274,0.6523118815980082
4100,499220.0322189235,997360.0761572135,0.17568924579435075,0.6563954933457943
4200,499255.9886434113,997333.6545762095,0.16068228722784503,0.6489649465442007
4300,499230.80256467056,997222.0891306532,0.17011464207773253,0.654674227440898
4400,499219.5570540478,997229.9118676968,0.14700466030844717,0.6547342036236347
4500,499170.19941747136,997164.5607406895,0.16721044847038863,0.649952255291888
4600,499165.7965235112,997014.4481002516,0.13611567437340008,0.653842455455656
4700,499168.9258067204,996943.0429065021,0.1394422721314674,0.6537645575948328
4800,499147.64218527,997078.7307193973,0.15097963074455908,0.6418961139981393
4900,499148.3680324773,997010.7625333982,0.126454190320566,0.6475915196476822
5000,499106.2716362076,996860.5410076319,0.12137561383893866,0.6487775625613508
