milliseconds,T_1,T_2,G,I
0,500013.32876784087,1000072.5592541038,0.9856619045860493,1.0012560150686234
100,499999.79012305115,999876.7507628802,0.9252513398277533,0.9871351290506121
200,499969.3045739671,999788.8607544287,0.8972685293354505,0.9548971797445898
300,499919.0744927652,999663.0504399589,0.857335907557891,0.9480111681914175
400,499916.44207941374,999626.6888670784,0.802984567929859,0.9326268629900357
500,499908.0247625371,999583.5477893874,0.7637548264281981,0.9189284471601119
600,499861.75164981047,999477.9897391866,0.7291719181236164,0.9089433134627054
700,499831.7658297752,999468.7417922913,0.6739621148182028,0.8819980577644833
800,499809.99126142793,999312.8674830748,0.6279113141141066,0.8695043810830722
900,499792.6673354622,999205.0448074779,0.5981576541873271,0.8489285220324122
1000,499789.97275659937,999181.425907818,0.5728793271882133,0.852428786440846
1100,499735.3959695135,999127.6134202749,0.57245795508831,0.8353374353823574
1200,499744.56854222383,999105.2626391194,0.5110063830277494,0.8177879952606152
1300,499728.8174813546,998982.7921930408,0.5139560558309626,0.8118697969071779
1400,499719.1683508848,998824.8918606052,0.48681564747736294,0.7874230705723259
1500,499694.7040355989,998769.2460864867,0.43722544842047123,0.794938849518957
1600,499637.40919569856,998842.6506146925,0.4475150177274053,0.7685860073940952
1700,499627.12709573907,998663.2682205755,0.42402832384288225,0.76625368145181
1800,499642.7013450848,998635.2144231144,0.40070398480475333,0.7604096974514487
1900,499589.64146044996,998577.1206165083,0.35824430393247636,0.7427826801929794
2000,499570.2070924805,998473.5649646296,0.3523741624276508,0.7370609350963678
2100,499589.3550621299,998412.4248135862,0.36091710189335124,0.7294999329938437
2200,499530.1512309283,998332.2315880448,0.3327707426676222,0.7279876447952377
2300,499550.27775706333,998314.6518076202,0.3316431814471823,0.725445960965533
2400,499503.5127926309,998147.2640179493,0.29134637416498926,0.7147555975785372
2500,499486.05759449897,998110.085648648,0.26549257084884365,0.7151992060874678
2600,499455.0723502069,998028.4836980986,0.28080796158663757,0.695962127292482
2700,499478.9770870775,997973.2789101669,0.2559663503654437,0.691342537263689
2800,499445.7642355453,997937.262060487,0.2757912334320975,0.691980794340215
2900,499457.29932468757,997998.5463697251,0.25883647353807165,0.6824185258715599
3000,499418.663534125,997813.1583628836,0.2292874626229341,0.6745593603508888
3100,499402.8539799696,997797.410230879,0.24604726108156225,0.6749388054830453
3200,499371.3257915302,997682.2608302507,0.2214548510408502,0.6840595326677212
3300,499348.55682747264,997740.9125662475,0.2305468925250262,0.6776486240208767
3400,499344.5962563532,997680.1407543299,0.21735751911225787,0.6639994961447574
3500,499339.9700089975,997574.2571539504,0.18602023623271935,0.6628047039117501
3600,499314.7403125497,997550.5840941626,0.16520568072663952,0.6701554179795294
3700,499331.17085767456,997491.2419968758,0.18133013031597067,0.6625263828223231
3800,499312.3370106288,997493.2036091327,0.15525173113648488,0.6579315116184058
3900,499296.11574148666,997444.7718614535,0.16559334134979178,0.6614190344705306
4000,499254.7064682955,997305.1625014497,0.16582125535421752,0.6593297216015809
4100,499248.09231734474,997262.9223635771,0.18375660336855937,0.6576588512517765
4200,499218.6378085336,997328.2404730164,0.1776704297051867,0.6545425559393587
4300,499227.3618090906,997260.1261845004,0.16659350181497293,0.6541521874760232
4400,499218.93198003236,997159.2305280073,0.16336296337515935,0.6512809708897844
4500,499168.3521498427,997185.5891317012,0.1506655760711419,0.6533541674275066
4600,499153.926219892,997063.7957403227,0.1473425066759927,0.654229914896741
4700,499142.389892895,997058.4432132441,0.11670794247621437,0.6399742750458606
4800,499125.6370369724,996986.7452130582,0.14952180736911436,0.6538601944699686
4900,499147.1845434531,996914.6902211577,0.10636254351781832,0.6505305370303803
5000,499103.0131283405,996928.8527545463,0.14109248626556023,0.6505918514712244
