milliseconds,T_1,T_2,G,I
0,500016.80875561415,1000079.7036978499,1.0184191714433826,0.9973941199754272
100,499977.8947016881,999867.2205635377,0.9314438393715105,0.9711151314123315
200,499963.5728406799,999747.4329679551,0.8870702864631257,0.9650845322629824
300,499951.1093758252,999741.6736216544,0.8455624492035048,0.9439544726452028
400,499927.4848721589,999582.1321314273,0.7840912531545858,0.9320806905912183
500,499878.27030685893,999570.9177017637,0.7417923298741725,0.9134586731533847
600,499850.5801882891,999561.2004359054,0.720830023547771,0.9072381863864855
700,499835.300384683,999473.8600674389,0.6652975273233235,0.8902900025755907
800,499794.6634143554,999318.252593318,0.6400932740435572,0.8714156897690732
900,499774.1367515065,999204.166071865,0.6284989442779719,0.8477990998546502
1000,499802.71499673673,999180.3499366434,0.5882476063135328,0.8479355249775041
1100,499760.68151652825,999132.6303752612,0.5520242742237811,0.8232277311931036
1200,499713.4749159277,998994.3997987115,0.5395647686890767,0.8251884224090202
1300,499718.61488923116,999043.8027465093,0.5008695640727432,0.8083532829260155
1400,499697.5587594018,998894.6417903592,0.4722559521270909,0.7926605665151459
1500,499685.69369127165,998883.0196315893,0.47249348766743976,0.7889162833849143
1600,499638.9218969761,998767.6045288333,0.41943270014674405,0.7744309055097447
1700,499623.2733790006,998697.1609404905,0.3943636197483245,0.7703337321206137
1800,499610.51586851483,998612.4944594621,0.37069284190136276,0.7686711419759575
1900,499581.9140574569,998587.181479657,0.3559496102394274,0.7586541704524216
2000,499580.0044313614,998557.2748032069,0.36309842878130105,0.7471811617247786
2100,499555.63763744384,998382.4423365225,0.3359780288524113,0.7284338228664871
2200,499537.0802363804,998275.805698198,0.3075635778224715,0.7186846623325202
2300,499549.4564736985,998293.6782899324,0.2954607538971037,0.719918149355637
2400,499498.06371004845,998215.7518311056,0.291340003002625,0.7118692045686934
2500,499513.04805175477,998115.1070214044,0.2859109757293732,0.6979122637460601
2600,499479.03156459384,998171.208925294,0.29245763803129393,0.7048395328992321
2700,499450.4953541918,998060.9012772497,0.24862990120568862,0.6974522111064035
2800,499467.5125934002,998032.279305386,0.27641658205710856,0.6851317321458313
2900,499433.90099135233,997844.7892540207,0.2627060478193635,0.6944176553422189
3000,499438.1811689274,997928.7904292723,0.23664720043743903,0.6787680013796958
3100,499416.40630194027,997726.2124934313,0.203645472877341,0.6787055273010187
3200,499398.15895204875,997696.0815407677,0.20065569847995246,0.668415395126689
3300,499356.7590549162,997655.6152984741,0.20577128362888447,0.6622677673459149
3400,499361.79140265967,997740.2748497332,0.18437775374101287,0.6609470600598277
3500,499355.8024563779,997543.4770768996,0.2054826092225792,0.6747566583176193
3600,499329.28862828366,997484.016177015,0.19744258724708058,0.6711309851374183
3700,499325.18204426666,997583.2247399784,0.16749968480567376,0.6697692594605745
3800,499275.3082417404,997398.1797571937,0.17801219544576738,0.6566447020137941
3900,499289.4480291347,997472.7890657996,0.1690121101230182,0.6615287516511111
4000,499272.1589276578,997270.1914926544,0.16073102069723563,0.6624720094410894
4100,499220.4931971696,997259.543524575,0.15444095561436116,0.6530199177033283
4200,499255.88124691317,997268.1895477906,0.1503943052207004,0.6407728900383839
4300,499207.61664488865,997174.4054697917,0.15526519957582302,0.641089739650237
4400,499218.843100061,997234.304031738,0.1389388983457748,0.6481757266036368
4500,499166.7844709401,997121.3703972343,0.16636361965284877,0.6523857255147957
4600,499175.7533021266,997001.8740574507,0.13333337672244197,0.651261707714143
4700,499160.3077756911,996977.1696744271,0.15213754752356423,0.6382287309271041
4800,499119.9740969236,996918.9111648136,0.11822850128677352,0.646394605632471
4900,499102.2628030342,996897.8875738208,0.13973940942070123,0.6479970944130699
5000,499137.2016016667,996991.0798407276,0.14734422968860902,0.6437984072744591
