milliseconds,T_1,T_2,G,I
0,500020.69177397713,999930.5115974972,0.9951461462521162,0.9946711691979722
100,499991.3951931743,999997.4982727318,0.9269091848599206,0.987707112174368
200,499962.1676518372,999897.5888946906,0.8868505013965582,0.9588312498541249
300,499931.7716788658,999669.4494889444,0.8385117633003984,0.9502695632966129
400,499884.40758802235,999599.2405617347,0.7984457188022661,0.9271176916531495
500,499898.62981848075,999596.4044500949,0.7832204684007604,0.9219417343872768
600,499848.9695751683,999413.4275952649,0.7088284584919053,0.8996750582960753
700,499852.76715063653,999349.0709894837,0.7053204742829096,0.8823032941128933
800,499831.68567710766,999342.1149427088,0.6364974049225836,0.8730224054911595
900,499804.45635470917,999307.8737841531,0.6406348043641513,0.8466562831776072
1000,499798.93422519596,999128.4085525086,0.5970257344642507,0.83493618148814
1100,499762.1276049314,999149.9890368173,0.5460025782245738,0.8286722477551512
1200,499754.96264930046,999091.6401012377,0.5048831949776762,0.8200157219912092
1300,499741.8319541412,998951.3359851536,0.4987257875842723,0.8066712088908521
1400,499685.8417449009,998811.8883658975,0.46036179228972895,0.7912558129729889
1500,499665.1369880541,998831.0426038057,0.4347029270576397,0.7804078455452541
1600,499662.68285531877,998840.0145492387,0.44757863778737783,0.7706198463257182
1700,499658.33585696324,998644.5853150097,0.4076349758174208,0.7632437427069921
1800,499621.7832716434,998541.0610556484,0.409717483151645,0.7556970124368305
1900,499604.2504112524,998495.384879081,0.36406622190127547,0.7416278066337001
2000,499561.6280790142,998398.9291726684,0.3745942756827989,0.735885815703144
2100,499564.45865752525,998501.1855259642,0.36427466572134665,0.7319885247686291
2200,499533.69168265496,998271.7093617117,0.312867346448326,0.7217270010731573
2300,499546.77176331,998357.3185082504,0.3152579158568902,0.7138290287938814
2400,499496.58195287996,998263.5349447902,0.2943430320272681,0.709201893012575
2500,499482.5216454465,998175.426091103,0.29674640967227167,0.7141893718023596
2600,499498.8121894417,998171.0798888573,0.2585255073589028,0.7087386081447102
2700,499449.623825684,997975.1803853771,0.27591271567728437,0.6934727380512498
2800,499450.0685520402,997935.7302484098,0.23639698206188647,0.6926944888114988
2900,499408.1355287761,997962.6302548487,0.2184857278767662,0.6885682456793655
3000,499415.6722186732,997803.3206015356,0.2453726182335,0.6883922027179685
3100,499401.88914630126,997814.8188612387,0.23484182928388742,0.6727670495799299
3200,499403.08549543255,997780.8514522427,0.20985703244375203,0.6751658995989969
3300,499370.14935217414,997748.325584602,0.1956790563655943,0.6685560206240027
3400,499345.41339959635,997593.0661802933,0.22388450268979435,0.6668444186618835
3500,499351.9539002431,997610.2347421612,0.17655081323727395,0.6744763336303794
3600,499321.2923983957,997561.0113401229,0.18896180732016102,0.6553398886921067
3700,499322.7285612587,997584.2181829661,0.19082794333573241,0.6557573352701286
3800,499301.7718057593,997413.9309831066,0.17949383960472998,0.6500882715246508
3900,499300.16987807606,997444.4879887266,0.1846078548076753,0.6531407600024182
4000,499243.2774916618,997425.5540668814,0.1862978393491998,0.6598108617622812
4100,499256.4460914947,997374.5578221165,0.1452993871044722,0.64288785061217
4200,499208.3030881529,997234.0524600035,0.16866864490226008,0.6403454646121572
4300,499194.1022489583,997196.0117195897,0.1563459041171998,0.6572126629508083
4400,499223.10251103964,997178.8075265712,0.1397062715409547,0.6534843866817294
4500,499176.0058108001,997107.5342805319,0.14235139771516475,0.6501601751301294
4600,499163.94214911904,996997.9267191867,0.1631752244098416,0.6416372166061868
4700,499149.1704473385,997025.0520281894,0.11268078948108369,0.6404701003516751
4800,499138.29135261715,997027.9111165482,0.11004923050257885,0.6469584327996903
4900,499146.3141350686,996958.2015925548,0.13514099743079522,0.6366137732910673
5000,499116.2077078668,996953.8895653799,0.13746923773555994,0.6522614251371497
