milliseconds,T_1,T_2,G,I
0,500010.3972155904,999958.9889216159,1.0030993119806717,0.9952313771789946
100,499972.21287303214,999994.8827995495,0.9683996401528167,0.9785272694520513
200,499944.070957461,999748.7205699972,0.8925448674439859,0.9672804495028688
300,499944.53462800256,999718.9539265214,0.8256567580293217,0.9467325280294401
400,499927.18805555225,999670.2448370574,0.7949393581467697,0.9238790552673728
500,499894.1698104932,999527.3638811631,0.7528060393289473,0.9235891933908263
600,499886.33338281495,999463.7969020063,0.7212625516729299,0.9060643999050525
700,499864.9082695157,999505.2343857823,0.6672118683038925,0.8761853513623498
800,499808.21185240586,999335.5211183481,0.6541709256316083,0.8742082131272935
900,499804.01667867537,999291.4711940058,0.6247416488677381,0.8543281887997924
1000,499768.2627663083,999178.7371497075,0.597811121753561,0.8504687874705581
1100,499741.9356342296,999106.3629600093,0.5692979440565318,0.8353149690949488
1200,499755.7119947559,999115.480428713,0.5442710269799838,0.8113269837033538
1300,499734.7212535605,999053.5984602968,0.4796651401921423,0.8148422610318009
1400,499708.6509163486,998851.744543228,0.4602043449367034,0.7945942699592821
1500,499692.11115571996,998884.085272595,0.46458526464366373,0.7892541371353043
1600,499645.42618713086,998757.1097017087,0.41258782227053287,0.7727338951557123
1700,499615.4342588659,998692.8072953819,0.39530463457923254,0.7686760541901763
1800,499614.3608376297,998600.4610533541,0.3936275586762239,0.7670793780118647
1900,499614.07582171663,998580.0107064662,0.3713347208786858,0.7578970866986023
2000,499604.79344906996,998508.5580736775,0.379981712080361,0.7531121992689345
2100,499557.7320594536,998446.7824885981,0.3432949174762355,0.7334376745025433
2200,499531.749395485,998357.3436655699,0.32381340362194183,0.7241761900617079
2300,499526.8281829401,998328.1095260514,0.3099918150824415,0.7247954242487772
2400,499531.1947446366,998309.3415082606,0.2835137630161407,0.71569656651079
2500,499517.88279219606,998153.211161784,0.283521051874414,0.7039734401540502
2600,499474.23848700593,998131.741098387,0.28884244915076235,0.7005190735465652
2700,499440.2813695719,997982.3603380108,0.27750381685205067,0.7048797703104143
2800,499428.76551560295,998053.1748034715,0.2678790950382963,0.7021741173235014
2900,499417.06683276297,997890.5622190378,0.23974480051076993,0.6853349535521042
3000,499415.7258680607,997949.3626989541,0.2285981532453763,0.6874547651594418
3100,499416.79506663285,997785.7210848609,0.2163857923031367,0.6734410269388503
3200,499387.330538353,997818.3576685402,0.2362330687505088,0.6800810198564375
3300,499344.7389605333,997706.0566281464,0.19481038323570216,0.667491897239393
3400,499362.7160098678,997689.3872318907,0.18829475237462429,0.6718851404257338
3500,499321.1041282475,997530.7431152858,0.17629768902653722,0.6672954852473298
3600,499343.0241527575,997630.9262495443,0.17459465302498187,0.669217841153818
3700,499309.2766228847,997405.953253778,0.17109479128161248,0.6632546555858395
3800,499310.3205104554,997512.953080281,0.1576865727220577,0.6669625997885017
3900,499293.9647717961,997373.0723574735,0.18385919019359204,0.652963347507196
4000,499246.87130831263,997377.3056751733,0.18264481247245054,0.6589250802080773
4100,499246.24177765317,997224.6522143607,0.1393506300963225,0.6554932730940889
4200,499244.4197894416,997169.2728316966,0.1787470342636529,0.6400773556469791
4300,499240.29095422494,997174.6691909884,0.15634368231582743,0.6566790645073076
4400,499200.84056267206,997142.3456882387,0.16250188692624215,0.6482041580663472
4500,499191.76301039796,997164.5899683062,0.1220995616947432,0.6518194218376855
4600,499180.9904295438,997128.5686004861,0.1300124738497206,0.6527163922868666
4700,499174.4433476639,997055.1794769958,0.11923998000782803,0.6562344334810809
4800,499158.74447755166,996996.5485425137,0.15014580826878415,0.6393910400895082
4900,499135.21689166874,996911.4765188786,0.14253990441976777,0.6507321742313142
5000,499132.0869821954,996903.6227650468,0.1203287232438813,0.6357848806180737
