milliseconds,Sti_g1,Sti_g2,Sti_g3,Sti_g4,Sti_b1,Sti_b2,Sti_b3,Sti_b4,Ra,Rd
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709633.4457251806,10201.104062227429
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712597.9603956434,10227.081083014114
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712821.6686196596,10318.463061661068
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715470.8425702297,10314.2597002746
400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716021.234547471,10356.516349935528
500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719271.191219918,10364.646528062976
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717964.9730239876,10378.713233277433
700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720412.036080626,10405.934993594572
800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720425.9454681769,10424.426627698434
900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722652.4458784001,10512.05234780411
1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723551.912120781,10472.199810283642
1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727017.8095894082,10546.265200540372
1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727323.7822078196,10519.756603104406
1300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728093.0909089503,10548.266150603355
1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728799.4830923866,10647.50230433521
1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731768.6762912779,10657.967168225552
1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733469.0725912099,10702.724166719703
1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734891.1049647882,10658.093222719766
1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734864.1055984914,10708.516227650154
1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737003.7824840379,10716.130343894412
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737640.5749935447,10809.663452280096
2100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737543.9362436634,10798.435160013405
2200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740397.6390122577,10836.169843147572
2300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742146.6993844426,10824.862959832566
2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740867.9470874103,10924.391357201617
2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743750.0314668155,10910.025264369287
2600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745866.8851763763,10957.141209502941
2700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745265.2355734793,10987.906661413816
2800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747581.5908510298,11019.487328544565
2900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747616.7786242968,11066.023694334988
3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749327.3881527428,11036.835317142877
3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750203.6785566136,11105.517015880761
3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752064.1372311993,11098.295161315595
3300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755758.437009662,11131.826188695795
3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755268.5564368283,11147.572068280773
3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757274.9317839686,11175.868226703298
3600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758378.3762833219,11240.53735544169
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760753.5710366683,11292.963003925388
3800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762576.7919204693,11280.763489675715
3900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760828.9597387693,11313.518855411881
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763685.9573926432,11372.743295771517
4100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766220.955838238,11394.404606310622
4200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766067.8685589278,11398.024153790502
4300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768299.2407771887,11412.881630427524
4400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770442.2849456259,11497.8452214597
4500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768944.5697470533,11489.160186072482
4600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771878.0529847408,11487.379740580385
4700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773167.1956815014,11544.52317226486
4800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774295.902883056,11564.322168796027
4900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774651.1822127748,11647.401160708865
5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777556.9934301383,11625.858172599397
