milliseconds,naive_Tcells,eff_Tcells,tumor_cells
0,1492.76466488147,20.10691714832709,10003.326421981437
100,1494.8467033863117,-0.15492139800473892,9987.197207567915
200,1438.8633171030629,0.2765061727820782,9993.881222303666
300,1355.0151185632353,0.06950492479789652,9983.005713860963
400,1317.5329448923092,-0.008146995102566112,9970.276628316124
500,1297.9395910035257,-0.03548804208099024,9962.71958911466
600,1264.1336024575062,0.2826740181941371,9971.55406111375
700,1227.011284758758,0.23622933235009505,9966.813767851872
800,1222.6962205032323,-0.12496252854733211,9960.300476402423
900,1196.097889305177,0.20784695398234646,9947.576133706581
1000,1157.5876304377937,0.023988227727474245,9938.415381094615
1100,1082.7075562888913,0.2073646191814548,9933.518145110074
1200,1052.2126602091205,0.2787197585999169,9931.774029914852
1300,1035.4781160593745,0.15224778986037946,9916.286529230123
1400,1005.268450991144,-0.14041072787168604,9920.472259855855
1500,962.0221497105375,0.059427137859060605,9905.326229248163
1600,923.4445064645904,-0.2383743871844222,9902.740649154195
1700,898.7433979153407,0.09973143336788655,9899.123984550302
1800,880.9840357557573,-0.0543670026656939,9899.1002885499
1900,905.54773919631,0.2577719382836273,9880.7300064372
2000,856.9825601927643,0.10963953925558916,9881.622391001747
2100,836.9434791979825,0.0054396735606855266,9871.962347925479
2200,781.0130644198093,-0.21356064127870988,9870.216253618024
2300,768.5751866751071,0.21997166436170007,9860.77497078299
2400,768.1311674079916,-0.014421033695065996,9861.911506423448
2500,714.2295202497646,0.10623239555565933,9843.529657705403
2600,740.1515810213974,-0.026690537118412686,9842.700354879698
2700,719.968540261033,0.12424152647679838,9839.93569677192
2800,677.182338900398,0.17209116685945397,9827.850336044832
2900,675.6753619192486,-0.24124784408473898,9819.969565850124
3000,632.823130108728,-0.22282273056682037,9817.6532687449
3100,606.3217249921681,-0.21390662983951647,9817.831607439493
3200,609.9367587450328,-0.0426368190813301,9801.873570794614
3300,613.0286584956888,-0.030917834263617272,9812.977934476821
3400,540.5254433697621,0.1532810792178637,9793.089043455913
3500,523.5880112519385,0.19393908163644688,9797.223630510987
3600,570.345561060676,0.027132676950738743,9790.731443969518
3700,493.70007863705763,-0.2542087304440223,9787.252657624746
3800,484.55193994145725,0.05847166094758453,9775.353682204533
3900,494.79880522899083,0.0967961979141622,9775.172622960574
4000,480.5709158632493,-0.2235943005089747,9772.187367178987
4100,496.25066585170515,-0.009637681619342163,9752.716092324214
4200,431.4647231097139,-0.20224861292161442,9754.406705174635
4300,461.4550121411622,-0.21135966602573616,9750.702957226396
4400,434.9123664118646,-0.026573341833202622,9733.14183046858
4500,384.38706346981184,0.23277780521529087,9731.107972516807
4600,403.60950704366076,0.2770713564802702,9721.669391387493
4700,396.3416739675715,0.2113094345388507,9719.406328830151
4800,361.74590750541427,0.28427642000555153,9725.719516184667
4900,360.739426493355,0.1062507717469973,9713.805757820464
5000,334.0546121315385,-0.017435328244510176,9707.142855710259
