milliseconds,naive_Tcells,eff_Tcells,tumor_cells
0,1526.494606035915,19.85992558227721,9996.252773645721
100,1494.0027051856491,-0.17840612129276384,9999.17994880219
200,1392.9996347643507,0.24810194017357534,9995.139970202215
300,1406.0272301750379,-0.020589236394431974,9987.759489022244
400,1332.2829872323803,0.11903906634283755,9973.659340799299
500,1333.313475747247,0.07195816953728437,9973.374294739619
600,1246.1822179869869,-0.07425512464243753,9957.80783932037
700,1235.7483055563453,0.2703181606632534,9955.05218744634
800,1167.1643139741552,0.1636939962552008,9959.018218053343
900,1197.7511186150489,0.03100793180880418,9950.442551344697
1000,1138.4212045978952,-0.21790587008158033,9942.394054615006
1100,1119.1346232837084,0.05340700542802673,9928.918634806165
1200,1056.3995674033083,0.08998977649666412,9934.753748134086
1300,1052.2758706102668,-0.18703185287185226,9927.477476666365
1400,980.5696571942872,0.08304409778055039,9914.476625385007
1500,993.788951683086,-0.1660087405118676,9911.26313516127
1600,944.5483562602398,-0.16485928014566942,9899.607026430762
1700,947.3060975377622,0.20383154546692805,9905.520501062234
1800,925.7449926073222,-0.15396200832874982,9885.588636369985
1900,876.870279711041,0.10157240763494516,9880.913218340089
2000,816.9536638958587,0.11299287316734252,9889.073218781292
2100,793.859245906914,-0.25699235187192,9876.471576465416
2200,769.5712695584668,-0.22183330161780704,9860.88693092104
2300,764.1023595016431,-0.2680138394905811,9862.49475292264
2400,747.1554834444777,0.048461666133701294,9855.19980605203
2500,717.6456277490211,0.002249044697982412,9855.749608373819
2600,692.6565144096259,0.12122199256840922,9837.11438074261
2700,716.0231697490088,0.019623005231232626,9841.107997964551
2800,682.8119021354511,0.23867991167570296,9828.290137608426
2900,627.5045739547227,0.13099270191678097,9833.929028197848
3000,639.5618727156079,-0.147165436250246,9829.29782405695
3100,619.855467672171,0.05448120447049341,9810.586163970622
3200,609.5864960415767,0.11551355531419395,9805.880931336966
3300,579.5275760320212,-0.08212445201319807,9803.699146039762
3400,577.0834759321135,0.07173460372403288,9798.326796303925
3500,526.1753224611672,-0.2564307917372566,9791.246806139336
3600,525.1616792429436,0.12488019411206627,9783.528737575238
3700,536.851203682945,-0.1113966304730475,9783.478495582818
3800,539.8609099283807,-0.23880478275689185,9768.371349913956
3900,466.69451401788666,-0.07628839114896917,9762.233499269681
4000,476.17699406121807,0.1260920153771074,9761.304841384155
4100,457.67632845043414,0.00018061461388993623,9754.819214305848
4200,482.2598720597455,0.21818114514542455,9743.743315682623
4300,441.35729681496326,-0.07233830071625023,9738.912914445695
4400,450.9207576133637,0.2532644684909019,9742.932804911014
4500,447.85525355101123,0.13166430505906798,9736.696752593052
4600,403.84535258016683,-0.08682491856849185,9728.917475641512
4700,357.75731562273677,-0.23968860270065934,9722.17327708656
4800,357.637445430051,-0.2688670307710499,9721.891560982458
4900,377.0631544733736,0.10989618691440581,9709.500532496415
5000,326.822187463002,0.06309594466240209,9702.75072561801
