miliseconds,Susceptible,Exposed,Infected_Symptomatic,Infected_Asymptomatic,Recovered,Pathogen_0
0,93176.41134063028,1430.0180447590205,-20.727482340635248,74.95317663238804,10.222975750065924,496.2035792036852
100,91436.63364314905,1800.4356367425912,76.5478158450364,33.74652486525258,2.434633497825698,490.38961125637917
200,89948.99178817037,3273.4937645054506,79.00819668016611,51.83540459487618,-8.342701906453524,497.1510450687183
300,88864.9537648528,5481.512305675408,40.41695520143914,29.29321737793545,2.98399446027093,487.9205081360461
400,87592.23638679618,6113.08374218427,174.81098283364676,56.647767508698706,-10.579970911290582,473.2862605051969
500,86296.53702273828,7098.748866075418,135.05296731997663,142.16119058109143,14.464309363693111,477.5059324161138
600,84959.18863292669,9100.192416434507,221.14512028082223,99.85778641839059,2.8746786514001887,464.3036335124424
700,83432.80388407575,9794.044439141333,347.48977072642424,187.60030572898953,13.545620790662559,443.37173645625194
800,83068.9992121895,10894.566148223237,452.26048875687155,133.15227033616162,9.927681325791756,460.2812635038034
900,81585.60406789664,11650.930252589047,419.4904529318735,219.6531519730695,29.72449219228435,449.29764567646373
1000,80020.6630054071,13790.886273005752,513.3850911709579,227.67653474594806,7.057625837168565,459.08371673438893
1100,79408.0028692177,14152.65666942785,693.7945075516111,266.4151211396752,23.23341518075963,435.9038135039221
1200,78293.47872159822,15107.223592550834,733.7965400233801,313.5597956481647,21.346100005338194,434.69344230900344
1300,77021.91160356709,16252.084783651495,743.7925306834811,315.0273746914914,35.85051007111404,432.06004578760843
1400,75005.62365365213,17317.963459646937,805.4097526458764,430.5930856209806,45.472188922089,448.2070565088165
1500,74022.5123045581,18711.927495758475,1053.8839116743422,482.47261403057905,64.56390340715383,461.64007839403325
1600,72882.15724686265,19789.883923846282,1110.3010646617668,513.8708648807627,65.45610191739094,455.21043179572206
1700,72025.98907711923,20467.651948575858,1121.704543095318,531.3404006253513,82.72447715501376,448.7086253709357
1800,70883.39903932458,20785.583699753726,1369.9488466521886,631.2645421007212,62.69138028124972,481.1675641507153
1900,69220.04314510536,22509.157794899707,1418.1401237570703,659.9603051607763,86.89842488710575,489.1646017038064
2000,67897.97817557126,22776.589395862367,1676.1107153197163,703.7844629614718,98.94956134859801,492.3801088369104
2100,67257.41609048586,23854.735243433734,1730.8902623195959,765.8009014133518,127.48201317431267,506.7891475296657
2200,66865.92182055724,24991.987158279753,1985.3484297039959,806.8565452133565,132.19726557285998,530.2641410596914
2300,65122.727102067765,25691.471288161385,1970.4514338487238,837.6804241977825,158.47480973033717,523.7908547628409
2400,64230.23199525197,26075.602059400448,2130.2495911080678,923.3439899899317,172.9428434535269,539.5609904180703
2500,63303.02562821865,27253.631730101264,2313.1547544474033,1040.4344393937363,192.98428391927857,563.1580603681482
2600,62536.14784531114,27346.566687478997,2403.488509278147,1089.9530357198898,207.795133200209,597.7619252999598
2700,62147.74603414303,28541.50152715877,2562.9786639701497,1149.7152811143294,222.8733094144452,591.1858553094323
2800,60277.42413727379,28900.38020651025,2772.507218138801,1221.6583901084912,255.69609407964728,628.5366713577445
2900,60067.99906955193,29541.042227125967,2903.2242053005584,1321.9132264316183,253.7267567181133,641.4852136514211
3000,58958.85338421242,30281.31837366369,3140.0824949620905,1329.5307487650598,290.67404147756565,682.4048654914442
3100,58397.32453759079,30918.369569315677,3424.404608331982,1414.9776795707155,305.65358952870577,691.9412552263595
3200,57199.71035322531,31580.35265081311,3453.5727430100983,1504.63943054633,331.566556464559,748.5777622807293
3300,56000.26536583619,31797.10016709379,3743.989963666094,1580.6289476460304,384.2643948133725,777.8300617998337
3400,55864.43344820442,32445.184803599357,3976.2894501632345,1696.7779294541067,410.9819757321981,803.3011382151196
3500,54450.93650014959,33576.943483015275,4004.529586776453,1737.3503544300875,442.03329265058636,826.7956576825243
3600,53028.59253909096,33636.0839542843,4266.523412895517,1806.5824850853191,459.91994234576345,861.5158450833164
3700,53485.4779695037,34524.88450554493,4530.588746977377,1913.5037505605708,517.3665243483341,914.6432923573857
3800,51831.91698363285,35351.285161266,4587.697948475961,1997.3284696645107,558.9450196264103,949.4615845044611
3900,51686.771865942326,35030.78798463311,4923.461213920403,2015.11395094297,584.1322031375345,1002.7476940981488
4000,50006.74163692894,35586.800224366765,5099.204540311806,2098.019126764241,633.1348069623302,1022.6917502667942
4100,49710.30719351176,36651.68728556341,5179.854867817019,2181.5752791426994,653.9801927174028,1062.9871384449161
4200,48959.00756766206,36244.02400534744,5446.671267317705,2330.5337392386596,708.2521331427172,1117.6397626427636
4300,47649.64379301773,37237.00753779152,5733.953321970089,2359.1410111977266,752.4617524215527,1153.7311421661584
4400,47533.46190473067,37687.863801521955,5761.9379219469165,2477.4530697831387,799.7215287918592,1206.540330788014
4500,46189.69678598912,37997.50665379218,6065.293499169805,2529.334733840478,845.3172872589096,1281.4632926905713
4600,46789.478439690145,38381.36371628409,6343.7978270684525,2652.4384530899006,901.0104819131894,1317.9781788555272
4700,45783.48785977622,38966.54731227233,6444.991044937089,2662.205589684707,930.3611740872758,1379.3864665627389
4800,44362.38829700301,39267.26026589287,6698.862023330271,2784.553478570012,1002.922483794777,1421.3807065010851
4900,43559.11633183219,39132.86177998353,6918.2236779017,2828.479796192795,1034.3039592705852,1496.5749455093778
5000,43931.45371134831,39501.75308716532,7203.467857494436,2945.801029790635,1106.4048609023448,1558.9446568363787
