miliseconds,Susceptible,Exposed,Infected_Symptomatic,Infected_Asymptomatic,Recovered,Pathogen_0
0,93475.49196849015,614.7234742969633,30.130537717612906,56.4853453318474,-15.335154838963065,502.15640063617104
100,90964.51158863875,2844.8389687530407,112.04957690697006,13.399789528802323,-5.90102260074964,492.5906261507584
200,89625.42318386592,4193.7300008110715,75.66971896824286,43.113503209566844,-7.0780820098557475,494.985617175033
300,88520.42899357618,4486.17542857198,214.8706715597695,93.17467251202774,16.770491459937354,481.96429130460615
400,87790.63549502088,6764.902573010085,99.7014426696211,61.719031010611815,4.198567849391326,469.1971752422999
500,86145.17986263768,7993.526086060061,174.95756586978368,109.3298585913599,7.8024636131130585,458.2959446123406
600,85203.91060298968,8750.239894138524,230.393573461409,107.5461963567506,2.7084740469241,475.0187631717383
700,83355.15906440557,10045.771430739138,222.42066921894295,124.14575321670434,-1.9723092207938553,459.0389447017223
800,82553.05890500701,10528.635937793426,346.46976177282727,202.38255438314297,0.5035482987502817,445.928947791152
900,81194.96049507902,12021.364080657775,440.5408297269895,228.14903563147593,23.349817303939044,453.3588302272322
1000,79705.48316001604,13455.977463283456,426.03877610703654,267.4226919784252,5.271409315628592,445.2827810919993
1100,78553.25717523009,14726.777045122184,682.9311503341422,272.7508249210645,19.799654016640954,444.93021008988995
1200,77409.58380346923,15170.470603101152,686.1442981318395,335.83152204647547,38.43266407521723,438.6313068242387
1300,76551.05174549978,16909.110344796667,694.7651917861657,346.6235685310786,39.55817496725999,460.1226882554558
1400,75877.1541750059,18022.047964496767,883.7082664100287,384.9111712015561,47.56312167657481,442.0991313012637
1500,73842.459121745,18033.69106452727,930.3688996040868,425.11063828292316,53.568554675706494,461.78539666187976
1600,73296.15917204948,19257.689381232194,1085.252108124238,513.0793562565262,68.5754882380691,473.35431165956277
1700,72348.86989776873,20555.258979247956,1138.2097053301316,572.7416885404083,64.79974793150805,480.6815317878189
1800,70818.71241912492,21181.398212412903,1362.1454310024633,626.90142025471,74.92614579279945,474.54811123603446
1900,69037.88619530741,21641.815380558495,1397.5045926981293,687.5831383286425,101.34831892870596,483.28797465312937
2000,68107.64582555022,22881.85705889527,1653.3665652879545,709.9043121487106,103.75544812387878,482.92645523063
2100,67124.66582553451,23515.370968557683,1838.1087825405864,767.724016873057,111.00509720652059,491.44520066452833
2200,67258.5407670946,24370.860037295643,1972.5114615268817,824.588616973187,127.56997972128764,521.3371923778905
2300,65370.0829759287,25356.226696531783,2143.510720770881,913.658222095253,147.26126079985232,534.7663839001842
2400,64334.33454386558,26323.120915673644,2134.253442975146,937.9555341562449,172.5107650015364,562.4647195622191
2500,63152.24215865252,26947.434995093805,2344.998449837424,1022.8655809636338,170.23156079386897,563.1414906050202
2600,62474.55058460039,27575.33624803061,2495.0460293103474,1116.1267781838915,207.74999916119904,591.7877899610055
2700,61881.97386536735,28579.160735089103,2680.680059908064,1139.0090094906782,218.76024183291852,617.3954940873447
2800,61354.08443632603,28982.4380959733,2766.735210517498,1210.293122924896,238.71612687653666,644.3828477668001
2900,59459.74441149181,29718.092739388598,3017.5827957782526,1290.8140779976268,283.09552950230267,664.2334637920151
3000,59360.85102606813,30903.139593426968,3191.335178650669,1390.4047435409072,290.4734921045575,676.193287606053
3100,58433.72381592255,31318.297364424303,3416.54327342239,1455.906519264603,306.7197562230401,717.9492855789433
3200,57829.87121046759,32027.069696076916,3467.578265745599,1541.1380453559352,336.34615640082603,750.1042276056107
3300,56618.028354607006,32239.28252416086,3688.9058302601993,1615.139573219035,392.25692234600234,776.6769391179982
3400,55327.85526537614,32388.745987339782,3826.2665141700786,1639.1844294936107,411.8619440594381,795.6313943127996
3500,53833.973855042575,33250.80680838387,4023.6554761500365,1736.9486546196745,439.98942136143177,840.3068529473608
3600,53484.89121133861,33580.57768990741,4225.881755141005,1807.0692531082896,466.53773401842125,857.9988605482596
3700,52870.21725088756,33944.36105432972,4513.993825614986,1927.2817796427646,517.2685523646398,922.3756549351341
3800,52772.36715642495,34676.50324231631,4597.865380352546,2008.0449188215418,535.4701202121972,937.540004154933
3900,51466.79378904483,34942.801040452934,4750.298507012557,2008.8442002299298,567.8170207460863,990.7256113719667
4000,51044.65442331275,35158.12759941524,4960.723908624853,2169.5577749330214,608.4689093973994,1020.0176029411111
4100,49501.17052153585,35749.81486522351,5354.033947338815,2194.7974361346733,677.5710600398284,1080.691473611085
4200,48659.788007988434,36822.397347087775,5545.445951784473,2304.1185510924556,692.8563673294783,1129.5949332075172
4300,48190.83120808444,36570.69545730552,5615.394117333752,2342.7242030722828,755.7783672536415,1155.652627245348
4400,47075.5445002408,36849.69863950401,5874.953888144075,2461.1344846956563,785.5139769851262,1223.4176715581239
4500,46690.139434459634,37960.29518813837,6005.25921489979,2491.940361392785,848.0518613068753,1283.7981852015166
4600,46168.1238839589,37690.69856499673,6316.551901646774,2579.9494983040418,876.9854237816793,1317.7747364778652
4700,45815.4120494179,38546.11084342777,6434.642034769413,2683.3474011233275,958.901665528917,1377.3306765804346
4800,45439.022168065254,38329.78537006268,6649.291202060781,2756.1095478588754,1003.2865734674131,1428.5294025784908
4900,44680.25952200465,39034.83864986623,7000.278076901814,2902.354830012701,1047.6330577517663,1478.4126801595419
5000,43809.15250318715,39848.82299845707,7093.060509448914,2978.3922709096614,1098.8569077783711,1535.130519213096
