miliseconds,Susceptible,Exposed,Infected_Symptomatic,Infected_Asymptomatic,Recovered,Pathogen_0
0,92501.13080135154,1219.598498053424,4.717309578092447,75.04048983233989,-7.532501796465303,487.37245403032944
100,91470.95286286795,1846.0983833178857,-5.727428456126567,96.07229588776588,0.7245587833695206,483.7044685796642
200,90914.21531262311,3753.2843282542863,126.9587059376351,32.871913144584774,-8.092756541157605,501.0415394518447
300,89289.84559441793,5330.720002823633,159.29436634911357,53.98316777062885,-6.2021860158132665,462.51213285695275
400,87406.43868217526,5780.697169276421,94.76343813576405,119.36431350434637,-4.072485112648366,471.5622808544857
500,85640.72100714207,7742.933537732837,277.17244449423526,113.91192713345848,8.334686800740345,467.2580266116419
600,85432.50339774654,9132.72210758957,290.32387102603997,130.26594859722286,-7.0960337584833955,467.0151340014322
700,83965.57822379001,9989.825965780958,318.67702751290125,173.84325889037873,5.57407152084073,444.77271022506346
800,81811.44571900622,11514.623919567717,380.63001972242296,202.88504663796587,9.714341179080517,443.08272255710284
900,80575.65237472193,12614.869529120551,367.73687038991596,187.48574245602538,4.761740429930692,442.84581466205526
1000,80736.8911712703,13366.66003445225,474.228099069403,234.64029735925413,33.71229123815506,430.8956033501154
1100,79356.56483304175,14891.51280903758,590.6262564863953,262.16621344489505,23.331807872497382,455.79431519617634
1200,77513.08840940005,15235.82965152721,609.4602436788114,352.26630304114445,20.13938620466966,446.3832888880426
1300,76927.09831149182,16864.25665987106,742.6416900132997,311.5663472155457,37.07061063814582,433.00310773132804
1400,75820.40984686969,17824.68490126967,968.1696649149311,423.744265581624,50.538486925593276,464.99186612113004
1500,74823.8658139817,19072.727357592783,974.8827532282036,453.5278514380133,45.75467208537346,440.02087226666396
1600,72767.14662258163,19604.98687462408,1208.906889163083,446.11144367310163,58.19004272504983,444.59270402445964
1700,71190.34479448105,19953.03263858287,1325.3887981091561,570.6251171162372,76.01245687984877,460.09013616129084
1800,70498.99051358693,21526.0989698575,1351.6978444888523,626.4744153862564,75.1901745231587,456.4477571174562
1900,69077.10359701527,22723.64192934751,1563.9555867168895,667.5931541433475,80.82473992127001,493.044688294692
2000,68281.12252396588,23381.808009314518,1713.5070788292187,676.2604037100347,96.38220963638814,504.538748907542
2100,67213.84298879471,24186.533101605382,1694.209607284,744.6973942254697,129.2650794921433,503.4206688799183
2200,66242.47763483204,24939.05051257845,1898.2319700859011,810.3851487108767,126.78624075689945,500.5603331706794
2300,65663.90780315331,25392.72965614082,1983.482633386147,899.1034523562964,158.99069250371298,516.2183336481764
2400,64645.18647375525,26804.396522154548,2127.5447713544536,901.2711982090669,173.23333863558776,557.813889463999
2500,63922.76767659324,26986.55023297105,2300.9335188008436,1046.1883257527866,171.63010419006864,568.3911016021051
2600,62487.785297398725,27423.84007375646,2405.579281635069,1062.7576478192757,208.9930082275506,569.0124407841797
2700,61622.373724859644,28095.18313868492,2618.43093777925,1110.2607526897598,218.83019266014068,604.8389687235135
2800,60652.982242310885,28620.609535548392,2763.837124327929,1226.5929319579561,258.5687632350472,642.3093370386177
2900,60382.72211785232,29666.035997293722,3112.181372828393,1274.9437233370659,261.38481047553995,653.9838251310938
3000,58891.335325099426,30664.835088308835,3173.432069004096,1346.186713116644,308.8321392655164,663.9419953573733
3100,58287.932949408845,31137.740386620444,3450.7526258737994,1400.0439341065435,322.23960985021125,706.2386228803983
3200,57250.23745265194,31900.50688353313,3528.0494384460376,1480.5665886606014,337.1257605782067,734.685314302402
3300,56571.573326539794,31706.49425446064,3827.309703080052,1590.6919709821666,384.9268556711722,765.0149280635964
3400,55989.09743473681,32981.49643396914,3837.042910361635,1697.8304286017649,400.0028108144751,784.6824859397411
3500,55184.64947879636,32822.36850003217,4074.534145579752,1692.7035225543086,446.71130055829207,826.1401819853098
3600,53407.16278665237,33649.18364189958,4342.715242964899,1795.9049733145705,472.99692518357017,868.8387933819408
3700,53612.93863307343,34402.59071971264,4475.441431370668,1846.232742505,509.3226829552637,908.8694785343109
3800,52597.48577047107,35149.58863931409,4610.568875904506,1968.9811812655964,529.7030313404018,953.2987401599465
3900,51720.79836141961,34922.85831898356,4859.450605464913,2069.214862972998,596.822554595986,991.4856215127758
4000,50560.067278320035,36036.20994720582,5057.847731536742,2161.7629200888337,637.3099762941996,1032.8832009635685
4100,49642.27081812874,36513.293908739135,5285.28315333348,2235.488909510247,654.6144177768481,1075.6298819146925
4200,48606.23597369861,36166.17437912582,5460.485097485698,2295.27383758656,710.7384706755129,1112.166980892271
4300,48650.96993308122,37201.9909389066,5769.222904505771,2410.491577968927,750.9586360901745,1171.8784138746378
4400,47715.192966249786,37472.40939554473,5968.180691442256,2468.774518944452,799.9958888130471,1229.1399304752179
4500,47155.764881250136,37418.98673941314,6135.443190425769,2492.2052142291213,848.1035302158235,1257.8347560151046
4600,46827.1841424431,38537.75265731794,6310.477862069696,2634.1308823836716,896.8739783575822,1334.6330295686191
4700,45593.627419362965,38934.527506265964,6547.298193992252,2661.6241822676684,931.6806610708111,1382.5820034899193
4800,44164.37023883419,39363.883080321044,6683.162360688183,2747.02823041969,993.7603136745346,1446.1674107639128
4900,43979.54402155513,38904.04734616086,6994.683626555052,2911.6584352494397,1052.8018291284782,1478.5350142943967
5000,43061.4898629168,39273.718980764264,7091.926264501645,2957.7816620173494,1090.5673320316757,1552.6776430687373
