milliseconds,x,y,z
0,4.570767837226655,1.8986297960076843,1.0188581200038782
100,4.572553530145099,1.898132190224724,1.0425370837261352
200,4.575669196787212,1.898713740746821,1.0459915010542653
300,4.575829950854194,1.893898888629703,1.0644369559298565
400,4.57964303170099,1.8930256232291927,1.11364048743208
500,4.581095240667323,1.8840095600629663,1.1184364637724775
600,4.582641581159916,1.8836779571868432,1.151848266262942
700,4.585227958760616,1.8827692339336095,1.1474989839536087
800,4.586659895221473,1.875808467861033,1.1864485728925935
900,4.590180366704967,1.8729004919503531,1.2064121289742042
1000,4.590115959874977,1.8753689487448246,1.2308030838171804
1100,4.593952561511016,1.8720551496716349,1.210955912759981
1200,4.594880827338507,1.867206923700881,1.2459572060502213
1300,4.596748483963531,1.8666720273192565,1.2517650386945887
1400,4.59724227076461,1.8638517556077494,1.2798800797706598
1500,4.6006693380170125,1.8552234204746554,1.3186689978274333
1600,4.600961021420131,1.859851395192843,1.3353901721703885
1700,4.601792222259291,1.8508774875528735,1.3242418270784757
1800,4.605286482439637,1.8484289082662655,1.373251598907071
1900,4.6043248859618675,1.8482114975732031,1.3888260888862083
2000,4.606838701226996,1.8444859718536166,1.3718518205597352
2100,4.608675460189955,1.8433590920313039,1.383163151194911
2200,4.608960313573364,1.8407161854521765,1.3998768679179776
2300,4.60944353433541,1.8332046627123295,1.4248991992798659
2400,4.6111953683923605,1.8315939624758917,1.4627256054401916
2500,4.61009779188753,1.8318490235821683,1.4765706034458435
2600,4.612457150399311,1.8292153470357049,1.4749592370627105
2700,4.612642868564565,1.821007544877392,1.4813698574653207
2800,4.613393802920954,1.8205155137400155,1.4989351201837018
2900,4.613919859443907,1.8222249177521601,1.5091044027866898
3000,4.612888750672798,1.8126771307142358,1.5454211707432568
3100,4.613475906148794,1.8104931958970354,1.5471231108307046
3200,4.614764862574001,1.8083456492596026,1.563858727850817
3300,4.615347889340275,1.8107262655047855,1.566737463620901
3400,4.614318825268768,1.804450696512951,1.5998827391744512
3500,4.614474728495922,1.8028608944735935,1.6235486893660689
3600,4.613282772824418,1.7950948964137725,1.631030676887869
3700,4.612221510899553,1.792989040823688,1.636696750077246
3800,4.612231644667068,1.7887815960330793,1.6313515282794997
3900,4.61340914544533,1.7929407689884118,1.666570224575479
4000,4.61184892811004,1.7866860600193835,1.6813613259005262
4100,4.610330359686203,1.780452015771048,1.6593752537553532
4200,4.6103163863839045,1.7799557666749317,1.7035001845852211
4300,4.609019980935024,1.7805436164557873,1.724990052443416
4400,4.608083192738533,1.7723867000507367,1.7080378736344577
4500,4.607856275664257,1.767915109802617,1.7216002765576672
4600,4.6063279166170465,1.7677144971428218,1.7290256167089177
4700,4.604698807636978,1.765298164049683,1.741736004017149
4800,4.604709056160839,1.7595806910045542,1.7675593530091525
4900,4.600768551414017,1.7547397810571632,1.7688911911152039
5000,4.600685122226809,1.7541660893813389,1.7929910042103019
