milliseconds,Myc,AKT,AKTp,PI3K,GSK3B,GSK3Bp,ERK,Myc_ser62,Myc_thr58,GF
0,0.002781423075217838,0.572667390476011,0.005558957904485937,0.9574287086730114,0.5971065743231153,-0.02582474424612741,0.988805856317376,0.00601476131922734,-0.002641021359140331,1.0
100,0.016008783953405516,-0.02593122092144866,0.5727806743085158,0.9902291365196259,-0.011299368051132512,0.5851528025527928,1.007986673758963,0.09765853821890698,-0.0033585810064892057,1.0
200,0.014285046775081862,0.013705112825779872,0.6055136312844591,0.9748655614717259,-0.020080054655400623,0.5864484701578863,1.0304907882641814,0.19471136819479629,-0.00037151081398658666,1.0
300,0.007657203319694598,-0.021814882090040306,0.6093586527023377,0.9812817301158443,0.008083475958907746,0.6210772339224376,1.0134072958363782,0.27105016734175413,0.001219509576863544,1.0
400,0.02106055564025961,-0.01959245379074551,0.5921126440083477,1.0210214458886537,0.029905930537892835,0.620521488025827,1.0233068833735632,0.3679491817998856,0.004522214831295762,1.0
500,0.002466985652096734,0.006500191293450974,0.6075904816055073,1.017272526101699,0.001380031584514356,0.5685409848593374,1.030274161830787,0.4586693259007479,0.0005144045663081537,1.0
600,-0.0010104631934571683,0.01400141548034618,0.6085071271767649,1.0059479140805605,-0.021205060624602298,0.5734055139195873,1.0055652896033416,0.5128035590539533,0.001053676936366702,1.0
700,-3.126907794708065e-05,-0.013383958231415524,0.6083415218414675,1.0199261466127663,0.0012858903788329815,0.5985749958717557,0.9731115576739505,0.6143658364406681,0.0014306622623093974,1.0
800,0.013080802125405331,0.02948362001830433,0.6138309518960111,0.9681450990894754,0.004541772102964187,0.5692616089286606,1.029718151924151,0.6876161988298456,0.0032578871779601203,1.0
900,-0.000495352066042001,-0.011981227701707342,0.5834275116367565,0.9685053609996733,-0.00040935009049198733,0.5983763632471188,0.995651964195895,0.7535651277436365,-0.001446958979780276,1.0
1000,0.0052296054308205156,0.0024818854837146743,0.5946710229280795,0.06839656266066402,0.023403328624499193,0.5843838144762734,0.07613346015188985,0.8173391308199395,-0.0010230523352105629,1.0
1100,0.0652109252571109,0.578542448568279,-0.010342703183457008,0.06593135460429961,0.5839282466733122,0.0003164492318663395,0.0686604559352587,0.7889285458405951,0.019422612953539756,1.0
1200,0.13790211933148183,0.6127267141653436,-0.011314645217098398,0.10120521247710035,0.5980240551466911,0.028608492973619094,0.09428973562255455,0.7554468133313595,0.040068824526964635,1.0
1300,0.18275760740225103,0.6117675043057875,-0.018336435903839952,0.12947824665141636,0.581726267133041,-0.027102052146609535,0.11310947169557463,0.7260094100987419,0.05045005681907267,1.0
1400,0.2033001135037954,0.6162539257119402,0.03565563216005683,0.0745068553332201,0.5818004802376961,0.0021123767919278224,0.08306517588952278,0.6981251670046467,0.059466774012524884,1.0
1500,0.23604191006733274,0.619108803200404,-0.01917587393421393,0.08750872435447118,0.5925935282946574,0.027656995405765,0.08193118864023755,0.685784601457671,0.0682468310258956,1.0
1600,0.25816729297847274,0.6008514765162694,0.03345109951945604,0.10918363086740726,0.6026336259420536,0.0021530569712249264,0.1017610081363842,0.6741239679462115,0.08250453693776515,1.0
1700,0.27904562753356293,0.5678298203221189,-0.010296023863518678,0.07252977577169761,0.5807022289384837,-0.007823309407998948,0.07206307866924386,0.6211258178990317,0.0854408312865065,1.0
1800,0.2997036159366838,0.5874440286426156,0.025535351344693674,0.10736043133228776,0.6263382396109904,0.012469904871046707,0.09346160722126667,0.6159277489031747,0.0921932927832075,1.0
1900,0.32288660982224676,0.5635213194605241,0.014985723293529435,0.12107559885065153,0.6073926897528645,-0.020380429740240534,0.09607942663910295,0.5760627641304095,0.09594196925085595,1.0
2000,0.32107129152018743,0.573571948207773,0.032273679583481305,0.092935573496624,0.5972359503719233,-0.00465846210303563,0.13414025115702757,0.5547661038571344,0.09985854998253037,1.0
2100,0.32884703380781655,0.5970625977449179,-0.010317471443250492,0.14448613320370723,0.5827639848597704,-0.026742783673538873,0.09356729906683241,0.5377732854523716,0.0987123969609025,1.0
2200,0.3313340513738856,0.6060913655737368,-0.01169392221343213,0.06678362558309599,0.5707589846322375,0.02076039818117609,0.08304935048785085,0.5251051163963978,0.10222867554077272,1.0
2300,0.3436428716995556,0.5896201291854457,-0.009294173988791342,0.09751219934324891,0.6249929392114724,-0.0015535302912236142,0.06937577594768735,0.5126444333023961,0.10608637961477854,1.0
2400,0.3422091332957982,0.6171122804417326,0.02132345676145675,0.08575695277386058,0.6219832395504088,0.0169385666281181,0.1346355548911623,0.4780905661881822,0.10314970964056697,1.0
2500,0.35690961972007024,0.5991451226745018,0.0010220440223218732,0.13295055697604105,0.6135152809032515,0.0007126288716219468,0.06422601518499252,0.486084240124126,0.10929526729849008,1.0
2600,0.3466864016967071,0.600891000061329,-0.008894401774710925,0.07846635342848775,0.5890142082763188,-0.012343032272228296,0.06995695614550507,0.44662048432407186,0.10522321332037111,1.0
2700,0.3570311496061116,0.5963185316832021,0.03352669971802988,0.1190110845617985,0.5855745353162672,-0.01687746127092125,0.0855442159039803,0.4412067315505269,0.11218860721556995,1.0
2800,0.35505608117002696,0.6045658527295706,0.009232480413784333,0.13555847497187773,0.6017456647131543,0.011250317542032552,0.08969033710174158,0.4287097393075748,0.11122874104535026,1.0
2900,0.37744249488100745,0.6156639768078687,-0.0005118982106030144,0.11597431447079105,0.5881092908835023,-0.0064064153395307225,0.08529506125474191,0.41554192615163055,0.11007010411453451,1.0
3000,0.35430611611086527,0.5818465373480614,0.010634231657353667,0.10764760736875516,0.5916155055307053,-0.00307433368551783,0.1358261269210026,0.39393655408165823,0.10822632479190895,1.0
3100,0.37093710579943673,0.5855763781753306,0.007395487025427943,0.07938937693294695,0.5937409861881652,0.021983814097655166,0.0876647462396193,0.371458523090387,0.11308334546128411,1.0
3200,0.3704179410440271,0.6052663381905327,-0.011767094750825843,0.13853845814011473,0.587138585793627,-0.005349580058523134,0.07382958831284718,0.3755782171119075,0.11159372352087095,1.0
3300,0.37745090787666974,0.6066048322967129,0.002406508574154871,0.07994060736265747,0.5808962890482428,0.016653119455803934,0.08293948863398751,0.3463480409463532,0.11500635602325103,1.0
3400,0.37504819743557544,0.6180204907464489,0.0025138145450002494,0.057672403202684804,0.5729852789782146,0.005851463686737952,0.103255462998097,0.3286715897878028,0.11053683179417942,1.0
3500,0.37775891773242437,0.5751974298298992,0.028602322077305696,0.13276713896622666,0.57808678706211,-0.0049552870816668825,0.10057807694279436,0.31329653674086355,0.11419300417620999,1.0
3600,0.36069330450185944,0.5906816504020208,-0.015594513918855687,0.11294972573100384,0.6076089582555911,-0.005640902157409329,0.13233541202811563,0.31622236465825754,0.10827217033072462,1.0
3700,0.3686318973689605,0.6128146852514715,0.03594485103110126,0.13210477110519325,0.5783499078256914,0.020764999598602805,0.07843748407358808,0.31562413257770167,0.11132947605604107,1.0
3800,0.381801801229073,0.5821234505917352,0.0161322562190754,0.08524514881949653,0.5937568221792112,-0.0032190950078674076,0.07815118188412115,0.2750485191401803,0.10814223684344329,1.0
