milliseconds,Myc,AKT,AKTp,PI3K,GSK3B,GSK3Bp,ERK,Myc_ser62,Myc_thr58,GF
0,-0.002718012764987646,0.6073668060547845,-0.011840185445718188,1.0265001577024615,0.6263476013309182,-0.02395720509491228,0.9663967880625098,0.01574537643213536,-0.0016607788847092851,1.0
100,0.0011355657197938736,-0.017119875951914696,0.5995568201116807,1.0194560742498886,0.026761355513166808,0.5788511389040507,1.0115315850885604,0.0987332264672363,-0.004306608086953555,1.0
200,0.017050407700740716,-0.007981299269364906,0.5799252982979662,0.9789323193387081,0.01744626265812758,0.5797596825656827,0.9969406143724554,0.16479583006708298,0.0004680623743339973,1.0
300,0.006195823353853513,-0.021229677164635617,0.593936335446245,1.0362573189202946,0.012252387424746906,0.5932739913775729,1.0004252377609562,0.28195555236750425,-0.002588393052748254,1.0
400,0.016373787158333118,0.004071772196387095,0.588510819438565,1.0293941462269647,-0.015245331902060209,0.6084886590543208,0.9756437997450235,0.3494446128013842,-0.004005516432285204,1.0
500,0.0004992309115367227,0.004864208158385255,0.6168966417308747,0.9675678404141453,-0.020697336886037716,0.5875318052917989,0.9938153290811508,0.4318043072260664,0.0038417289994186277,1.0
600,0.0029463145007480682,0.01435211753660117,0.5806598765885904,1.0118897124211403,-0.002044476977658945,0.6150358122650669,0.9995384934462008,0.5165487631803798,-0.0028896237892749735,1.0
700,0.001829099470197255,-0.0044240339685641715,0.5727842820790076,0.9562720968378918,5.3712691991074715e-05,0.5909510320343195,1.0284948847183166,0.5975575731446315,0.0028863895203679432,1.0
800,-0.0049686044618059005,0.0004208709441263429,0.5839286755061774,1.0225816506016365,0.030418667238770257,0.5867626154998263,1.0132983533963096,0.6681441118405701,0.002011276352591698,1.0
900,-0.0028089821435799585,-0.02115879692209728,0.6015990718453762,1.0371848607410623,-0.0002641302762113485,0.6127976837190565,0.9927377604651137,0.7650662384465735,0.0032102281137212224,1.0
1000,0.003021323540081342,-0.020784964994286156,0.6195081723908195,0.13187644701513596,0.015543524659136557,0.6193719064611308,0.10693944020502277,0.8369105335009817,0.0046059988639873505,1.0
