milliseconds,Myc,AKT,AKTp,PI3K,GSK3B,GSK3Bp,ERK,Myc_ser62,Myc_thr58,GF
0,0.009301831300521412,0.6009458990936768,0.004506306108632416,1.0310547435272737,0.6131693957331888,0.014007419567502616,1.0287390447036604,-0.006433745231756175,0.0026098559847676692,1.0
100,-0.0020288825136500046,0.0077126966462241625,0.612513083093827,1.0366412576334274,-0.01632631424807835,0.5794697434354346,0.9898191535045715,0.08478804821998352,0.00016184481902281668,1.0
200,0.018458114524738188,-0.004884622296993015,0.5852859767644227,1.0183747743814202,0.011304398102072049,0.5670636585036155,0.9916839464196605,0.19239082474585253,-0.0026829535369963225,1.0
300,0.009488323413852619,-0.01995053161593864,0.580985895436284,1.0164340286984117,0.029090275986985367,0.6211967523609542,0.9998590533411501,0.2913699298663944,0.0031885854180503837,1.0
400,0.01434052997114776,-0.012691976715608903,0.5924513472269595,0.9661698670832691,-0.008420426492367098,0.6194382050560593,1.0299211897984588,0.37659134052994087,0.0019478088352622954,1.0
500,-0.0008809538181059062,-0.019670270850962443,0.6214247288713404,0.9641097836750934,-0.006157297056123224,0.6228116693278615,0.977979288805889,0.45337023857567954,0.0010798083151279014,1.0
600,0.005948629617355596,0.006726517355879297,0.6086956715889835,1.0286152159782842,-0.005766895121800686,0.6142845228310082,0.9770632534743293,0.5388966311723105,-0.001100824918522934,1.0
700,0.008259003102911567,-0.0026826150686701236,0.5840003827550507,0.998870193090458,0.019116954298940676,0.5679788714225689,0.9875414534381575,0.6152691067196296,0.004948385309396437,1.0
800,-0.0008448861941809209,0.01372151172794225,0.6023152063886005,0.9831854295773833,0.03247249595649573,0.6125239565705642,0.9910144829793076,0.6940862363813474,-0.002878803253677179,1.0
900,-0.00612533710143443,-0.022399017564649445,0.6131515961904167,1.0051514839549733,-0.002468183238356573,0.5879889403240393,0.9852064851683872,0.7711159285626508,-0.002217432251934687,1.0
1000,-0.005727709580776629,0.022179244539618764,0.5831174921924495,0.115437658643792,0.02467944432444896,0.6096984097885445,0.13599360412605305,0.8180600883775077,-0.0019232242701865917,1.0
1100,0.06729067080891683,0.5854536596256799,0.03373801365622553,0.08174076640786083,0.5898063693224941,-0.001798455964891512,0.11360925707006951,0.8051415442620287,0.021723973129473457,1.0
