milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_134_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP
1000,2.1276882801376215e-05,-2.326125804143868e-06,-1.3215365242302205e-06,-6.93633055692621e-06,-1.6622492290302432e-06,-7.089884735451097e-07,-3.3031488740270668e-06,0.0,0.0,0.0,0.0,0.0,3.3491743257386155e-08,0.0,0.0,0.0,-5.59952019652116e-07,0.0,4.596225437893489e-07,-1.5873585010951174e-07,0.0,0.0,-4.55442585148995e-06,-5.563584714912022e-07,0.0,-2.440658168888104e-07,6.737298042378517e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0088669367983578e-07,0.0,0.0,0.0,0.0,0.0,-2.96663987349036e-07,2e-06,2.597215106122375e-07,0.0,-5.702334815672797e-06,6.893649174950878e-14,0.0,0.0,0.0,-2.9169425192924235e-08,3.878667719404163e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,2.4068114961843265e-05,-2.69211625676078e-06,-1.5851785146114065e-06,-8.100648103340081e-06,-1.9293484429870933e-06,-8.589159698854433e-07,-3.868701998462801e-06,0.0,0.0,0.0,0.0,0.0,3.887155043865023e-08,0.0,0.0,0.0,-6.497272014296782e-07,0.0,5.023500236927653e-07,-1.852658968047716e-07,0.0,0.0,-5.2856059600719405e-06,-6.453179004908993e-07,0.0,-2.852166843243761e-07,7.62512791300582e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1708412688799198e-07,0.0,0.0,0.0,0.0,0.0,-3.4429610697619953e-07,2e-06,2.4915380994306343e-07,0.0,-6.619057968333175e-06,8.001111390508324e-14,0.0,0.0,0.0,-3.3484421704023077e-08,4.397455960735446e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,2.685934712231031e-05,-3.058106709377692e-06,-1.8488205049925924e-06,-9.26496564975395e-06,-2.196447656943943e-06,-1.0088434662257776e-06,-4.434255122898535e-06,0.0,0.0,0.0,0.0,0.0,4.42513576199143e-08,0.0,0.0,0.0,-7.395023832072407e-07,0.0,5.450775035961816e-07,-2.1179594350003156e-07,0.0,0.0,-6.01678606865393e-06,-7.342773294905961e-07,0.0,-3.263675517599418e-07,8.512957783633122e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3328156009614823e-07,0.0,0.0,0.0,0.0,0.0,-3.9192822660336313e-07,2e-06,2.385861092738893e-07,0.0,-7.535781120993553e-06,9.108573606065774e-14,0.0,0.0,0.0,-3.7799418215121885e-08,4.916244202066729e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,2.965057928277736e-05,-3.424097161994604e-06,-2.1124624953737784e-06,-1.0429283196167822e-05,-2.4635468709007935e-06,-1.158770962566112e-06,-4.999808247334266e-06,0.0,0.0,0.0,0.0,0.0,4.9631164801178364e-08,0.0,0.0,0.0,-8.292775649848029e-07,0.0,5.87804983499598e-07,-2.3832599019529142e-07,0.0,0.0,-6.747966177235917e-06,-8.232367584902933e-07,0.0,-3.6751841919550747e-07,9.400787654260421e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.494789933043044e-07,0.0,0.0,0.0,0.0,0.0,-4.395603462305267e-07,2e-06,2.2801840860471524e-07,0.0,-8.452504273653931e-06,1.021603582162322e-13,0.0,0.0,0.0,-4.2114414726220726e-08,5.4350324433980094e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,3.244181144324441e-05,-3.7900876146115155e-06,-2.3761044857549648e-06,-1.1593600742581686e-05,-2.7306460848576434e-06,-1.3086984589064464e-06,-5.56536137177e-06,0.0,0.0,0.0,0.0,0.0,5.5010971982442436e-08,0.0,0.0,0.0,-9.190527467623655e-07,0.0,6.305324634030142e-07,-2.6485603689055135e-07,0.0,0.0,-7.479146285817908e-06,-9.121961874899905e-07,0.0,-4.086692866310732e-07,1.0288617524887723e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6567642651246067e-07,0.0,0.0,0.0,0.0,0.0,-4.871924658576903e-07,2e-06,2.1745070793554117e-07,0.0,-9.369227426314309e-06,1.132349803718067e-13,0.0,0.0,0.0,-4.642941123731954e-08,5.9538206847292926e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,3.523304360371145e-05,-4.156078067228426e-06,-2.639746476136149e-06,-1.2757918288995554e-05,-2.9977452988144924e-06,-1.45862595524678e-06,-6.130914496205731e-06,0.0,0.0,0.0,0.0,0.0,6.039077916370649e-08,0.0,0.0,0.0,-1.0088279285399272e-06,0.0,6.732599433064305e-07,-2.9138608358581116e-07,0.0,0.0,-8.210326394399895e-06,-1.0011556164896873e-06,0.0,-4.498201540666387e-07,1.117644739551502e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.818738597206168e-07,0.0,0.0,0.0,0.0,0.0,-5.348245854848537e-07,2e-06,2.0688300726636713e-07,0.0,-1.0285950578974681e-05,1.2430960252738112e-13,0.0,0.0,0.0,-5.074440774841834e-08,6.472608926060573e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,3.8024275764178494e-05,-4.522068519845338e-06,-2.903388466517335e-06,-1.3922235835409422e-05,-3.2648445127713423e-06,-1.608553451587114e-06,-6.696467620641466e-06,0.0,0.0,0.0,0.0,0.0,6.577058634497055e-08,0.0,0.0,0.0,-1.0986031103174898e-06,0.0,7.159874232098469e-07,-3.179161302810711e-07,0.0,0.0,-8.941506502981885e-06,-1.0901150454893845e-06,0.0,-4.909710215022042e-07,1.2064277266142323e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98071292928773e-07,0.0,0.0,0.0,0.0,0.0,-5.824567051120175e-07,2e-06,1.9631530659719303e-07,0.0,-1.120267373163506e-05,1.3538422468295563e-13,0.0,0.0,0.0,-5.5059404259517164e-08,6.991397167391856e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,4.0815507924645534e-05,-4.88805897246225e-06,-3.1670304568985206e-06,-1.5086553381823291e-05,-3.531943726728192e-06,-1.7584809479274484e-06,-7.262020745077198e-06,0.0,0.0,0.0,0.0,0.0,7.115039352623462e-08,0.0,0.0,0.0,-1.188378292095052e-06,0.0,7.587149031132633e-07,-3.4444617697633103e-07,0.0,0.0,-9.672686611563873e-06,-1.1790744744890817e-06,0.0,-5.321218889377699e-07,1.2952107136769624e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1426872613692919e-07,0.0,0.0,0.0,0.0,0.0,-6.30088824739181e-07,2e-06,1.8574760592801893e-07,0.0,-1.2119396884295438e-05,1.464588468385301e-13,0.0,0.0,0.0,-5.937440077061599e-08,7.510185408723139e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,4.360674008511258e-05,-5.254049425079161e-06,-3.4306724472797065e-06,-1.6250870928237157e-05,-3.799042940685042e-06,-1.9084084442677826e-06,-7.827573869512931e-06,0.0,0.0,0.0,0.0,0.0,7.653020070749869e-08,0.0,0.0,0.0,-1.2781534738726142e-06,0.0,8.014423830166796e-07,-3.7097622367159094e-07,0.0,0.0,-1.0403866720145862e-05,-1.2680339034887785e-06,0.0,-5.732727563733355e-07,1.3839937007396927e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.304661593450854e-07,0.0,0.0,0.0,0.0,0.0,-6.777209443663445e-07,2e-06,1.7517990525884491e-07,0.0,-1.3036120036955816e-05,1.5753346899410456e-13,0.0,0.0,0.0,-6.368939728171481e-08,8.02897365005442e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,4.639797224557962e-05,-5.620039877696072e-06,-3.6943144376608908e-06,-1.7415188474651025e-05,-4.066142154641891e-06,-2.0583359406081165e-06,-8.393126993948663e-06,0.0,0.0,0.0,0.0,0.0,8.191000788876274e-08,0.0,0.0,0.0,-1.3679286556501765e-06,0.0,8.441698629200958e-07,-3.975062703668508e-07,0.0,0.0,-1.1135046828727849e-05,-1.3569933324884753e-06,0.0,-6.14423623808901e-07,1.4727766878024226e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4666359255324155e-07,0.0,0.0,0.0,0.0,0.0,-7.25353063993508e-07,2e-06,1.6461220458967084e-07,0.0,-1.3952843189616188e-05,1.68608091149679e-13,0.0,0.0,0.0,-6.800439379281361e-08,8.547761891385701e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,4.918920440604666e-05,-5.9860303303129826e-06,-3.957956428042076e-06,-1.857950602106489e-05,-4.33324136859874e-06,-2.20826343694845e-06,-8.958680118384394e-06,0.0,0.0,0.0,0.0,0.0,8.728981507002678e-08,0.0,0.0,0.0,-1.4577038374277384e-06,0.0,8.86897342823512e-07,-4.2403631706211055e-07,0.0,0.0,-1.1866226937309835e-05,-1.445952761488172e-06,0.0,-6.555744912444667e-07,1.5615596748651523e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.628610257613977e-07,0.0,0.0,0.0,0.0,0.0,-7.729851836206713e-07,2e-06,1.540445039204968e-07,0.0,-1.4869566342276564e-05,1.7968271330525343e-13,0.0,0.0,0.0,-7.231939030391243e-08,9.066550132716981e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,5.198043656651371e-05,-6.3520207829298945e-06,-4.221598418423262e-06,-1.974382356747876e-05,-4.600340582555591e-06,-2.3581909332887846e-06,-9.524233242820129e-06,0.0,0.0,0.0,0.0,0.0,9.266962225129087e-08,0.0,0.0,0.0,-1.547479019205301e-06,0.0,9.296248227269285e-07,-4.505663637573705e-07,0.0,0.0,-1.2597407045891825e-05,-1.5349121904878692e-06,0.0,-6.967253586800324e-07,1.6503426619278826e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.790584589695539e-07,0.0,0.0,0.0,0.0,0.0,-8.206173032478351e-07,2e-06,1.434768032513227e-07,0.0,-1.578628949493694e-05,1.9075733546082795e-13,0.0,0.0,0.0,-7.663438681501126e-08,9.585338374048265e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,5.4771668726980754e-05,-6.718011235546806e-06,-4.485240408804447e-06,-2.090814111389263e-05,-4.86743979651244e-06,-2.5081184296291185e-06,-1.008978636725586e-05,0.0,0.0,0.0,0.0,0.0,9.804942943255493e-08,0.0,0.0,0.0,-1.6372542009828632e-06,0.0,9.723523026303447e-07,-4.770964104526303e-07,0.0,0.0,-1.3328587154473815e-05,-1.6238716194875662e-06,0.0,-7.37876226115598e-07,1.7391256489906123e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9525589217771015e-07,0.0,0.0,0.0,0.0,0.0,-8.682494228749987e-07,2e-06,1.3290910258214866e-07,0.0,-1.670301264759732e-05,2.018319576164024e-13,0.0,0.0,0.0,-8.094938332611007e-08,1.0104126615379546e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,5.75629008874478e-05,-7.0840016881637175e-06,-4.748882399185634e-06,-2.2072458660306497e-05,-5.13453901046929e-06,-2.6580459259694528e-06,-1.0655339491691594e-05,0.0,0.0,0.0,0.0,0.0,1.03429236613819e-07,0.0,0.0,0.0,-1.7270293827604255e-06,0.0,1.015079782533761e-06,-5.036264571478903e-07,0.0,0.0,-1.4059767263055804e-05,-1.7128310484872632e-06,0.0,-7.790270935511637e-07,1.8279086360533426e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.114533253858663e-07,0.0,0.0,0.0,0.0,0.0,-9.158815425021623e-07,2e-06,1.2234140191297456e-07,0.0,-1.7619735800257693e-05,2.1290657977197687e-13,0.0,0.0,0.0,-8.52643798372089e-08,1.0622914856710829e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,6.035413304791485e-05,-7.4499921407806295e-06,-5.0125243895668185e-06,-2.3236776206720368e-05,-5.4016382244261396e-06,-2.807973422309787e-06,-1.1220892616127327e-05,0.0,0.0,0.0,0.0,0.0,1.0880904379508306e-07,0.0,0.0,0.0,-1.816804564537988e-06,0.0,1.0578072624371774e-06,-5.301565038431503e-07,0.0,0.0,-1.479094737163779e-05,-1.8017904774869602e-06,0.0,-8.201779609867293e-07,1.9166916231160727e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.276507585940225e-07,0.0,0.0,0.0,0.0,0.0,-9.635136621293258e-07,2e-06,1.117737012438005e-07,0.0,-1.8536458952918072e-05,2.2398120192755139e-13,0.0,0.0,0.0,-8.957937634830773e-08,1.1141703098042113e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,6.31453652083819e-05,-7.815982593397542e-06,-5.276166379948005e-06,-2.4401093753134236e-05,-5.6687374383829894e-06,-2.9579009186501213e-06,-1.178644574056306e-05,0.0,0.0,0.0,0.0,0.0,1.1418885097634713e-07,0.0,0.0,0.0,-1.90657974631555e-06,0.0,1.1005347423405938e-06,-5.566865505384102e-07,0.0,0.0,-1.5522127480219782e-05,-1.8907499064866574e-06,0.0,-8.61328828422295e-07,2.005474610178803e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4384819180217874e-07,0.0,0.0,0.0,0.0,0.0,-1.0111457817564895e-06,2e-06,1.0120600057462641e-07,0.0,-1.945318210557845e-05,2.3505582408312585e-13,0.0,0.0,0.0,-9.389437285940654e-08,1.1660491339373395e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,6.593659736884894e-05,-8.18197304601445e-06,-5.53980837032919e-06,-2.55654112995481e-05,-5.9358366523398385e-06,-3.1078284149904548e-06,-1.2351998864998791e-05,0.0,0.0,0.0,0.0,0.0,1.1956865815761119e-07,0.0,0.0,0.0,-1.9963549280931127e-06,0.0,1.14326222224401e-06,-5.8321659723367e-07,0.0,0.0,-1.6253307588801765e-05,-1.9797093354863544e-06,0.0,-9.024796958578605e-07,2.094257597241533e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.600456250103349e-07,0.0,0.0,0.0,0.0,0.0,-1.058777901383653e-06,2e-06,9.063829990545237e-08,0.0,-2.0369905258238828e-05,2.461304462387003e-13,0.0,0.0,0.0,-9.820936937050536e-08,1.2179279580704673e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,6.872782952931597e-05,-8.547963498631363e-06,-5.803450360710375e-06,-2.6729728845961968e-05,-6.2029358662966875e-06,-3.257755911330789e-06,-1.2917551989434523e-05,0.0,0.0,0.0,0.0,0.0,1.2494846533887526e-07,0.0,0.0,0.0,-2.086130109870674e-06,0.0,1.1859897021474264e-06,-6.097466439289299e-07,0.0,0.0,-1.6984487697383755e-05,-2.068668764486051e-06,0.0,-9.43630563293426e-07,2.1830405843042626e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7624305821849105e-07,0.0,0.0,0.0,0.0,0.0,-1.1064100210108161e-06,2e-06,8.007059923627831e-08,0.0,-2.12866284108992e-05,2.5720506839427473e-13,0.0,0.0,0.0,-1.0252436588160416e-07,1.2698067822035955e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,7.151906168978302e-05,-8.913953951248274e-06,-6.067092351091561e-06,-2.7894046392375836e-05,-6.470035080253537e-06,-3.4076834076711233e-06,-1.3483105113870256e-05,0.0,0.0,0.0,0.0,0.0,1.3032827252013933e-07,0.0,0.0,0.0,-2.175905291648237e-06,0.0,1.2287171820508428e-06,-6.362766906241897e-07,0.0,0.0,-1.7715667805965744e-05,-2.1576281934857484e-06,0.0,-9.847814307289918e-07,2.2718235713669928e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.924404914266473e-07,0.0,0.0,0.0,0.0,0.0,-1.15404214063798e-06,2e-06,6.950289856710423e-08,0.0,-2.2203351563559576e-05,2.682796905498492e-13,0.0,0.0,0.0,-1.06839362392703e-07,1.321685606336724e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,7.431029385025007e-05,-9.279944403865187e-06,-6.330734341472746e-06,-2.90583639387897e-05,-6.737134294210388e-06,-3.5576109040114568e-06,-1.404865823830599e-05,0.0,0.0,0.0,0.0,0.0,1.3570807970140338e-07,0.0,0.0,0.0,-2.265680473425799e-06,0.0,1.271444661954259e-06,-6.628067373194497e-07,0.0,0.0,-1.8446847914547734e-05,-2.246587622485445e-06,0.0,-1.0259322981645574e-06,2.3606065584297233e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0863792463480347e-07,0.0,0.0,0.0,0.0,0.0,-1.2016742602651436e-06,2e-06,5.893519789793014e-08,0.0,-2.3120074716219955e-05,2.793543127054237e-13,0.0,0.0,0.0,-1.1115435890380182e-07,1.3735644304698523e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
