miliseconds,CArt,CGut,AGutlumen,CLung,CVen,CRest,CLiver,CMetabolized,CKidney,CTubules
0,-1.8108211144265183e-08,1.0371824832527386e-06,0.009197010043211277,2.7607030052403757e-07,-6.646882685367932e-07,-5.336544320371018e-07,1.075775672087783e-06,-5.4370085662421244e-05,-8.350898420536957e-07,-1.471780635766016e-06
100,5.133171583777734e-05,0.0002102009792013528,0.007984421060466436,5.28403126214027e-05,5.204546556319026e-05,1.292944340870547e-05,0.0001092588592414487,5.2576581897890515e-05,3.720236809267914e-05,3.6368731092365065e-06
200,6.869423057172848e-05,0.00020627764336632814,0.006861767858530898,6.955835304730276e-05,7.109024265013945e-05,3.5262578851794435e-05,0.0001127545763662025,0.00026379814120037993,5.0872312751111694e-05,4.590414341058591e-06
300,7.913178809953156e-05,0.0001989399419320317,0.0058035458304957,8.078327282636804e-05,7.995431546956979e-05,5.593258332265407e-05,0.00011173806095572848,0.00032690339708231876,5.752869729557401e-05,7.174329839750331e-06
400,8.961852618504207e-05,0.0001923865185494343,0.005016887130884141,8.888490049581172e-05,8.88466212104524e-05,7.35925131408368e-05,0.00010917317150467619,0.0004798558107038662,6.351404957837846e-05,1.8723475500807183e-05
500,9.608395712410154e-05,0.0001836203650693173,0.004454096592430883,9.53308171583653e-05,9.628737680096293e-05,8.757035167630859e-05,0.0001055047684658817,0.0006567864724604992,6.928822434115362e-05,2.5524201374966173e-05
600,9.986727886841124e-05,0.00017594924985908704,0.003777301347733342,0.00010090573820453276,0.00010145804206112306,9.724509067465777e-05,0.0001016748510307114,0.0007416258322791557,7.240834179959476e-05,3.397535333348921e-05
700,0.00010450702082727509,0.00016995760814934687,0.003187913790680921,0.00010380403302724791,0.0001046418029407908,0.00010769916918642254,0.0001004684712747463,0.0008126808349720314,7.621957049177875e-05,3.4211892457452085e-05
800,0.00010664275796779931,0.0001634889189587103,0.002833000145812615,0.00010890641227906373,0.00010891148289727538,0.00011292623291790775,9.680154573095871e-05,0.001027924855920906,7.764671585831403e-05,4.7142027444323497e-05
900,0.00010897526892755262,0.00015909227332947695,0.0024862710020689908,0.00011064786407424594,0.00011065955787310543,0.0001179372445068869,9.481558623596989e-05,0.0010451664860852883,8.020860906827281e-05,4.8492015476701087e-05
1000,0.00011090476873400834,0.00015228167237015333,0.0021483821615631,0.00011103559128450576,0.00011207018849432792,0.00012290931709745963,9.089501237564249e-05,0.001249790866568676,8.16272302046953e-05,5.742112060869626e-05
1100,0.00011160309882765629,0.00014814586402243877,0.0017626632944049863,0.00011253391536534498,0.00011183216717577332,0.0001255805420763668,8.958141467770649e-05,0.001347369373761339,8.210798869142158e-05,6.937496930186457e-05
1200,0.00011196003917413811,0.0001450972544162784,0.001554928411520625,0.00011252623613568269,0.00011250490693033265,0.0001269888352709156,8.607572016551632e-05,0.0014486186210662996,8.07826147712258e-05,7.150120649940764e-05
1300,0.00011300655662379616,0.0001408863169886522,0.0013913728667126718,0.00011111388156647422,0.00011242719411359027,0.00012917657373511898,8.490566753841838e-05,0.001571671233317505,8.147519585010428e-05,7.902358556171193e-05
1400,0.00011054353440571204,0.00013526505484882386,0.0011489088654456337,0.0001114206155476543,0.00011010035844970451,0.0001310079257942315,8.133602056529425e-05,0.001654717088728512,8.140243005923209e-05,8.920860214177003e-05
1500,0.0001091971372191278,0.00013183596548112613,0.0009179310206857709,0.00011100487011845267,0.00010979873263755638,0.0001287687662493444,8.1139053508672e-05,0.0017653512839535287,8.07218606159395e-05,9.835997016496e-05
1600,0.00010887841396977636,0.00012801556513176285,0.0008293043511960231,0.00010933469968225396,0.00010829606774107118,0.00012993915065748622,7.867000413660246e-05,0.0017653443168691072,7.846414627897663e-05,0.00010653557384246075
1700,0.00010860822232542278,0.00012502260709701518,0.0006931749279561958,0.00010730198508323946,0.00010706904622339645,0.00012737352664887998,7.515700401498469e-05,0.0019433514437650382,7.811518270436652e-05,0.0001114590337067817
1800,0.00010606956799582022,0.00012085914486389668,0.0006040185046858644,0.00010641607803564849,0.00010617139607408985,0.00012701723856034394,7.498440887710876e-05,0.001985286734033606,7.743428301981096e-05,0.00011746327790865583
1900,0.0001029560566611008,0.0001150360716065962,0.0004305441889202054,0.00010479905465364391,0.00010328735034180314,0.00012624699783077116,7.296580600129806e-05,0.0020698553818239876,7.556672506305907e-05,0.00012860372682199278
2000,0.00010347252629149954,0.00011366459674351655,0.0004780431469528114,0.00010329333642437946,0.00010291634900882232,0.00012462526501175674,6.93810230064895e-05,0.002138499603269508,7.482832283872125e-05,0.00012989058881600617
2100,9.993296823220197e-05,0.00010691527393734765,0.0003652101221123606,0.00010000545531501439,9.911850904657839e-05,0.0001232566995261521,6.789568434651011e-05,0.0021979202150998493,7.247694294591875e-05,0.00013827153779087382
2200,9.823188708654664e-05,0.00010642986451115496,0.0002539199355400655,9.914752539979129e-05,9.716183467199237e-05,0.00011901803851992838,6.521926493894544e-05,0.002261381712727696,7.078159722140987e-05,0.00014711488806819044
2300,9.530044716364681e-05,0.00010148662951434961,0.0002511203699070431,9.596657982824348e-05,9.733771614101808e-05,0.00011780858443158031,6.504985930042129e-05,0.0023649298459556644,6.989114607814715e-05,0.00015282972393959888
2400,9.356610996155609e-05,0.00010185699245421742,0.0003196870507967265,9.351268450563975e-05,9.319012517298712e-05,0.00011507086657213768,6.13810692948335e-05,0.0024594730806152356,6.827154812025892e-05,0.00016280190543426377
2500,9.195890579557601e-05,9.829213806812956e-05,0.0002644444515937278,9.161064184583783e-05,9.241172099076258e-05,0.00011243878456381178,5.9603599740025605e-05,0.0025267475126855214,6.635002179591715e-05,0.00016316940869564797
2600,9.084651217391102e-05,9.439800036206968e-05,0.00017356425260457836,8.951819150708068e-05,8.983755815633243e-05,0.00011023356140361767,5.913348219830554e-05,0.002654930872307316,6.502881640201353e-05,0.00017306648088640842
2700,8.804037372311031e-05,8.982589021719327e-05,0.00019597429900787344,8.811236582305066e-05,8.84101282381045e-05,0.00010880146082456914,5.785159797745239e-05,0.0026872468213429,6.392029713243954e-05,0.00017554500708054488
2800,8.482877675207436e-05,8.790025224120928e-05,0.0002449251896830715,8.566278743185942e-05,8.613477338484251e-05,0.00010559302306845626,5.6232585806237e-05,0.0027946706616320924,6.177861718379173e-05,0.00018443330638747335
2900,8.303376494335168e-05,8.882755570091628e-05,2.8500889315322326e-05,8.456277751587773e-05,8.429526119213882e-05,0.00010428811144744473,5.326881015035084e-05,0.002828906102553403,6.047663204133742e-05,0.00018772274673739704
3000,8.117745890640941e-05,8.265641749533992e-05,0.00011602225247054255,8.105635857779212e-05,8.074284713752194e-05,0.00010205160787270993,5.287031522705572e-05,0.0029250168432826545,5.9108680548051964e-05,0.00019370457892203602
3100,8.029693632449072e-05,7.959302480412374e-05,0.00019519064329377196,7.835505488852742e-05,8.013297101463103e-05,9.953558435835085e-05,5.065750337821863e-05,0.002938851150935988,5.81343813075041e-05,0.00020359232570023165
3200,7.825915071929769e-05,7.991594158402662e-05,1.2026842616525622e-05,7.713293218391776e-05,7.720108480986803e-05,9.757071648949446e-05,4.9493463253734705e-05,0.003009340141292676,5.5657370342420216e-05,0.0002090545374812012
3300,7.589258647293331e-05,7.81751315400137e-05,1.188841466582796e-05,7.602273150809987e-05,7.433882871635126e-05,9.339996080782171e-05,4.867241577189649e-05,0.0030274609440161127,5.545991396460897e-05,0.00021330231231595878
3400,7.45549171113014e-05,7.577517067908106e-05,0.00011410087615869023,7.437847816886622e-05,7.472854321270264e-05,9.27950864950841e-05,4.776897801744404e-05,0.003175087780604339,5.4109181083995394e-05,0.0002232062800450884
3500,7.225925633345571e-05,7.49192812861704e-05,0.00014096841985864573,7.07796645704333e-05,7.056332178056036e-05,8.954770942602723e-05,4.747335524474081e-05,0.003169898749226906,5.274991067080194e-05,0.00022709731376724547
3600,7.086097095275327e-05,7.311579822710592e-05,-5.5264214004631905e-05,6.992578171270019e-05,7.018012902865439e-05,8.67922047900756e-05,4.434768902226157e-05,0.0032297550220801853,5.17177398573646e-05,0.00023084983415702184
3700,6.711057963388013e-05,6.799243607973264e-05,-6.195414473120205e-05,6.841694173900842e-05,6.794348790812601e-05,8.342389246749474e-05,4.504151797813797e-05,0.003226183593380169,4.955014651499394e-05,0.0002320783954235677
3800,6.728780000217462e-05,6.708374031082391e-05,-5.371542585210774e-05,6.728552771018613e-05,6.62309965324002e-05,8.364849140019176e-05,4.332869682704884e-05,0.003326111664363264,4.880671694478811e-05,0.00024248854710442523
3900,6.563381313366155e-05,6.70557992443486e-05,1.1579159044904463e-05,6.422073683085086e-05,6.455886546162546e-05,7.989150164686699e-05,4.116696337496393e-05,0.0034188553449065033,4.741817339120924e-05,0.00024148888574170244
4000,6.345659005229942e-05,6.51851841920938e-05,1.5956959082794283e-05,6.269643458060398e-05,6.30964235797417e-05,7.876736749686134e-05,4.0518172305990765e-05,0.0034879273559709468,4.5033499378396545e-05,0.0002510396523994195
4100,6.216502759518177e-05,6.15620166307012e-05,-7.027170025137851e-05,6.201895821966068e-05,6.114195334111092e-05,7.606771027418322e-05,3.8036565914311316e-05,0.003495303407607298,4.522760913586851e-05,0.0002540363707511581
4200,5.852899278548158e-05,6.115222477383141e-05,1.934815529159953e-05,6.0011851334934676e-05,6.0507420186721594e-05,7.532214635786224e-05,3.937894265804526e-05,0.0034857427421691846,4.3865883400641586e-05,0.0002550080572467349
4300,5.687873251155013e-05,5.9957275216800225e-05,6.772176296157946e-05,5.749685838679368e-05,5.877580297102535e-05,7.115326209259486e-05,3.805728461084203e-05,0.003580112038325849,4.150891836072615e-05,0.00025599276682515695
4400,5.7290811307377754e-05,5.7548166162116996e-05,1.0467677299609846e-05,5.661701767869356e-05,5.683351996435455e-05,7.10934029756019e-05,3.629159800897919e-05,0.003574898307253309,4.168757084821411e-05,0.00026701687761317535
4500,5.381959360949821e-05,5.7051641197662314e-05,2.863777548792982e-06,5.4626314520055354e-05,5.4041374236721805e-05,6.892694667261695e-05,3.5879435784807e-05,0.0036626271780972656,4.080615678412525e-05,0.00026876147966067046
4600,5.446166341616029e-05,5.294103135745793e-05,5.217845955569369e-05,5.439478852833904e-05,5.351686272060431e-05,6.77432554535328e-05,3.404156652905861e-05,0.0037370876121332686,3.9134314280362126e-05,0.0002727961703790188
4700,5.1502069534653455e-05,5.035270058283112e-05,5.784232816244777e-06,5.2420826378762243e-05,5.078837558482229e-05,6.5083195174038e-05,3.248800208525673e-05,0.0037231382275050256,3.8628749176625417e-05,0.00027066833996449184
4800,4.996334023539947e-05,5.038422726554779e-05,8.681401319919023e-05,4.967686855842285e-05,5.1705373055597e-05,6.198184200507688e-05,3.345417241986406e-05,0.0037727400420306096,3.7398468231809536e-05,0.00028090984805134977
4900,4.896015737482543e-05,5.1111663060672177e-05,6.650161364919379e-06,5.014288871192444e-05,4.8687851568136254e-05,6.151527693342695e-05,3.0291668473562517e-05,0.003800903103662019,3.5507666227442135e-05,0.00028585650399111357
5000,4.897564747608121e-05,5.014707846098185e-05,-5.532896466211623e-05,4.7472522376401455e-05,4.7572834778735955e-05,5.862666798177301e-05,2.9833696170645898e-05,0.0037944176879170792,3.518287063109134e-05,0.00028867399405679394
