milliseconds,CArt,CGut,AGutlumen,CLung,CVen,CRest,CLiver,CMetabolized,CKidney,CTubules
0,-2.4013600143328846e-07,-2.424023594195225e-06,0.009309319939001883,1.1448855229101522e-06,1.0300261135145433e-06,-5.558177417513344e-07,1.2907070915011536e-06,-4.17238027147253e-05,-4.576154752089335e-07,-3.4205977331132018e-06
100,5.0732578494964166e-05,0.00021062786124934142,0.008044858702366653,5.2020175850223075e-05,5.171039019673981e-05,1.3097585218815904e-05,0.00011099322808968604,7.495236740545736e-05,3.656301813038934e-05,7.665764228590176e-07
200,6.882930859450398e-05,0.00020998810188291582,0.006790025326848657,6.920555944490483e-05,6.992495797316728e-05,3.480626437376809e-05,0.000112687742212161,0.00016999469377830512,4.923887772621063e-05,2.545315198607003e-06
300,7.956416112653461e-05,0.00019960529594499502,0.005852200974133849,8.118579709920949e-05,8.148373719299775e-05,5.570205018934992e-05,0.0001126478854922527,0.0003296880245510027,5.7824523131518e-05,1.040015154720991e-05
400,8.892696438981315e-05,0.00019342264312234981,0.005177226522816182,8.901287356330068e-05,8.81717877027127e-05,7.226843416636395e-05,0.00010816960788334887,0.0004664117258798527,6.391045101370493e-05,1.9537836951593537e-05
500,9.472466787649613e-05,0.00018360318102751328,0.0044443555325946295,9.449850486730598e-05,9.66087106830868e-05,8.580089443082686e-05,0.0001044238168840691,0.0005702036408124025,6.934390949070211e-05,2.48280557685689e-05
600,9.97554887771961e-05,0.00017616968564929255,0.0038006528189702474,0.00010057834195923041,0.00010101011999966827,9.64636216645953e-05,0.00010252413272087433,0.0007206951433375471,7.392681401303522e-05,2.897640749816922e-05
700,0.000104449213596442,0.00017070774831999357,0.0032907171173379825,0.00010585712097285391,0.00010439698523082658,0.00010745176592804347,9.943196229655222e-05,0.0008785030404270272,7.620486109597288e-05,3.596824962539782e-05
800,0.00010881450710277444,0.00016626654395155826,0.0028582469624448105,0.00010843565453820944,0.00010733570899144567,0.00011489616200391281,9.68967199059171e-05,0.0009792860779984619,7.776662080090837e-05,4.418807179738222e-05
900,0.00010869593024628776,0.0001599744060143991,0.0024472177850870065,0.00011113733991467601,0.0001104439119093848,0.00011793954183026532,9.507595319706332e-05,0.0011368664387786372,8.051362951994089e-05,4.886338701529326e-05
