milliseconds,CArt,CGut,AGutlumen,CLung,CVen,CRest,CLiver,CMetabolized,CKidney,CTubules
1100,0.00011280524745474033,0.00014668758544960953,0.0018192993701946138,0.00011304982546771397,0.00011084201200543496,0.0001269528876403798,8.923698966414425e-05,0.0013131833540557206,8.06955217606958e-05,7.138725242373709e-05
1200,0.00011303552718153511,0.00014421914813322965,0.0016070778005583665,0.00011211073299863105,0.00011270938074636695,0.00012715624021456345,8.699928709616001e-05,0.001434285859438052,8.077554830649924e-05,7.717166181157859e-05
1300,0.0001127294020391951,0.000140105128027141,0.001270264647195803,0.00011152604450571396,0.0001115944689162535,0.00013063147981217887,8.488271798407674e-05,0.0014955972051443557,8.177199281284244e-05,7.990576035466279e-05
1400,0.00011034068492493627,0.0001348152226373532,0.0010283173386970248,0.00011125970071172267,0.0001108047620727046,0.00012995258699683422,8.348710285684385e-05,0.0016118649088659293,8.111996825599846e-05,9.110125913010521e-05
1500,0.0001112306633900914,0.00013223910307581292,0.0009569249052754089,0.00011017374605380014,0.00011086623501711065,0.00012885753319037232,7.903870272393885e-05,0.0017448014332382658,8.092628591499555e-05,9.498576876864668e-05
1600,0.0001087631331443321,0.00012696080348227235,0.000806711770022037,0.00010978116388469675,0.00010788828760666161,0.00013040300166344091,7.706635633906856e-05,0.001789537046206109,7.882956458118093e-05,0.00010104799519015345
1700,0.00010799638838877103,0.00012233023447296392,0.000750065824382469,0.00010792115563163583,0.0001079838812458614,0.000129468080398416,7.570982951828904e-05,0.0018811718068179638,7.757238301251126e-05,0.00011083632294522772
1800,0.00010521009220422921,0.00011788921418209102,0.0005488989434350759,0.00010526159715150466,0.00010570578449128951,0.00012614721247376637,7.311102457298328e-05,0.001959981415460383,7.645750743117492e-05,0.00012093441037465238
1900,0.00010356170897120576,0.00011505833832260651,0.0005826362084368529,0.00010328242874251765,0.0001037809686540925,0.000125335752146098,7.268724292191447e-05,0.0020702416342778716,7.644977311878846e-05,0.00012996300144687244
2000,0.0001011536952828147,0.00011082626035064425,0.00038972808945335113,0.00010233154921769871,0.00010198459157000673,0.0001237533752345476,7.055690183236186e-05,0.0021266871780637603,7.533158400104781e-05,0.00013138921495973232
2100,9.987419933730401e-05,0.00010731035845120756,0.00031246900890526477,0.00010066620532965272,0.00010028957557247549,0.0001224692091745335,6.779388545744342e-05,0.0022788523076533963,7.334419795326776e-05,0.00013869462260755402
2200,9.772624659133242e-05,0.00010503225884192937,0.0003480712893931415,9.82998020945611e-05,9.893207334903706e-05,0.00012126098120076349,6.704720579898409e-05,0.0023381429985023733,7.233454080852225e-05,0.0001446849033183035
2300,9.532523233976144e-05,0.00010135260288814608,0.0003818370747887892,9.586462952197321e-05,9.611536800086472e-05,0.00011893755849522828,6.451958784963106e-05,0.002443994206083249,6.938393964033322e-05,0.00015196208730165623
2400,9.526415210895717e-05,9.876121132225055e-05,0.0002969709826072301,9.511506273481375e-05,9.350700476694389e-05,0.00011504504807927615,6.382645537872807e-05,0.0024216879232094144,6.882990430407036e-05,0.00016209704632280309
2500,9.216673579503293e-05,9.681637055055995e-05,0.0003266855152302586,9.126408168066985e-05,9.100878185608405e-05,0.000112903020648746,6.083961352188396e-05,0.0024958604382752294,6.698019132079915e-05,0.0001700606750164493
2600,9.055643070166367e-05,9.437407952786433e-05,0.00016434186197412313,8.908843999173361e-05,9.053420530083227e-05,0.0001099263668766929,5.900812217249261e-05,0.002573403540772472,6.466674426858335e-05,0.0001766774552258154
2700,8.904124540741038e-05,9.307728856517122e-05,0.00025346332581748605,8.741124976637109e-05,8.855055918224246e-05,0.00010772165660070376,5.760445176567622e-05,0.002675443920481295,6.447206222599114e-05,0.0001810460370668367
2800,8.61409209790615e-05,9.084239372672267e-05,8.083514457332989e-05,8.553828970771906e-05,8.444676704653e-05,0.00010497232144520557,5.700613113223071e-05,0.0028060442294249493,6.329917095499938e-05,0.0001889722261323797
2900,8.425388112740358e-05,8.447488624374752e-05,0.0001665889808971448,8.380945818779348e-05,8.323940827577549e-05,0.0001036480805903389,5.4386938913766306e-05,0.002852154151519666,6.082873147573986e-05,0.00019172268432401596
3000,8.159763140886595e-05,8.585210351345732e-05,2.6047674598214058e-05,8.271247696339634e-05,8.252091851717793e-05,9.970389620732672e-05,5.3114788061314684e-05,0.002831523737538445,5.8976349692488595e-05,0.0001966402779402024
3100,8.044063587264414e-05,8.277880998095924e-05,-1.336318951544476e-05,7.871866389503132e-05,7.863411099661337e-05,9.834971707639955e-05,5.2457190048840525e-05,0.0029501955810633316,5.822526141481594e-05,0.00020418748646098593
3200,7.822031138988018e-05,7.917130888645033e-05,0.00010230790622228129,7.637844821629358e-05,7.672650339512938e-05,9.626612913315038e-05,4.961448494355378e-05,0.0029717507095911523,5.615033044606567e-05,0.00020440774064569604
3300,7.631715202241376e-05,7.51845715223705e-05,0.00011528294974452808,7.604964570173519e-05,7.508344578584198e-05,9.430953674882703e-05,4.7843135867751914e-05,0.0031067706962282855,5.463272782787541e-05,0.00021179116777914224
3400,7.396580199542638e-05,7.483385182965742e-05,4.964635137666754e-05,7.337302877103352e-05,7.257967312733754e-05,9.07218713276003e-05,4.797730760807799e-05,0.003115430612227882,5.3602135878307906e-05,0.00021831106983651076
3500,7.05726977242211e-05,7.394156855394359e-05,6.85078405762864e-05,7.207936670208082e-05,7.208414916741626e-05,8.91489098736885e-05,4.5323980093472295e-05,0.003231536414604374,5.239519636511059e-05,0.00022178985049134642
3600,6.948409062734401e-05,7.310217655201708e-05,-2.4384629609402837e-05,7.009792908488133e-05,6.987014960893621e-05,8.743447554242295e-05,4.384834340170562e-05,0.0031762724454874615,5.0995167709763735e-05,0.0002284274582008268
3700,6.907222615181888e-05,6.749609272959239e-05,6.405662234972895e-05,6.838052945534882e-05,6.844657235820738e-05,8.585134440909514e-05,4.323306285032072e-05,0.0032552954461211136,4.993898279018722e-05,0.00023764656298287513
3800,6.529219480041951e-05,6.963952330667789e-05,6.248929180962887e-05,6.627864388898124e-05,6.645061592551349e-05,8.28908641700755e-05,4.358376558228695e-05,0.0033832273979300456,4.911097950693065e-05,0.00023896740002721156
3900,6.345589606567317e-05,6.500645039770724e-05,1.9228041875054225e-06,6.364203634606958e-05,6.497087347646538e-05,7.964486765874583e-05,4.25106207913519e-05,0.00340726558382238,4.7024502830253044e-05,0.00024181359229124823
4000,6.174379777887591e-05,6.591882379796431e-05,6.295274850917173e-05,6.272610618387675e-05,6.369343799130523e-05,7.932015159798925e-05,3.89578288982259e-05,0.0034377595701085865,4.618308915291112e-05,0.00024352842351094367
4100,6.043344551938296e-05,6.206835394982465e-05,0.00012632146378410833,6.112881549587123e-05,6.120132458239388e-05,7.748716564402723e-05,3.972092404239463e-05,0.003434562427020893,4.4385369744350726e-05,0.00025215479690169707
4200,5.8451021198295255e-05,6.173145477233142e-05,5.221828104119121e-06,5.9541336443517636e-05,5.8330613731031517e-05,7.311871580817512e-05,3.888823419919268e-05,0.0034853650196727507,4.2891457732263916e-05,0.00025951762831119524
4300,5.823973349682728e-05,5.8460218723276334e-05,-8.356107128043558e-05,5.7362998981044816e-05,5.7052927148908695e-05,7.295685543017117e-05,3.749631538897465e-05,0.003622340366700979,4.1943760174726485e-05,0.0002586619947854705
4400,5.650699664754338e-05,5.77879726356045e-05,0.00011840252760479963,5.705899359119116e-05,5.655296363603439e-05,7.092715091182082e-05,3.605393045931596e-05,0.003597523359601745,4.020516935022864e-05,0.00026401502411361815
4500,5.475926083412742e-05,5.719874422323865e-05,0.00010219026321364262,5.489371367444214e-05,5.565832490739351e-05,6.811313027161566e-05,3.4162236457900666e-05,0.003600680004287613,3.939618577808097e-05,0.0002667333874403525
4600,5.402446635666655e-05,5.247624438050477e-05,-2.079568031286503e-05,5.447784288855439e-05,5.3537962364744616e-05,6.70529640662395e-05,3.484752094864718e-05,0.0037153583448428754,3.9366326059446426e-05,0.0002666852145992578
4700,5.290532360937633e-05,5.353186987165571e-05,-5.09863236477312e-05,5.266408449264856e-05,5.300468622804131e-05,6.551769329806872e-05,3.228605501437607e-05,0.0036918006235311268,3.8603670776875135e-05,0.00027077049425927233
4800,5.0724649278587855e-05,4.9013419818421644e-05,-9.475077793556514e-05,5.091360191528719e-05,4.9584289989294606e-05,6.361407814554259e-05,3.165134535094487e-05,0.003733767433758143,3.6033642645511824e-05,0.00027412331234226797
4900,4.9705796178520545e-05,4.739266303253345e-05,4.475446046475855e-05,4.923590449859701e-05,4.845474409200468e-05,6.049869077309757e-05,3.0176102461506805e-05,0.0037985433426557078,3.552542949460368e-05,0.00028349061557872386
5000,4.765069136974588e-05,4.96303171610953e-05,-5.964624755969812e-05,4.8842335783665376e-05,4.8150141145339785e-05,6.094836519521468e-05,3.10216850772368e-05,0.003817967292115661,3.422051064782186e-05,0.0002820885866604894
