milliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA,b_TrCP
0,199.99999998792342,2.4546776371650532e-26,2.7893795361953827e-25,1.1970310965179522e-28,2.506629175882694,1.387610155236907e-26,59.20956589146301,0.31550547924599004,2.2957667766439585,3.435730955524236,0.07887636981179987,0.0028697084708514276,0.002869708470851441,4.7828474514247095,0.002869708470851328,0.0001
100,199.99999998792816,1.905960869700245e-26,2.790689141312505e-25,1.6061034294172993e-28,2.5066291758827113,1.9107836590695635e-26,59.209565891463,0.315505479245989,2.295766776643752,3.435730955524317,0.07887636981179723,0.002869708470851201,0.0028697084708512563,4.782847451424729,0.0028697084708513483,0.0001
200,199.99999998791944,1.5779326145578e-26,2.7858452666410563e-25,1.9110391461296373e-28,2.5066291758827335,2.226973011333842e-26,59.20956589146302,0.31550547924598793,2.2957667766437257,3.4357309555243107,0.07887636981179628,0.002869708470851262,0.0028697084708510217,4.782847451424739,0.0028697084708511223,0.0001
300,199.9999999879383,1.2506305552415003e-26,2.7846744867596506e-25,2.177439473826265e-28,2.506629175882742,2.6178807168471475e-26,59.20956589146305,0.31550547924598804,2.295766776643702,3.4357309555243245,0.07887636981179455,0.0028697084708509592,0.00286970847085095,4.782847451424696,0.002869708470851142,0.0001
400,199.99999998795363,9.190731923691175e-27,2.7814795570422532e-25,2.3596635724518656e-28,2.5066291758827464,2.821155289104167e-26,59.209565891463065,0.31550547924598654,2.29576677664354,3.435730955524431,0.07887636981179501,0.0028697084708508,0.002869708470850977,4.782847451424666,0.002869708470850969,0.0001
500,199.9999999879672,9.483325749543683e-27,2.7847355987697427e-25,2.4507158376114618e-28,2.5066291758827624,2.899202040142194e-26,59.20956589146307,0.31550547924598593,2.2957667766434393,3.435730955524524,0.0788763698117931,0.0028697084708508443,0.0028697084708509276,4.782847451424696,0.002869708470850839,0.0001
600,199.99999998797574,8.624193716552696e-27,2.7784107441763875e-25,2.4523014815619675e-28,2.5066291758827743,2.867698648636376e-26,59.20956589146311,0.3155054792459851,2.2957667766434815,3.435730955524613,0.07887636981179245,0.002869708470850681,0.002869708470850825,4.78284745142468,0.0028697084708506656,0.0001
700,199.99999998798066,8.959104514644824e-27,2.779969282002717e-25,2.462170850080748e-28,2.506629175882776,2.890761430633466e-26,59.209565891463114,0.31550547924598515,2.2957667766433887,3.4357309555246696,0.07887636981179044,0.0028697084708506934,0.0028697084708506674,4.782847451424615,0.00286970847085058,0.0001
800,199.99999998799038,8.76004579622149e-27,2.7736335202979362e-25,2.4642658122841915e-28,2.506629175882781,2.9472394617499344e-26,59.20956589146313,0.31550547924598416,2.2957667766432848,3.435730955524667,0.07887636981179016,0.0028697084708505685,0.0028697084708505963,4.7828474514245745,0.002869708470850391,0.0001
900,199.99999998798947,8.655430180918981e-27,2.7727603989593276e-25,2.4628434114114028e-28,2.506629175882792,2.956843108295363e-26,59.20956589146314,0.3155054792459839,2.2957667766432004,3.435730955524833,0.07887636981178761,0.0028697084708502875,0.0028697084708502554,4.782847451424583,0.0028697084708504445,0.0001
