milliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA,b_TrCP
0,199.99999998790537,2.4360604048838574e-26,2.7881492480413164e-25,1.1950207998701694e-28,2.506629175882698,1.433946056016838e-26,59.209565891463015,0.31550547924599043,2.2957667766438474,3.435730955524218,0.07887636981180039,0.0028697084708512763,0.0028697084708513426,4.782847451424767,0.0028697084708514567,0.0001
100,199.99999998791262,1.9563414367358398e-26,2.7856405779726803e-25,1.6282675817163746e-28,2.506629175882711,1.8854253088409838e-26,59.20956589146302,0.3155054792459894,2.2957667766439505,3.4357309555242574,0.0788763698117965,0.0028697084708512567,0.002869708470851155,4.782847451424713,0.002869708470851227,0.0001
200,199.99999998793308,1.5356237129005309e-26,2.7883295459143038e-25,1.8606437017990422e-28,2.5066291758827317,2.2652166379491267e-26,59.20956589146306,0.3155054792459883,2.295766776643774,3.4357309555243942,0.0788763698117965,0.002869708470851059,0.00286970847085105,4.78284745142474,0.0028697084708512004,0.0001
300,199.99999998795272,1.277934915662057e-26,2.7849888844272487e-25,2.169249345609654e-28,2.5066291758827375,2.5611208524231362e-26,59.209565891463065,0.31550547924598754,2.2957667766436343,3.4357309555243973,0.07887636981179429,0.0028697084708511535,0.0028697084708508534,4.782847451424697,0.002869708470850897,0.0001
400,199.99999998795178,9.275258791156713e-27,2.7814289752112847e-25,2.4278579428137643e-28,2.50662917588275,2.858358819769045e-26,59.20956589146308,0.31550547924598693,2.295766776643597,3.435730955524465,0.07887636981179327,0.002869708470850895,0.0028697084708508994,4.782847451424704,0.0028697084708509115,0.0001
500,199.99999998796298,9.342947381574601e-27,2.779666632560432e-25,2.4003452904761174e-28,2.506629175882757,2.903979190796887e-26,59.209565891463086,0.31550547924598576,2.2957667766435232,3.43573095552449,0.07887636981179402,0.0028697084708506544,0.002869708470850731,4.7828474514247015,0.002869708470850876,0.0001
600,199.99999998796332,9.462553843815849e-27,2.777699481645974e-25,2.418524786022033e-28,2.5066291758827592,2.906541967317006e-26,59.209565891463114,0.3155054792459852,2.2957667766433603,3.4357309555246855,0.07887636981179129,0.002869708470850785,0.0028697084708506873,4.782847451424666,0.0028697084708508196,0.0001
700,199.99999998797483,9.056709390268602e-27,2.775858187342716e-25,2.4876060971202994e-28,2.506629175882773,2.9497413292914667e-26,59.20956589146312,0.315505479245985,2.2957667766433523,3.4357309555246016,0.07887636981179108,0.002869708470850535,0.002869708470850585,4.782847451424642,0.002869708470850477,0.0001
800,199.99999998799376,8.543194630914045e-27,2.7753667889649837e-25,2.4645613477906635e-28,2.506629175882777,2.919704335978734e-26,59.209565891463136,0.31550547924598443,2.2957667766432373,3.435730955524702,0.07887636981178879,0.00286970847085037,0.0028697084708504727,4.7828474514245745,0.0028697084708504245,0.0001
900,199.99999998799203,7.857133179855548e-27,2.771797860337454e-25,2.519413396843444e-28,2.5066291758827943,2.9394574855083737e-26,59.20956589146314,0.31550547924598377,2.2957667766432643,3.4357309555247726,0.07887636981179008,0.002869708470850437,0.002869708470850302,4.782847451424601,0.002869708470850411,0.0001
1000,199.99999998800172,8.161000010041477e-27,2.7736866809018573e-25,2.5364860020886806e-28,2.506629175882802,2.963093502062305e-26,59.20956589146318,0.3155054792459832,2.295766776643075,3.4357309555248716,0.07887636981178739,0.0028697084708501344,0.0028697084708502163,4.782847451424588,0.002869708470850279,0.0001
1100,199.9999999880061,7.600224283625149e-27,2.7687814851563777e-25,2.513556950949561e-28,2.506629175882809,2.991644428816743e-26,59.2095658914632,0.3155054792459835,2.295766776643132,3.435730955524946,0.07887636981178567,0.0028697084708500828,0.0028697084708502077,4.782847451424535,0.0028697084708501834,0.0001
1200,199.99999998802153,7.945294833670702e-27,2.767604459149055e-25,2.560468900562497e-28,2.5066291758828094,3.06452483963713e-26,59.20956589146322,0.3155054792459823,2.2957667766428895,3.435730955525028,0.07887636981178467,0.0028697084708500073,0.0028697084708498794,4.782847451424535,0.002869708470850114,0.0001
1300,199.99999998803077,7.470611573942582e-27,2.7637693857430932e-25,2.5849711896761727e-28,2.5066291758828134,3.03293542578424e-26,59.20956589146322,0.3155054792459821,2.29576677664295,3.4357309555251225,0.0788763698117844,0.002869708470849887,0.0028697084708497484,4.782847451424496,0.0028697084708497974,0.0001
1400,199.99999998804861,6.612600743333816e-27,2.7650339425536067e-25,2.644581930717969e-28,2.5066291758828156,3.09138057314397e-26,59.20956589146326,0.31550547924598177,2.2957667766428336,3.4357309555251323,0.07887636981178256,0.0028697084708497723,0.002869708470849866,4.782847451424436,0.002869708470849893,0.0001
