miliseconds,OCT4,SOX2,NANOG,OCT4_SOX2,Protein
0,0.059256864111160525,-0.010894844331627707,0.010036930838458098,0.09642496775685641,0.0019289704049736537
100,0.8810855770786803,1.0048609844630352,0.009098890654757988,0.055015068256175394,0.0018158659781135865
200,1.772645317790584,1.8634502677000513,0.008247030461527093,0.04233518424035995,0.00213103797626049
300,2.513894288075326,2.4812165406780555,0.007496428266695539,0.04093712984641284,-8.450625377053587e-05
400,3.184485593870351,3.2611976383372,0.006785838313543046,0.05672566459008082,0.004572823478052588
500,3.8321272149818926,3.81340073282731,0.006241609000577525,0.09030325233812125,0.005080139817075218
600,4.273875702631262,4.3245253306560425,0.005626312988453129,0.12414444066187653,0.005525778765355837
700,4.679737043926837,4.795070471310707,0.005177286568834187,0.1532315334905227,0.003223554702204101
800,5.15352919007817,5.013207527637653,0.004786514318570184,0.1794898145263722,0.0068975696742745495
900,5.3483161882812515,5.474920995984059,0.004461583703924903,0.2272786882036189,0.007447999216325952
1000,5.7332914527022405,5.68672125367537,0.004189471125603026,0.2542273069259052,0.008808260825923609
1100,5.9884792962917075,5.928223554803656,0.00402343094268458,0.28721446761186076,0.01748385558083403
1200,6.1132477984838145,6.213103251405707,0.0037610004957227164,0.3164802026145498,0.015495793623398618
1300,6.360577887820845,6.375594221120124,0.0035644895625482446,0.34514495237830917,0.018684269071204143
1400,6.371250508515048,6.4945481694624325,0.003435769529410143,0.3635144799924961,0.02627889679262212
1500,6.56949416208221,6.577548825836364,0.0033729861533445434,0.38870131871944497,0.027119613127643757
1600,6.6947376968034105,6.637121785532253,0.0032022761053164756,0.41094639050354637,0.029432385110777674
1700,6.72114488985716,6.698084745546876,0.0031249136588844643,0.42580520056864385,0.038630317578161745
1800,6.864124995775517,6.88297855264388,0.0031126358700416844,0.44871906969164316,0.042361711858706526
1900,6.956303706336462,6.841065638795179,0.0029863665640219466,0.45195678222333774,0.04423916298201178
2000,7.01438051648183,6.930638134190901,0.0028682873162732296,0.4601494490773363,0.04894988691181982
2100,6.959330344788416,7.059783004239722,0.0029867209648637588,0.47205512603668454,0.051965158259215126
2200,7.048452477565566,7.11552150767915,0.0029543753335250613,0.47491877680350497,0.059795446431472596
2300,7.161505449084021,7.055404918753724,0.0028777345313668154,0.4827477556429836,0.06567927752718979
2400,7.157598725984816,7.127143321796413,0.0029399600260159825,0.4910678411890712,0.07011544388057747
2500,7.151962343659631,7.154487600341774,0.002818070249466304,0.4963189122070573,0.07517804680727118
2600,7.0797477127096045,7.162591786340269,0.0028382442094759502,0.5027682019993345,0.08055181574802889
2700,7.2249938397951725,7.133619460446155,0.002803221669566506,0.5135179297132398,0.08630497259810314
2800,7.155417651897668,7.258635272035778,0.0028792778783851614,0.504926527322991,0.0916451732428097
2900,7.227771988224077,7.1847535601767785,0.0028537880937533925,0.5202608832630037,0.0920444525231521
3000,7.247356719972371,7.121605162500951,0.0027499935126181086,0.5227822192979915,0.09887669097022513
3100,7.155668877286038,7.189585496346173,0.0027590823272959507,0.5199768812432215,0.10402522474836606
3200,7.159513060257485,7.210760895495996,0.002814216144372548,0.5158605401394266,0.11018857930069093
3300,7.205492908444272,7.166339468895613,0.0027423323289264834,0.52308398174588,0.11469188800640524
3400,7.157289096177182,7.31413449936316,0.002912015435284826,0.518061261737954,0.11834619455845072
3500,7.209980507277256,7.253576000752947,0.002753572513743226,0.5297107002418505,0.1262054918370875
3600,7.165023101012436,7.281084958621506,0.002781092242171662,0.519987171502539,0.12962825009379167
3700,7.250190533964319,7.273375377044972,0.002900510954017236,0.5230618329593147,0.13508933269878573
3800,7.201866718944195,7.17936845191824,0.002803849688317828,0.5298193690499552,0.1407129770280523
3900,7.276774751315996,7.300624025109301,0.0027623135843705786,0.5205387512530908,0.14416700988181197
4000,7.253978208489427,7.195647911228066,0.002878524950439084,0.5217821921593756,0.15236235846222163
4100,7.246029139114316,7.209203456124132,0.002889707337011696,0.5200600346654769,0.15194122759546064
4200,7.3061962483010525,7.305878763838891,0.0027814385438963097,0.5247954857415614,0.16163953126468658
4300,7.165126325073569,7.222861745585963,0.0028479954201762873,0.5279192254487536,0.16308278925039868
4400,7.1742426774549415,7.236019835084921,0.00292347240975928,0.523431379405065,0.1723104921021968
4500,7.194196994924732,7.306787652090389,0.0029327468554118065,0.5338030055386188,0.17253479372149452
4600,7.260557335251662,7.2931191908605735,0.0028740327689846397,0.5309056516890424,0.17701928290370367
4700,7.312496744049807,7.302809460265596,0.0028646903883964847,0.5213679817166088,0.18672846597021878
4800,7.252594064761544,7.285843052295222,0.0028565419698533307,0.5320118318534447,0.19058031163029895
4900,7.269352330202907,7.309061849441305,0.0028773877254982053,0.532046239308776,0.19732869955206472
5000,7.1709475459207415,7.169097915147421,0.0028974527087455844,0.5201149560233472,0.20180557007771735
