milliseconds,s46,s32,s42,s40,s33,s39,s114,s155,s172,s173,s185,s84,s165,s109,s87,s119,s183,s178,TAT_PROT,Ligand2,PXRprot_Ligand2,CYPgene_PXRprot_Ligand2,DEX,GRprot_DEX,PXRprot_DEX,CYPgene_PXRprot_DEX,PXRgene_GRprot_DEX,GRgene_GRprot_DEX,TATgene_GRprot_DEX,s2,CBG,CBG_CortOUT,Alb,Alb_CortOUT
0,0.7803235086572191,0.007000996136165236,99.8561224716687,0.5011358409242522,0.0008000282843671864,46.931646868624306,1.1369650081829321,0.8253636435304371,103.98974584529358,0.07053295374753121,0.09993146249463698,0.3289181317702623,0.00024408617060833797,0.04987572260287463,32.1663625005222,0.009962656610502168,0.02011892682394052,0.8104705303165394,0.46317248026675234,100.00683107990581,0.0057534405015215615,-0.008187458956156924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007610761702348171,549.9870342811579,0.05306133038274296,60000.01713905819,0.0013590249158368325
100,0.7311619538732966,0.0070010440664555465,98.10019249278628,0.5635173525773349,0.0007999039579973648,79.27928414232696,0.04337154629280751,0.009952609084949382,104.01176212893412,0.07418839744744896,0.09982239588056513,0.26621087216747646,0.009909071137602516,0.09924037424145489,0.286280588187834,0.0005287591376641645,0.06836571705023603,0.7616444289431079,0.4614708515896954,98.21458697682995,0.9566545698044779,0.8008581600572463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05216520027372896,543.6871776671561,6.410379092945723,59999.81021503444,0.20845530067475143
200,0.737541281411402,0.007003208677634819,98.07889333234284,0.583899643204313,0.0007999051804859408,79.48040920896712,0.049001767185353054,0.018441292520898128,103.99927960924299,0.0795752200478791,0.09853448407941902,0.24572351058544803,0.009007372169116516,0.09335593490673802,0.2907274837415673,0.0005732582257541531,0.06375350549257604,0.7660481302180423,0.46853586235158906,98.23565530257706,0.9697053950351303,0.8063811839428537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05273249683490337,543.6456029395805,6.350430828043639,59999.80740307203,0.20783490286281578
300,0.7375346746741761,0.007002706586714758,98.0393601703557,0.5842951976656452,0.0007998809640028307,79.03766670300315,0.05141670135328743,0.00559146461606339,104.0070313198272,0.08566210714522647,0.09827379912919272,0.2445265440054308,0.00813060926399312,0.0932818792760848,0.013086506760288441,0.0004341773336262308,0.06375304712757433,0.7653446235568244,0.4699056707805368,98.22495293555271,0.9649945922244645,0.8033876629947507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05200281294212222,543.6409795930872,6.383766791159163,59999.80724387436,0.21034124086163028
400,0.7369176212213875,0.007003345159231322,98.08099810958929,0.5832696195922988,0.0007998850390647382,79.41392060805805,0.060638340804755345,0.004451090996320304,104.05730793742023,0.09026707116034939,0.09757200030900809,0.24581013704817606,0.00741149853739316,0.09267481274324631,0.39408604342512266,0.00041156128038897285,0.06379548894247176,0.7657869733369911,0.4744521732607454,98.23268356816995,0.9738222153418694,0.8068494134984868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052993622981833334,543.6834412783141,6.328336559628763,59999.80604067571,0.21388877009850127
500,0.7364777694291179,0.00700428416077409,98.01334361579019,0.5847209698922247,0.0007998040551074657,78.95965360298808,0.03987919500658049,0.0048106244456055085,104.06172361056755,0.09733581835743137,0.09731364139170152,0.2457293019930418,0.006682447627383856,0.09285579580135087,0.605701021987571,0.0006249496729455439,0.06440168763717853,0.7661178835057613,0.48337833315865364,98.24770794953879,0.9646998434604885,0.7984202400285125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053553637151970944,543.6254143691758,6.44053733885991,59999.80753424052,0.21294821239208606
600,0.7368752281289908,0.007005678949528066,97.99422082936442,0.584075359357098,0.0007998384506742758,79.3178156313919,0.06835027892639878,0.017608899261914168,104.01374967911822,0.10177034875252583,0.0965923165517215,0.24681318021829834,0.006194653056109809,0.09258898065459306,0.03758706105008858,0.0004696493096020286,0.0645249579541347,0.7650172687775986,0.4885383912702364,98.24485213725502,0.961568391022786,0.8076983228390144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053495110945585546,543.5736704830467,6.379017792204923,59999.80360891837,0.21016071881577925
700,0.736628882100031,0.007006291361720516,98.01830675102697,0.5835705597266247,0.0007998124089997823,79.09933325636939,0.06509235926344727,0.0057310722662784405,104.0517588707218,0.09926853710420872,0.09597543432199448,0.247398655629843,0.00551369050426953,0.09323137308165491,0.38773543871033855,0.00040622671463614105,0.06423453929313053,0.7648573360006882,0.4917320913792933,98.22127980326471,0.9707012994572665,0.7994357189752641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05289621025877331,543.5436582877568,6.482985876345531,59999.80354003152,0.2128160183199209
800,0.7363315883931717,0.007007975414075299,97.92669368957161,0.5831698102661808,0.0007997419392766344,79.40418976917873,0.06234876472767912,0.0059932547418214965,104.055324222345,0.1015031877686532,0.09627431895422911,0.2469386499169613,0.005102171392729105,0.09360112235511257,0.8260265347307889,0.0005849639790623013,0.06445803886477701,0.7659003130442311,0.4969777879782827,98.22265164556589,0.9653050065476547,0.8098067393697818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05290388005655253,543.6263106997002,6.423585354139228,59999.80283532544,0.20894020507536776
900,0.7369611749535875,0.0070079257860570865,97.95997839735372,0.584384219665702,0.0007997209481024823,78.825030907296,0.04700175222909337,0.016203310791877017,104.1006459896119,0.11285746143275868,0.09591002048032772,0.24550733401995462,0.004557397879225835,0.09377316190751944,0.6107216766783438,0.0005858303802053107,0.06427474639222015,0.7650528831645088,0.5017560503314803,98.22328876272512,0.9487546246018235,0.8119194457992979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052327471178236024,543.5063664193468,6.4451982447990215,59999.805469608466,0.2102872711911145
