milliseconds,D,N,v
0,2.3745619577906623,0.06527691833985738,308.3289614948517
100,2.363958309278169,0.08710653326522368,299.26238876465277
200,2.2729734896059655,0.13314740273401487,291.5194610086127
300,2.337706114937776,0.13843712476694603,346.87321196280885
400,2.274523479050228,0.17178492230287823,282.61868506198715
500,2.2380199958558133,0.1657882265320248,311.40534892753067
600,2.238730385179129,0.1727787971032502,338.9596953599103
700,2.265531364995863,0.22146706851641074,316.5233861839278
800,2.2088988935778917,0.22506161600431301,316.57053896739075
900,2.2187745193217405,0.2193063401754747,336.3546953273093
1000,2.2597989840171717,0.26056671261660647,280.0441390885766
1100,2.222762028129885,0.2547104320908726,333.9763607474686
1200,2.176743369848636,0.27130880720049727,333.9722362300774
1300,2.175415266660095,0.2980703927275862,360.0724107250301
1400,2.2367844504617707,0.290771952537429,380.8102670717887
1500,2.2144126798262724,0.3015887471934936,343.4410974710667
1600,2.17210576365978,0.31376718002659165,316.1142783383349
1700,2.216946175721877,0.3265720052701738,328.2411271649366
1800,2.1897114972750487,0.33797465122925996,335.1065500167755
1900,2.240215109707904,0.3697412530117125,340.1748514728167
2000,2.2193200613169464,0.3943244958401306,388.5112823532733
2100,2.1952928633311433,0.37956566384644913,373.3595993323952
2200,2.2342293683859844,0.4060888675698478,402.70470245917727
2300,2.2303761834378704,0.42677975657591455,415.68812026918465
2400,2.2039172979415427,0.4294777776295993,383.46452150010913
2500,2.26726272159455,0.4292905219998389,419.47514734184483
2600,2.2034140851272133,0.4441811227250732,417.4272674371978
2700,2.2614724263019186,0.4722128739026682,471.4647311010113
2800,2.265506280466294,0.48281444532710444,406.3679532899391
2900,2.2811171028070243,0.5049992644221634,480.1500516931003
3000,2.3015019915167803,0.5119454919082591,486.08277523025055
3100,2.3109349161544253,0.5378385984217698,454.50466373901713
3200,2.31875179777099,0.5634759058993049,509.19181181818055
3300,2.3677541024539472,0.5708456344224865,528.4954279927218
3400,2.360834182270864,0.6266671854519832,550.8577286718546
3500,2.39882549829969,0.6609028435658346,582.6884130743382
3600,2.4771519116727907,0.6882972001488523,701.8377587845312
3700,2.5800522833947084,0.7098790013367325,801.6537505516924
3800,2.6426068577230972,0.786265363705533,896.8860446874406
3900,2.8357834083661344,0.845794472894263,1071.5012343518822
4000,2.926003785267039,0.9394425721205547,1464.56720542592
4100,3.2081255985475616,1.0532274530543513,1896.8553709020218
4200,3.444755706467867,1.1367098627824066,2365.130854064936
4300,3.776236654098326,1.18813654904947,2618.969207571286
4400,4.116583948510665,1.2148785727548927,2811.1121749903837
4500,4.353364848992225,1.2306680488174293,2878.579159737134
4600,4.640220667131456,1.2261644291101752,2962.971108651479
4700,4.981172990507351,1.2104059506800962,2923.742795972004
4800,5.196488714343843,1.2034400117707724,2893.715485049548
4900,5.522885889222847,1.1432007144969147,2952.646731145459
5000,5.738460729501238,1.1257796762391692,2923.280380870731
