miliseconds,D,N,v
0,2.3453843548357085,0.08612384766656242,291.6270669789659
100,2.298663357980677,0.10935295924392274,333.9208451229981
200,2.3194558355237582,0.13527361571543803,304.17541262543773
300,2.3296091347618564,0.12560773143392837,269.833027633587
400,2.2729781119577726,0.16225930858969287,345.97018313078445
500,2.2988874978242,0.18693081302722012,264.06932604869826
600,2.305770686170463,0.192579230426606,349.4494705388639
700,2.2631565847986304,0.2057871402477252,340.81128661392665
800,2.2609597638137298,0.22410995653786678,328.15514784227844
900,2.2883327984240176,0.2326729992937618,334.5532501092638
1000,2.222359904486596,0.234365891646819,287.1547471420902
1100,2.2608656134953597,0.27706054951146986,370.588930945588
1200,2.245550103031952,0.2726681398300115,368.51537499480116
1300,2.224560449479985,0.30262979415230923,370.3248157974084
1400,2.176288634388388,0.3185721734633431,385.5778342013395
1500,2.242182845437458,0.32671681552805626,368.7021383106848
1600,2.1560532164121793,0.31460629797931006,360.82482874128516
1700,2.211621211341913,0.33983772213690966,321.8801406793667
1800,2.195670537829882,0.3402441193594395,346.0499126348577
1900,2.215813352495731,0.364508449704448,376.3877547161487
2000,2.1869605182302476,0.36812854545003504,398.2243308103372
2100,2.212221659686138,0.3956098948681799,374.54116277824005
2200,2.1752835591419735,0.4115669327413754,358.82579545564994
2300,2.1943446558633797,0.4297126491021251,432.8860079597337
2400,2.244277849780778,0.4358010297104009,387.83007813357796
2500,2.2317197351099836,0.44933876533437733,360.1869265871862
2600,2.2440257073464887,0.4405578909706454,418.83214067369045
2700,2.2290847600103714,0.4722768391150563,427.31419618655076
2800,2.2206502545806677,0.49930652047897933,447.8774701472448
2900,2.236818312938998,0.4942650517639017,454.1259704807313
3000,2.255811878795073,0.5114443314555752,467.17429940543497
3100,2.308578568386906,0.5542802566656805,514.3372503248515
3200,2.3117730304150057,0.5793704575908282,518.5599924832264
3300,2.317580178937911,0.5703648537016666,499.93681409482565
3400,2.4362231158826866,0.6311000971182702,521.8448328281104
3500,2.3980371890819376,0.6564009164888183,586.2956148541238
3600,2.4949109437845096,0.6655549443293131,698.4079595909891
3700,2.5758735178662917,0.733993541209901,723.0197878498271
3800,2.6868781320812114,0.7871582007503362,843.6741326297254
3900,2.779713921809172,0.8409338220734208,1116.5574351241814
4000,2.974223465090043,0.9367015113538841,1424.372866619793
4100,3.2103046084943916,1.0246294578474895,1897.951525709248
4200,3.445888869964099,1.1077154061799925,2359.7082551487247
4300,3.773543380939035,1.187403989449809,2638.6229044160264
4400,4.059181351597945,1.2219060662445729,2830.375686516056
4500,4.333462073364738,1.2498880410634765,2893.0530718147156
4600,4.640482071660893,1.2313420185972999,2929.7063503315717
4700,4.987116786178679,1.2257761894949588,2948.0590098521275
4800,5.195904822410436,1.1799585876715097,2962.241132429357
4900,5.516030881406451,1.1545013499824075,2946.8193404692547
5000,5.771279117273245,1.1172669932555392,2916.7636932713453
