milliseconds,H,T
0,0.5,0.0001
100,0.5149138809353964,0.00010049348461074682
200,0.5296449738395803,0.00010097449254054645
300,0.5441611884772894,0.00010144297901989243
400,0.5584314425753353,0.00010189896124832751
500,0.5724280288261867,0.00010234252001732718
600,0.586125685893288,0.00010277377381358851
700,0.5995015546685629,0.00010319287323702697
800,0.6125351306511175,0.00010359999724076614
900,0.6252085034661978,0.00010399535384253213
1000,0.6375067387178202,0.00010437918146102857
1100,0.6494175274307453,0.00010475174226196594
1200,0.6609311671880107,0.00010511331908218352
1300,0.672040450613451,0.00010546421246560024
1400,0.6827405712799067,0.00010580473833382976
1500,0.6930289189433073,0.00010613522355976868
1600,0.7029049539815099,0.00010645600395080405
1700,0.7123703714918139,0.00010676742775417991
1800,0.7214281561721128,0.00010706983937243281
1900,0.7300838803644716,0.00010736360211965029
2000,0.7383433667359759,0.00010764906177858476
2100,0.7462148090388953,0.00010792657925971003
2200,0.7537069569955303,0.00010819650367910322
2300,0.7608296042962628,0.00010845918001944352
2400,0.7675933624687217,0.00010871494889793991
2500,0.7740092970018254,0.00010896414281441535
2600,0.7800889934431088,0.00010920708457330944
2700,0.7858445407810185,0.00010944409325357845
2800,0.7912880226107859,0.00010967547361895178
2900,0.7964319739541784,0.00010990152569386928
3000,0.8012887405813147,0.00011012253664751889
3100,0.8058708455799355,0.00011033878482378899
3200,0.8101906231000717,0.00011055053746696006
3300,0.8142602868336937,0.00011075805121763278
3400,0.8180918452794534,0.00011096157167776043
3500,0.821696998165398,0.00011116133327177136
3600,0.8250872194997232,0.00011135756064578456
3700,0.8282735300328888,0.00011155046635264135
3800,0.8312667407297425,0.00011174025459252783
3900,0.8340771203828341,0.00011192711775153125
4000,0.8367147178680259,0.00011211123995650204
4100,0.8391890513688932,0.00011229279502443068
4200,0.8415093191508617,0.00011247194803075893
4300,0.843684308286084,0.00011264885522988102
4400,0.8457223896783282,0.00011282366431076879
4500,0.8476315776007615,0.0001129965148519288
4600,0.8494194758999167,0.00011316753918618087
4700,0.8510933821282624,0.00011333686367965386
4800,0.8526601026296007,0.00011350460385015087
4900,0.8541260725119695,0.00011367086783573538
5000,0.8554975815648668,0.00011383576395496932
