milliseconds,M,Mp,Mpp,MAPKK,MKP3
0,500.0442008356887,-0.003957096635870045,0.015118189527386054,50.0,100.0
100,499.9741845636428,0.01582871943815077,-0.004831536033780606,50.0,100.0
200,499.86435280968794,0.0827660029339571,0.009105037808723607,50.0,100.0
300,499.80604331265346,0.14882331353134368,0.004073556393718025,50.0,100.0
400,499.87160290909037,0.17229217572057123,0.019905561269009546,50.0,100.0
500,499.75444695810666,0.19896935833999999,0.014181062044448592,50.0,100.0
600,499.73508672634284,0.21708249192395251,0.01679371605757492,50.0,100.0
700,499.7319553323354,0.25374141688525326,0.012136962375810367,50.0,100.0
800,499.6374031025632,0.30813845070564877,0.03523960958795065,50.0,100.0
900,499.64252683548364,0.41097927338660506,0.0161650641672176,50.0,100.0
1000,499.51933718334817,0.40602746266629625,0.04210906398621916,50.0,100.0
1100,499.5724869598543,0.4695436283077771,0.026471365164307727,50.0,100.0
1200,499.494357013977,0.45553215462115887,0.05629172672622341,50.0,100.0
1300,499.42840579043093,0.4974514184397578,0.03309851992082052,50.0,100.0
1400,499.43992449617565,0.5370160774731743,0.0524553967642287,50.0,100.0
1500,499.39063465501755,0.6366301539370297,0.06554141660853247,50.0,100.0
1600,499.33042077618126,0.6418672000345307,0.06750307578254859,50.0,100.0
1700,499.20007924401887,0.7041075319484811,0.07832452685922757,50.0,100.0
1800,499.1761256876607,0.7372729283663858,0.09458034301439759,50.0,100.0
1900,499.13854074206336,0.72733038397542,0.1046054437367665,50.0,100.0
2000,499.0693241423549,0.7887021812316922,0.11709301307030841,50.0,100.0
2100,499.0669194831367,0.7581112451129483,0.12599076949503077,50.0,100.0
2200,499.00653461714643,0.8533796010987821,0.13382819743330546,50.0,100.0
2300,498.9795282489421,0.836603360695502,0.1526972870743513,50.0,100.0
2400,498.9953844407124,0.8897207094626393,0.13737973550972846,50.0,100.0
2500,498.97322933923044,0.9190508860509916,0.16603813885824822,50.0,100.0
2600,498.87448047384726,0.9636803814049567,0.18899208079007254,50.0,100.0
2700,498.8195423459493,1.0178534367948968,0.16867519262088657,50.0,100.0
2800,498.77804541983784,0.9943322792032971,0.20511876056531375,50.0,100.0
2900,498.74500218746243,1.0732055788602268,0.196834396923825,50.0,100.0
3000,498.77087334866764,1.0658347671499557,0.21377177212660448,50.0,100.0
3100,498.63409656459055,1.076941298044817,0.24004012751873555,50.0,100.0
3200,498.6092955484464,1.1090340858627883,0.2420540742473738,50.0,100.0
3300,498.6243701729688,1.1323407872130766,0.2650446473194272,50.0,100.0
3400,498.60266947232213,1.143493522931516,0.28983933867385153,50.0,100.0
3500,498.55290173731566,1.1545810375735965,0.2923808512990782,50.0,100.0
3600,498.46894758639934,1.1996858461696285,0.3186062279248263,50.0,100.0
3700,498.4889753603774,1.2208087946603363,0.3188071713222692,50.0,100.0
3800,498.4253976531686,1.2804673342931414,0.3274318241538923,50.0,100.0
3900,498.2917480061371,1.303758696651985,0.351860203209294,50.0,100.0
4000,498.33913859407676,1.3482856777505998,0.3695369475274873,50.0,100.0
4100,498.2579887361536,1.3468321578477458,0.3803669981227134,50.0,100.0
4200,498.23253221712173,1.3566462420315248,0.40000267505871284,50.0,100.0
4300,498.2228136838324,1.4189143728575262,0.4140322681709965,50.0,100.0
4400,498.1949141864661,1.397695802643566,0.4210062597594341,50.0,100.0
4500,498.0840913540868,1.4619338452475172,0.45372873542627984,50.0,100.0
4600,498.0386971403155,1.45660944159642,0.4841532401681548,50.0,100.0
4700,498.06340218384094,1.4574013720258026,0.49616934094154,50.0,100.0
4800,497.9714506807246,1.457517975653511,0.49089204695244365,50.0,100.0
4900,497.97688027624866,1.5108255475017869,0.5331963734240651,50.0,100.0
5000,497.91867811931246,1.523321627126623,0.5552543397604685,50.0,100.0
