milliseconds,M,Mp,Mpp,MAPKK,MKP3
0,499.99213611979326,0.03516422893452963,-0.002523085424735208,50.0,100.0
100,500.0111518300324,0.09020550968219718,-0.011505467942535314,50.0,100.0
200,499.94825503377496,0.07259791538738766,0.01562248236834738,50.0,100.0
300,499.8056938626701,0.15506068571436235,-0.0031660249237534257,50.0,100.0
400,499.7598117323483,0.19622610092571108,0.001816521357470507,50.0,100.0
500,499.78779393788255,0.2254141691084939,0.0019465592564904266,50.0,100.0
600,499.7833117412372,0.2758638853301701,-0.0027439408211834184,50.0,100.0
700,499.73321039181207,0.32413892923277654,0.00538782649677505,50.0,100.0
800,499.59389020381604,0.3405010930726013,0.007414800901990154,50.0,100.0
900,499.61694082028225,0.4053185198105356,0.02864189135858355,50.0,100.0
1000,499.5510632323623,0.3834158651792202,0.013488452016163624,50.0,100.0
1100,499.48669963258817,0.41367851622566765,0.04595276220367023,50.0,100.0
1200,499.4614104019889,0.45612136406119486,0.04386814604101452,50.0,100.0
1300,499.40143426661837,0.5283793238057263,0.05651800432187213,50.0,100.0
1400,499.370514584833,0.522809939732631,0.04779104699828378,50.0,100.0
1500,499.285668310568,0.6169697885454871,0.052586708819488445,50.0,100.0
1600,499.3448963396072,0.661799086280281,0.05546258451636564,50.0,100.0
1700,499.2546132705837,0.6963065923149112,0.07996908646083883,50.0,100.0
1800,499.2196637746687,0.7142314870691652,0.07370497132743513,50.0,100.0
1900,499.2289726258799,0.7030720517620762,0.1037931926837349,50.0,100.0
2000,499.0869664557505,0.8054756625673877,0.10975115625060593,50.0,100.0
2100,499.12064354041365,0.7608748049442429,0.12274136091878196,50.0,100.0
2200,499.03215356477847,0.8066900480447436,0.12867806684380348,50.0,100.0
2300,498.9884277430412,0.8194045441903737,0.13203034979201714,50.0,100.0
2400,498.9474176414314,0.9023719592336021,0.132773253116022,50.0,100.0
2500,498.9321558457544,0.9424775354796102,0.15047735468175152,50.0,100.0
2600,498.89126459355725,0.9404931062409048,0.189155338184039,50.0,100.0
2700,498.8489647756008,0.9442994626565713,0.19499059939317961,50.0,100.0
2800,498.81831278919583,1.0022128684305196,0.19625468337085822,50.0,100.0
2900,498.7065509878935,1.0433614172510777,0.19938780392938524,50.0,100.0
3000,498.6684408197531,1.0986976821656453,0.23248241345093446,50.0,100.0
3100,498.70350034326407,1.108690016620955,0.22183760624490953,50.0,100.0
3200,498.5872032789815,1.0874176490406133,0.2566718258669313,50.0,100.0
3300,498.6491291995973,1.1445662249366828,0.267125132370664,50.0,100.0
3400,498.59436460013865,1.2024999075487919,0.2861364690506138,50.0,100.0
3500,498.52408931245435,1.1594394251083735,0.29322650781725446,50.0,100.0
3600,498.5243561457823,1.2200467677661067,0.3020233206571817,50.0,100.0
3700,498.37989358336796,1.2100191996778977,0.32127525642364824,50.0,100.0
3800,498.3673516732652,1.276452439617687,0.3309156929994982,50.0,100.0
3900,498.4124293807103,1.3144971506480776,0.36055422887887545,50.0,100.0
4000,498.36465663946575,1.2999566786900438,0.3690110247847705,50.0,100.0
4100,498.2853121617057,1.3242678375876116,0.3805305474898758,50.0,100.0
4200,498.23057781444453,1.3411104480797815,0.39528889679006646,50.0,100.0
4300,498.21685595782714,1.399972016202518,0.41134969784094744,50.0,100.0
4400,498.15967332266786,1.4396099848584525,0.42822085232779533,50.0,100.0
4500,498.0922200578816,1.4714258905333477,0.46276095752014784,50.0,100.0
4600,498.0247939713586,1.4342592622020023,0.4672112589798963,50.0,100.0
4700,498.0376021471278,1.480293088980706,0.4885576932554657,50.0,100.0
4800,497.94989792694355,1.5131610189387752,0.49514557992704417,50.0,100.0
4900,497.92316174292694,1.4979555840154766,0.5243308306987724,50.0,100.0
5000,497.9477237224736,1.5212586156034893,0.556446192025183,50.0,100.0
