milliseconds,M,Mp,Mpp,MAPKK,MKP3
0,500.05777381774834,0.030369275243028838,0.016726050878571673,50.0,100.0
100,499.92047620957726,0.0872663287627643,-0.0028099572762866985,50.0,100.0
200,499.8740427112793,0.11027575885644905,0.0026406749372063394,50.0,100.0
300,499.90526479706915,0.11148837934203008,-0.013622000496058537,50.0,100.0
400,499.81350294183085,0.13034881014221067,0.020217050545014232,50.0,100.0
500,499.8177757509318,0.24775078527603928,-0.0020907753508845007,50.0,100.0
600,499.7251237048089,0.2259440787718805,0.020415251942315873,50.0,100.0
700,499.7230165227,0.3436703801895453,0.015309611460907075,50.0,100.0
800,499.69959703531794,0.35419267536441124,0.0019898942316381,50.0,100.0
900,499.6006299852181,0.35118076266002135,0.03485502124978506,50.0,100.0
1000,499.5966570588247,0.3782993160229362,0.022460593155258432,50.0,100.0
1100,499.45263950771255,0.4283261339397793,0.019417567927937675,50.0,100.0
1200,499.5135281628655,0.4749041838607918,0.03971390726896539,50.0,100.0
1300,499.4236649784025,0.5185393415008931,0.03580430358192401,50.0,100.0
1400,499.32927353610086,0.5644280527203601,0.03956575208165529,50.0,100.0
1500,499.37922974144175,0.6212337439409782,0.046770159559085506,50.0,100.0
1600,499.26703637084415,0.5994532186145175,0.057512328806203744,50.0,100.0
1700,499.3009308902327,0.6568261720378881,0.09334030125666928,50.0,100.0
1800,499.2274104944467,0.7153881468275393,0.09436152038545856,50.0,100.0
1900,499.1673289060163,0.730180645020161,0.09219479954559426,50.0,100.0
2000,499.0966088866359,0.7609316117624851,0.12209901628710122,50.0,100.0
2100,499.07167330924165,0.7965232582545797,0.10949931958266026,50.0,100.0
2200,499.08724110170965,0.8071069565940197,0.13560650837654648,50.0,100.0
2300,499.05325244160576,0.872049353030975,0.12867511010766897,50.0,100.0
2400,499.01873682836293,0.847379748629515,0.13295793237169423,50.0,100.0
2500,498.8897808667507,0.8871122127741896,0.17576294506243648,50.0,100.0
2600,498.92623471324833,0.9918998360012933,0.17535733691163466,50.0,100.0
2700,498.7869566852847,0.9445102820230203,0.18149414525158908,50.0,100.0
2800,498.7532099172693,1.0172414133888263,0.18282405412048855,50.0,100.0
2900,498.76198170189514,0.9973926704484307,0.20932164375714388,50.0,100.0
3000,498.72271082205765,1.0975574931790688,0.21561899464891035,50.0,100.0
3100,498.6621676499711,1.0836676063801645,0.22352799929412706,50.0,100.0
3200,498.6039058536774,1.115040894983865,0.2581980613820629,50.0,100.0
3300,498.6141720243348,1.1708727353936084,0.26715707239507447,50.0,100.0
3400,498.50020117739297,1.2092320575774982,0.2943262910761099,50.0,100.0
3500,498.4584420103264,1.2281352262996688,0.2933537456819466,50.0,100.0
3600,498.46681287684913,1.1920940571041314,0.3236285293149745,50.0,100.0
3700,498.4916754362843,1.2319280326149868,0.3364962835988899,50.0,100.0
3800,498.43273032868467,1.2939983213273327,0.3541593899794551,50.0,100.0
3900,498.37507913638586,1.2744256567193581,0.3727182400186183,50.0,100.0
4000,498.3545260852275,1.2981135571600182,0.3569261352187838,50.0,100.0
4100,498.30985406647983,1.3829972709287577,0.3841616007086793,50.0,100.0
4200,498.184223340602,1.3822383846448723,0.3936039121708659,50.0,100.0
4300,498.14034741217114,1.4180783336804013,0.42750673801099204,50.0,100.0
4400,498.2047465062106,1.4507988876818645,0.4268336541744996,50.0,100.0
4500,498.1198302468882,1.4369680439443704,0.4554195806566162,50.0,100.0
4600,498.07406073712684,1.428375104946869,0.4739116813653398,50.0,100.0
4700,498.012864475652,1.513319786842632,0.4961525652573546,50.0,100.0
4800,497.9407953608532,1.4506583463806575,0.5208091180585027,50.0,100.0
4900,497.9142422677548,1.5384767529748475,0.5152810237580865,50.0,100.0
5000,497.86833484701776,1.511781063596974,0.5333989157907244,50.0,100.0
