milliseconds,LCKi,LCKyi,LCKya,LCKyiya,LCKpi,PD1,PD1p1,PD1p2,CP1,SHP2,CP2,CD28a,CD28i,PI3K,PI3Kb,CD3a,CD3i,ZAP70a1,ZAP70i,ZAP70,ZAP70a2,LATa,LATi,GADS,SLP76,SLP76i,SLP76a,GADSa
0,25.000001296277738,25.000030776277576,25.0000006174253,25.000017524116736,0.0009682162826712698,503.54979089565705,-1.0879696959588196,0.07637619984438766,0.11374781728329755,300.4169551047632,-0.06135759706855954,0.27560414683289824,249.95419640863958,499.9999147361129,-0.0006304325126057325,-0.12568764671107785,49.821990763353035,7.547870868616249e-06,0.004736762012787554,299.9989901708973,2.1698971991682235e-08,-3.6284217270809717e-09,300.00000000866305,299.99999999953934,300.00000000055013,5.504488908981243e-10,3.199223113333322e-19,3.42055830021324e-11
100,24.999993568950824,24.998176743497122,24.999934157152698,25.00018626659349,0.0024105610111007088,485.2214719292441,9.769348103159794,1.0227802721532875,0.47446193813559207,299.34367874382133,-0.2744881544862091,1.1288069946852557,248.92523221144174,499.99925592723685,0.0007196911400083802,6.392548594734362,43.692882097742974,9.895969957102809e-06,0.05382984700888915,300.012787656224,-1.0538375762621565e-08,-1.152300617064374e-09,300.0000000007974,299.9999999995922,299.99999999999375,6.049419856329072e-11,1.4665277005198622e-18,-9.503709936067222e-11
200,24.999989590709024,24.99576413016855,24.99963573569411,25.000274583903607,0.0025398794902921056,476.5370290145023,20.27628103636585,-1.2362960765942885,2.039009316165563,297.1049168293435,0.23815194766014536,1.706045075649412,248.18778609454472,500.0002988366339,0.00046165524315679835,11.35053325400631,38.378821875069,7.799234743408162e-06,0.024078405226849845,300.0126101852794,-3.0002358857284034e-09,6.7287968939732795e-09,299.9999999953431,299.99999999943753,300.00000000045355,6.695644283627195e-10,-1.2167311290538436e-18,9.909847784262059e-11
300,24.999989220114234,24.993137359993586,24.999588517534324,25.000415124890274,0.005710598949049121,467.51920900285285,30.687116622122357,2.1284233525837544,3.946829496074616,295.7642057019333,0.45636312649012645,3.287835293032565,247.30043200759968,499.9994382274404,-0.0004786645714756435,16.60886099283967,33.505989611675425,5.475245833270391e-06,0.04448991115350704,299.9376116408285,1.1186650058060251e-08,1.284865890574407e-09,300.00000000658235,300.0000000001708,300.0000000000146,5.674060166929166e-10,-1.3546545369479611e-18,1.1091035531359969e-10
400,24.99998180672482,24.99207383069722,24.999370964693924,25.000572233856317,0.006558009679663172,453.14147531139423,37.98916039034304,2.164655354653494,5.65472838782305,294.9096321531732,0.14623810714352006,3.7892294203613583,245.9955911961312,499.99956788751985,-0.0003209116325881883,20.816447874976767,29.129477453242636,-8.45493324282275e-06,0.057394827255331876,299.87646160224284,3.374965695027959e-09,4.6409300017767765e-09,300.0000000041831,299.99999999985005,300.0000000005452,-6.3480513504231e-10,-1.8228519540103606e-19,-1.832907527351565e-10
500,24.999978388154727,24.990805844168186,24.99933288891652,25.00068880718198,0.010098607016334962,439.4537973009829,46.47442384966272,4.430306629630241,6.924874874681672,293.16108009019746,0.41226595570574665,4.7096365713987955,245.12766950633193,499.9989218265769,0.0005723411295830733,24.34494724216786,25.479814511174038,4.70113491606021e-06,0.15123746848252828,299.85670368107964,-1.912185200337077e-08,3.819494037961532e-10,299.99999999267425,299.99999999913985,299.99999999975995,-6.116685430540684e-10,8.727703268417846e-19,-1.283109834532242e-10
600,24.999977575672542,24.989942378300444,24.99916676488407,25.000957357349154,0.011799235389619599,427.9205305885936,54.3066886758364,4.204018788763863,7.9968064766372,290.5384826112554,0.854171539543527,5.991962220154309,243.97789038429033,499.998779745849,0.0016091696495080068,27.400465859938908,22.2143666752256,1.2737138838261282e-05,0.17941248668026055,299.7916681999495,-2.3394968130192983e-09,-1.3612552167483674e-09,299.9999999964458,300.0000000006824,300.00000000037227,-2.870802906414372e-10,-4.52899682273857e-19,-1.5170975728538167e-10
700,24.999973425316142,24.987424062232147,24.999018137315407,25.00104536630475,0.013616712853106666,423.1611831903862,61.85613723538792,6.935287222913593,9.112901650199587,289.50446223034197,0.9140498374839312,6.98765697103631,243.3810225785748,499.9981501459822,0.0017126206324320698,30.375065171627416,19.910305416054282,1.7263767396268534e-05,0.2873002065693173,299.706015720655,2.113386933870157e-08,-4.7257646673448275e-09,300.0000000070732,299.99999999990655,300.00000000065,2.2454981340107256e-10,8.259556619020362e-19,-1.7532963713813114e-10
800,24.999968032084574,24.985751594501824,24.998905650392643,25.001125983372088,0.014300726196951183,410.3516053397051,67.08956336540622,10.477369787579775,10.75833492708588,288.7428938397381,1.5514689301760922,7.54161667195396,242.47146052311754,499.9976868366768,0.002460572165232962,32.37433988103027,17.581525765777013,1.0354227253844037e-05,0.2720803665508718,299.69124423033395,2.2960251004355667e-08,-7.248320156701535e-09,299.99999999574766,300.0000000000258,300.0000000005926,-5.318664379338883e-10,4.068772942608108e-19,1.4316765566304754e-10
900,24.999965203557903,24.98392188609178,24.99863355447125,25.001404780300703,0.016674217135408745,398.1283529673636,74.07927024327051,12.270595595014429,11.891048583028645,287.2466216589782,1.450562675093529,8.388488477174183,241.7024471060521,499.9964415076963,0.0033246602439308314,34.165047644415104,15.69954717449722,1.0875608703285886e-05,0.3430661294541609,299.5765069114352,2.4870387234137123e-08,6.540232104454887e-09,300.000000001667,299.9999999992001,300.0000000006702,2.3962879729153663e-10,3.664809897357229e-19,1.1842115879759975e-10
1000,24.99996217493045,24.981801466882036,24.998555670407317,25.001408800858922,0.01759131297284244,390.6940709874989,79.60900516427296,14.100755594253126,12.79901967648915,285.65175309206217,2.166738571961377,9.470811777416419,240.91035837784116,499.9965679229099,0.003779732332880126,34.88276678852789,14.753807019310837,2.647209525614019e-05,0.4484583283841784,299.5585225996845,-1.333356825081145e-09,3.271350073213802e-09,299.9999999909673,300.0000000003247,299.99999999998226,-2.659409532797511e-10,-8.489159333446175e-19,-7.165009989948668e-11
1100,24.999954127046205,24.979707975981263,24.998461714376816,25.001676152031845,0.02111895534095536,388.1341334231214,83.19565398119956,17.087847574452294,13.13292624404692,284.1265162914722,2.396363826105338,10.228386272657955,239.6993374792426,499.9957044791928,0.004544957823388833,36.03763311403448,13.401739132938062,1.5027501853295493e-05,0.4930351930810106,299.48671894225913,3.504081920102025e-08,8.45689204889275e-09,299.9999999970236,299.999999999824,300.0000000004689,4.720626274952676e-10,-4.815872123548295e-19,3.328676454553396e-11
1200,24.999949235527755,24.977143584534662,24.99823556624978,25.001721983561648,0.023346704735340368,375.81132963321534,88.1547684989841,17.80131065670822,14.298723747832334,282.85719358981413,2.8117430548278857,10.886990927034189,238.6780478014627,499.9959104610862,0.005194344461756924,36.89257875601311,13.015910928387088,3.4097117773315564e-05,0.5817745555342164,299.4027745576039,3.0170511501580286e-08,3.880265539134811e-09,300.00000000285706,299.9999999993938,299.9999999999609,-2.6500778377077353e-10,-7.519010232427621e-19,-1.252955650147735e-10
1300,24.999947725263823,24.976419898498587,24.99808285837354,25.00197892369033,0.024284111705151185,362.7161838730408,96.74373576870879,18.75416635891397,15.272615498001036,281.314029532672,2.9797662819819473,12.06296874788231,238.10941370743151,499.9946587514443,0.006211457846542955,37.063326243206724,12.505085467863712,2.5638298573418465e-05,0.7244311063444795,299.26049611555953,1.965498297980852e-08,-1.976932513573651e-09,299.9999999932616,299.99999999909835,300.0000000003234,-5.233435471641302e-10,3.3408467962808224e-19,4.026499205137894e-11
1400,24.99994161464033,24.973388698732816,24.998029559044493,25.002020482274453,0.02719833165858529,357.18203143013073,100.37661074989775,23.166699362499454,15.53029799883343,280.2246838729838,3.4324030810365045,12.359730483007596,237.4343257075928,499.993486311354,0.006047408195322901,37.36623599070558,12.012632934840141,3.1022399074917354e-05,0.7726183891271132,299.2191806309703,1.1548945675068832e-08,4.796123415431107e-09,299.99999999078454,299.9999999998137,299.99999999958584,4.557664730610727e-10,-1.2759392838423137e-18,7.073233379277876e-11
1500,24.9999375637877,24.9724474923029,24.99779209225592,25.00216964486417,0.027538813675257293,347.1850349937645,101.60286863847202,25.906427584848004,16.336221842132673,279.3069819256778,3.820831159441864,12.952121252535806,236.8448612774862,499.9920489573089,0.007169009553259517,37.354685724465604,11.553694583874769,4.876698411053704e-05,0.8302984443987347,299.1834866867978,1.1863745872109835e-08,-4.654861847113872e-09,300.0000000022369,300.0000000002778,299.99999999944066,-1.8982490994697796e-10,-3.4369639590351474e-19,1.295710142424441e-10
1600,24.999935607679333,24.971335072748374,24.997567048384038,25.002437077734463,0.02998894320693593,345.96787382960684,105.9470289292001,28.110891282358253,17.060608477806426,278.16097760999247,4.5469298773790845,13.777358894688787,235.98357209110983,499.9910046051699,0.008636499238361496,37.65572089799348,11.58977376592662,6.454964814262098e-05,0.8822862359266752,299.10137265976704,5.577941306961739e-08,1.0383556074710365e-09,300.0000000022502,299.9999999991269,299.9999999994766,-1.6495048031970241e-10,-5.031294467110428e-19,1.1231726840583913e-10
1700,24.999933095325588,24.967198677911465,24.99754701123112,25.00249266119485,0.03225698149130567,336.1905396658935,109.99282172305202,29.773642305304122,17.939197573305755,278.23080287887825,4.6932422502324,14.579356455524362,235.7730054413297,499.9913968762321,0.00986298711489133,37.17783296313977,11.523147918149627,5.82817374229026e-05,1.024312299671644,299.0398462264484,2.8519111334261516e-08,-1.9999703192020758e-09,299.9999999919802,299.9999999999294,299.99999999978036,-2.6060303408073944e-10,-5.474029141072858e-19,1.1370290647889816e-10
1800,24.99992582158697,24.965896059594197,24.997395156881115,25.00259435744631,0.033525505920905974,332.3989986683241,114.98974432539397,35.720186877465544,18.190796042974142,277.044601641983,5.408283126863851,15.094197135207935,234.79172065680126,499.99025972746824,0.010568847469365615,37.17030155833597,12.0740665183456,7.125818691766105e-05,1.0893808236106521,298.8955080354936,3.463888268781966e-08,1.8764959496118288e-09,299.9999999864997,299.9999999996081,300.0000000001038,-2.4511750493330797e-10,-8.678081606243079e-19,-9.699009155622264e-12
1900,24.99992480865467,24.96577595095239,24.997213837877005,25.002901390313816,0.035382654696857876,323.871474188195,119.1887194186751,38.92339489723901,18.986465758718566,275.6183841109973,5.896838714600657,15.89724009457469,234.28529543771657,499.98895054824544,0.01203598097898029,36.98359466662875,11.916296079368538,8.373060730528181e-05,1.1339547304891073,298.8409045262915,8.164698796032993e-08,9.897206046304651e-09,299.999999995069,299.99999999981566,299.99999999965723,6.86648940874483e-10,1.3357495763095035e-18,1.9517193317339888e-10
2000,24.999921635650825,24.963676538016472,24.99696882162269,25.003022642645753,0.036195563914575464,314.60961957837236,119.84678350701306,40.09779120821626,18.819460626602414,274.8254855812159,5.937096530779082,16.151990647965505,233.38739940095414,499.9882314421836,0.012032943235355205,36.356837717845494,12.105706116011559,9.29345961499141e-05,1.1987219149257862,298.75497563974744,8.40810500561764e-08,2.7606767902138233e-09,299.99999999456406,300.0000000003315,299.99999999946544,7.489951164215364e-10,-3.0043366640568e-19,2.954717834374071e-10
2100,24.99991409621673,24.960686110017367,24.996996912888015,25.00310442126174,0.03969244170321911,306.18924005383093,122.85489172577996,41.54933664135367,19.74445655265381,274.27451603882565,6.262964051915544,16.762086618611413,233.24480202054727,499.9862824157983,0.013052905344399152,36.03885668741805,12.430233716761554,0.00011828682577543555,1.2856254812192411,298.7052711824823,7.868560268251519e-08,1.0046508917736987e-08,299.9999999905694,299.999999998787,299.99999999954963,-2.2599129482644897e-10,-2.0472302900642827e-19,2.1005276078339624e-10
2200,24.999913916866507,24.957735235084247,24.99672829262519,25.00334020474094,0.04198192916294264,299.58291238658114,125.01351154966635,47.89704831753864,20.1734155160749,273.1535633298182,7.078571796932903,17.35368505321799,232.84027224268257,499.9844547135633,0.014717677186990807,35.54617035545631,12.8170576583553,0.00011695076113918585,1.408199937038741,298.61222154665563,1.4355845597514772e-07,1.7321980583649304e-08,299.9999999822845,299.99999999895687,299.9999999995241,-1.509299471674058e-11,1.459747863120451e-18,4.350268930353977e-10
2300,24.999905305547852,24.956704717767337,24.996521541360643,25.003400015143878,0.04410199245938665,299.1718076562171,130.1208472753094,48.91418344159388,20.409232348680487,272.0022243945097,7.315100821069879,17.82819994700716,232.44464186776818,499.98359371083086,0.016993308160593596,35.59877373904708,13.207875347073978,0.00014652070059717782,1.4483648767530006,298.5774435225901,1.2240906978817637e-07,1.3046942146361512e-08,299.99999997161365,299.99999999956225,299.9999999997093,4.977396532337518e-10,1.1587246185551115e-18,4.93995133527846e-10
2400,24.99990250519461,24.95462940844088,24.996563844127753,25.003687270872945,0.04454968021607166,293.569513168927,130.79260857528533,53.50819594853773,20.390259014611942,271.91318787587136,7.9432320187703445,18.413317222804817,231.73080103614055,499.9826751640951,0.01706470149226675,34.917127494895965,13.442699833680193,0.0001601300352510978,1.5057229091666642,298.45699368587276,1.682358351231934e-07,2.6706762985009826e-08,299.99999997825773,299.9999999985906,299.99999999925507,8.065675845057557e-10,1.7149551112874257e-18,3.5626174524012964e-10
