milliseconds,LCKi,LCKyi,LCKya,LCKyiya,LCKpi,PD1,PD1p1,PD1p2,CP1,SHP2,CP2,CD28a,CD28i,PI3K,PI3Kb,CD3a,CD3i,ZAP70a1,ZAP70i,ZAP70,ZAP70a2,LATa,LATi,GADS,SLP76,SLP76i,SLP76a,GADSa
0,24.999998227285783,25.001361983045523,25.00001405792141,24.999897463350933,-0.0006052699942072547,496.1311577603388,-0.45691736428330715,0.4005312336810822,-0.02592720703974737,299.8093276038773,-0.2596247694009978,0.11001516473772688,250.19025706471203,499.9997746992991,-0.0004153088602546969,0.2404820705420021,49.864908669405324,-2.226913992024546e-06,0.03708116141496055,299.99138303741086,-5.4247824755161544e-09,1.9715225397444334e-09,299.999999999081,300.0000000007188,299.9999999993466,-1.259261657752861e-10,-1.5624477760550267e-18,1.1651877431758416e-10
100,24.999998242050935,24.996779508620147,24.999743439366913,25.000118506128633,0.0021783906767954045,489.2480701478978,10.27316774263087,1.4268066964184805,0.9805735843108838,299.4749991780997,-0.17324665398063666,1.1339320859027326,248.79472914954147,499.9993774320921,3.186946104620285e-05,5.869142972637484,44.305991055523826,5.454478018162831e-06,0.023686497826469845,299.9903786868,1.1903697610672299e-08,-1.1874851510053606e-09,300.0000000053616,299.99999999941383,299.99999999996135,-4.235745066231668e-10,4.374154906036702e-19,1.8050446664392346e-10
200,24.999994806125457,24.99757765776825,24.999756236410327,25.000336723616748,0.005129867597617012,474.23515088042086,22.272823408119685,-0.34500600840021345,2.3587351039825277,298.14922760617236,0.27128406664765425,2.2622986681803035,247.92202725953024,499.99911660149706,0.0001959382583082322,11.380706139108536,38.15902156056814,3.994406998297946e-06,0.03683434165326856,299.9923908124206,1.6696418305781346e-08,-7.009759392393439e-09,300.0000000028808,300.00000000076756,299.99999999940337,3.951885984393141e-10,-1.133546329046756e-18,-9.734951596827272e-11
300,24.9999901655887,24.993320804265164,24.9995599596093,25.000489572054544,0.005621784276868802,462.35455631381586,28.673269799448498,2.9653212083799367,3.981751447834566,295.70410795293833,0.4629402279905809,2.7100402473536875,247.02755454599856,499.99963485585937,0.0008257592135391739,16.383350270582863,33.66369579157063,8.501341436792255e-06,0.015098912892110475,299.9926200469974,1.2885218541071992e-08,-5.362388416643693e-09,299.99999999600755,300.00000000040274,300.00000000008913,1.4723187756796977e-10,1.1070836576508327e-18,-1.0171391361792994e-10
400,24.999983134934716,24.992981672337432,24.999395183964133,25.000689699777627,0.008174585289475287,454.5130964419534,37.07854082135655,2.560564071803326,5.340710588067478,294.6991290103802,0.1318640465601961,3.879292717897474,246.06331267332124,499.9998058516631,0.0007610529070320841,20.69288716694181,29.357869160441076,-9.317056921026128e-06,0.11745203506223922,299.8908916443179,-1.1966937313238281e-09,6.2411520373668815e-09,299.9999999984196,300.0000000007405,299.99999999958146,1.5714902548632346e-10,2.5035213130054755e-19,-2.8867069120532504e-11
500,24.999979587098373,24.991888490077557,24.999360643718,25.0007667481405,0.008469986187173326,443.7719442533345,44.63209367645744,4.734079240375538,6.5387279350719565,293.0292491517653,0.5183083907689979,4.776520260604815,245.08343639953512,499.99911069488945,0.001601166919116821,24.84235773265671,25.56687567581001,-7.663584699603656e-06,0.13829662070145024,299.8323350193789,-2.4083903235476557e-08,6.126233049307238e-09,300.0000000018873,300.0000000007683,299.9999999993576,1.663139471833059e-10,1.5442636573656506e-18,-1.7693776692184526e-10
600,24.99997364754117,24.989597488145307,24.99901768839808,25.00083134726735,0.010689670976829435,432.4931156318115,53.505411638554875,6.326941759670042,8.218947385908182,290.78737063643433,0.9557912856831458,5.763075175683293,243.97943322569932,499.9982981406259,0.0004937463566263843,27.844942149164414,21.943757638614557,-2.6664922067755558e-08,0.2341569896550989,299.79808410598935,1.400853456141461e-08,-2.1742374437904186e-09,299.99999999663504,299.9999999998698,300.0000000004132,4.495518840817281e-12,1.0400847006883215e-18,-3.477582331808658e-11
700,24.999974058508784,24.987909259263606,24.998883040583532,25.001156378227243,0.013163341478107386,425.97917146876057,59.27044333900756,7.91118952020429,9.159115140846843,289.9279163893283,0.8544635217506731,6.68491026154467,243.3036644163542,499.998438718926,0.002455439068468971,30.33114649978512,19.748979443639186,7.549582339204568e-06,0.3048873133014684,299.7300982081115,-1.2598566245153488e-08,-3.836108271862087e-09,300.0000000064176,300.00000000016456,299.99999999971084,1.0286203722394447e-10,-6.374293472319862e-19,1.0445896624601708e-11
800,24.99996844380314,24.98577159658216,24.99873669992479,25.0011964575857,0.013696250224458369,410.9552021743337,68.21915555655497,9.758256676426111,10.27922148083592,288.50063060376965,1.4003509504254907,7.657287396850741,242.08750949811085,499.99733069547676,0.0017593292855014736,32.48867601538888,17.5979218074439,1.9789962167770015e-05,0.28145223331671354,299.65775944524984,-4.277012740521859e-10,4.424569501430152e-09,300.0000000078449,300.00000000029644,300.0000000000825,-1.0306586817023294e-10,-9.944600516920083e-19,-1.251585186417411e-10
900,24.999962213506457,24.981777828166223,24.998594426296602,25.00139981415171,0.016845410729873653,398.04322924118236,75.51836219502184,11.592685352165363,11.488030330101946,286.7313922940328,1.618817452128119,8.237038483531746,241.3059524389932,499.9979827632293,0.0019039256422849443,33.87344965486605,15.783242024499154,1.1375602496307147e-05,0.3497105335853165,299.58502385699717,1.829880635260378e-08,-2.8391672782771065e-10,299.99999999663254,299.99999999936716,299.9999999994018,1.6037179828407833e-10,-9.670747162425806e-19,6.903049208934243e-11
