miliseconds,LCKi,LCKyi,LCKya,LCKyiya,LCKpi,PD1,PD1p1,PD1p2,CP1,SHP2,CP2,CD28a,CD28i,PI3K,PI3Kb,CD3a,CD3i,ZAP70a1,ZAP70i,ZAP70,ZAP70a2,LATa,LATi,GADS,SLP76,SLP76i,SLP76a,GADSa
0,24.999998694237387,24.99882380717317,24.999932528906776,24.999926029051718,-0.0009426066486817654,496.5329410338835,1.294229230370503,-1.0232443985822728,0.0010220233739688081,299.51476962839655,-0.29798029817244237,0.3094429748162061,249.8837077455235,500.0003473508421,-0.0007667581915398861,0.30614192217417496,49.67012586784122,1.0592618899619673e-05,0.01548746863062004,299.97475391016735,-1.6827007344748337e-08,-3.9489508146778816e-10,299.9999999949252,300.00000000033714,299.99999999962944,-3.3017217690042246e-10,-9.634681042053217e-19,-1.0248708201385744e-10
100,24.999995177129794,24.998785315334622,24.999824580080467,25.00013034951819,0.001259810357061534,488.1159132209145,11.524266372923435,-1.7483947866177179,0.761524163628906,298.98125405602855,0.3103205059939287,1.2552157489472555,249.1390867968643,500.000386086728,-0.00025937870263955987,6.2917714851540385,43.83921366290866,7.766076176775537e-06,-0.03428056777975062,300.0123725508821,2.489620141742617e-08,1.980345622949921e-09,300.0000000001993,299.9999999998675,299.99999999946476,-4.942103568797486e-10,-8.598165325517209e-19,-1.8739536668641176e-10
200,24.99998941652307,24.995727686114765,24.999788636937758,25.00019155163329,0.004284837137782681,475.58154711857696,22.147094686957146,0.5925001008442986,2.036889858778004,297.89415887098676,-0.22063185098547783,2.0221684760820935,248.27956778364387,499.9992290142435,0.0007140788526833913,11.8764215425604,38.14408937021785,-7.990986041412949e-06,0.030780446358443063,299.94910042150894,2.8093815799812633e-10,-6.403862872198883e-09,299.9999999926567,299.9999999993983,299.9999999996487,-2.5060623773183e-10,-5.467692257344797e-19,1.334139643871332e-10
300,24.999990890069295,24.995229368697736,24.999590078816695,25.000490879430902,0.006226213351702171,467.73293843404673,31.34859218449283,1.2421586751078482,4.187848077309098,295.83045156564947,-0.1401630676218453,3.043969350260642,247.32519464518063,500.00006176302816,0.0009066259940487208,16.47525876243523,33.81599634815823,3.901059638372181e-06,0.09196005061647196,299.89760781171924,-1.694697353044703e-08,-2.165458557924136e-09,299.99999999492394,300.0000000005108,299.9999999994189,-3.017940941513072e-10,6.029693085634219e-19,-3.72178572563247e-12
400,24.999984234689535,24.993745864215946,24.99939608614851,25.000678140509955,0.0073390140310683,455.9494620901683,39.19557522384364,1.9507371769642412,5.263378949132708,294.8678786819073,0.5339443809925031,4.171217804308011,245.95146581791911,499.99888294558895,-1.9346247840687698e-05,20.74374139109029,28.79790821846627,1.2960382618089128e-05,0.1341155169733586,299.9275743790419,7.815228569344042e-09,3.656297156939093e-09,300.0000000037678,300.00000000025966,300.00000000055496,3.8260913056893435e-10,9.380952149112985e-19,6.066889984744442e-11
500,24.9999773291261,24.989393286177933,24.999282854725344,25.000662311517942,0.008452384548750583,441.74986254157494,44.608742498392715,5.9327540997746375,6.745300815532541,292.1038200732197,0.6475835749317016,5.036679234373381,244.8685105890079,499.99904118015064,0.00039366457998263137,24.72320156662382,25.291314421513803,3.900894580267827e-07,0.14666028016915417,299.81992140897177,1.415472894193312e-08,-4.439597392447373e-09,300.0000000019616,299.9999999994772,299.9999999999462,6.652583976330973e-10,-1.2342258558287994e-18,1.1112069065112916e-10
600,24.999973254732126,24.988010725682507,24.99911607369585,25.00083812492651,0.009890834501721919,431.75429714054695,54.11143331179166,3.491404918809626,8.056507694864813,291.50462829825193,0.5803354099979332,6.022831312307505,244.1213513714989,499.9982858002832,0.0007702340331672848,27.423859896929468,21.8141689354359,-7.582628015039856e-06,0.16840751584630648,299.8182236861028,2.6205871276047242e-08,-7.101777783660667e-09,300.0000000079588,300.000000000296,299.99999999993065,1.7243395889633432e-10,2.4319307676153103e-19,-7.622254610235928e-11
700,24.99997456698274,24.987300286838117,24.99904037081769,25.000974935996386,0.013518416113787082,424.46710850909307,62.47243323801136,8.307327776978564,9.68489144523221,289.2189017790273,0.6971350491670776,6.7088045526576146,243.50237789813667,499.9991991691309,0.0015658679745609093,29.9732946657158,19.54280499914196,1.6615828904342625e-05,0.2893541096335723,299.69405754031015,2.610678685161263e-08,5.397315327036859e-09,300.0000000054095,300.0000000003726,299.9999999997879,3.573613258167315e-10,9.335782290394706e-19,-1.7249268636282378e-10
800,24.99996539206969,24.986269107684606,24.998773904093465,25.001125189408047,0.01472967392671992,411.0524253410206,68.33763298731958,10.19201813916648,10.819673545614794,288.07682401496515,0.9748646471297618,7.642249261973343,242.0402134046185,499.99847485741907,0.002681468056354901,32.592571280683295,17.057594459985086,-1.6313836057731436e-06,0.31355042084812973,299.64857306090994,1.3212565533565743e-08,6.638318023788764e-09,299.99999999872927,300.00000000003297,300.000000000084,2.7914247395928917e-10,-4.618332472544136e-19,-1.1840672223294423e-10
900,24.99996192164852,24.983623661108073,24.99860221621291,25.001404166819114,0.01685053002020338,403.54410324790854,72.87024842358235,11.895259763801961,11.416795894926636,286.9417534885093,1.3411936886029099,8.86483457333269,241.76731658396676,499.9975033008402,0.0029173908257577675,33.49217528372859,15.368597899719676,2.124629385591785e-05,0.41981758924851936,299.6439103066143,1.3456119814321443e-08,6.713790287523445e-09,299.9999999975772,299.99999999959925,300.00000000063443,-1.3501630318790835e-10,5.629275969632419e-19,2.0663872382060597e-11
1000,24.999961071502643,24.981392487130236,24.99847904307179,25.00148727250113,0.01929144400693404,391.6966396530627,78.23612117735117,14.993757460643657,12.669010029816722,285.9050477385192,2.12861841149193,9.550382811076267,240.32896519958544,499.9972863113208,0.0033519469083053946,34.79947420581606,14.438449168684281,2.3368389233359523e-05,0.4395499086310076,299.52401191086494,1.3661697508855304e-08,-7.353951278587809e-09,299.9999999988782,299.99999999919964,299.99999999957777,1.3046154259779397e-10,1.4463279361663828e-18,-6.637150125584533e-11
1100,24.999958603267174,24.980606238886867,24.998357786855557,25.001717334082898,0.020870307296881184,381.0235424837403,84.10848003915059,17.467627285932306,13.497820538401132,283.7174635772152,2.013656932735033,10.206465464182559,240.1209489872513,499.9955293835214,0.0037796160421897187,36.31713083079772,13.063907166949567,3.3544913574718685e-05,0.4884407505943811,299.44458032599766,2.2466898562391287e-09,4.848248916813257e-09,300.0000000066511,300.0000000005993,299.9999999996611,8.762450286838715e-11,1.6310601789913746e-18,1.7252773777592334e-10
1200,24.999951420203978,24.978275503297585,24.998183503845347,25.00174535932375,0.02303637541065579,377.5485928812119,90.370718602177,17.30458346045275,14.183666801943833,283.053666821922,2.482768801532879,10.831127923226571,238.66878487322157,499.99561432397303,0.00447684948155635,36.568222144980005,13.040668455079008,3.521954371310588e-05,0.6227768815732546,299.3504980384531,3.350946303536954e-09,7.993393318029608e-10,300.0000000057128,300.0000000005029,300.00000000030053,2.8310741172392423e-10,-1.4585968031439074e-18,-9.553555468446112e-11
1300,24.999950686161583,24.975610559801215,24.99816346110939,25.002008735082544,0.023734444948172582,364.2065111268351,93.47712941225662,19.10781823573241,14.9416748426201,281.8845900453052,3.188463543114821,11.424965149838476,238.55131616149484,499.99405928739156,0.0052969393498289745,37.01043338268738,12.558356446607686,4.1393131342708134e-05,0.7097113420087067,299.2765877457942,1.237254536960638e-08,9.268524792985556e-11,299.99999999083036,300.00000000015854,299.99999999982623,-3.372452141208474e-10,-2.4191174908640324e-19,-2.0175957434346498e-11
1400,24.9999448167498,24.973392158647627,24.997916554223053,25.002020082103073,0.025460236549312475,357.0419488400093,99.41242323516681,22.536007346399003,15.631068386499846,280.8663941627172,3.221740693152891,12.534374511761365,237.18178740691832,499.99310130743544,0.006956825301905081,37.56833644071469,11.743134882763982,3.133231024705469e-05,0.7446840362404596,299.24824305161366,4.346491236480129e-08,4.422043356384123e-09,299.9999999928639,299.99999999989063,299.99999999952104,6.176878269549892e-10,-1.2149769826427743e-18,-7.200287982272874e-11
1500,24.999937835012364,24.972628970584257,24.997884340041086,25.002297775159406,0.02672220022463259,346.8641063853956,104.58977532870384,26.41292836577488,16.155738453712786,279.44984135421856,3.894713209450791,12.890614612433833,236.9651978344189,499.99241757099696,0.0070179645770763075,37.379742490409576,11.775359795226507,5.694799542049383e-05,0.8867858163829343,299.1183592633953,1.2415046726397569e-08,-2.1361448592741537e-09,299.9999999916783,299.9999999995129,300.0000000002976,2.713686366237074e-10,-1.1719733565391598e-18,2.049637883079806e-10
1600,24.999935627954326,24.97135038519623,24.997732505292,25.002413497659738,0.029171917736692136,341.3600382730352,106.18733968593402,27.50600066712192,17.41638464021157,278.6933587882446,4.1953943950409025,14.041087367565163,235.79759112569087,499.99123998128664,0.007633652160150531,37.0404775225591,12.000949035374855,5.354409659947713e-05,0.8910111000863318,299.0993119398404,3.64099660288173e-08,7.0916997095541e-09,299.99999998973425,299.9999999995989,300.00000000014103,1.4591452952881565e-10,-6.508093106748301e-19,8.894551771774466e-11
1700,24.99993431159727,24.967510706207594,24.99751175944221,25.0025948464133,0.03289693182718932,337.64764686723765,109.82471934654383,29.385381439839453,17.626391217183734,278.04206121181153,4.754749093474618,14.232310970815028,235.74566180229175,499.9911057678147,0.009569548237041165,36.84607609177045,11.602926503345552,7.265487850961882e-05,1.0004788988794522,298.98541673499557,6.449002210406454e-08,4.6553346735837524e-10,299.9999999960065,299.99999999988756,300.00000000032594,7.398366483093626e-10,1.399129781574201e-18,1.3409808327262652e-10
1800,24.999925217704373,24.96614307282077,24.99736867985977,25.002740593774742,0.03364569989951878,329.4293168761114,112.23383407260737,32.41387291591706,18.24553355638808,276.76933218344396,4.973251339719761,15.477779134599546,235.12106914092405,499.98976799483773,0.009775602639587069,36.87047558450477,12.006537809501392,7.686828714049188e-05,1.046480939225099,298.93983960317195,7.283190774570377e-08,5.19291280829025e-09,299.99999999950177,299.999999999314,300.00000000027245,-1.876638216557863e-10,2.769581348129339e-19,-6.91438892605616e-11
1900,24.999922804678747,24.963355895115065,24.997300441045695,25.00295367205827,0.0345073608651019,321.0230908957866,116.6990616147706,36.112160769928934,18.680367755575663,275.7650620973292,5.9062455863565955,15.675699849405952,234.5737166312176,499.98806921700793,0.011301620699700874,36.61601025119589,12.158219338152088,8.669849300715446e-05,1.1928104666690917,298.8245696818751,6.87586651109471e-08,3.97774358292937e-10,299.9999999899035,299.99999999889275,300.0000000000388,4.987821160441437e-10,2.1431579912238263e-19,2.592472911960967e-10
2000,24.999919314602398,24.962788646203368,24.9970117309593,25.00292693891543,0.03859785746812967,317.9461860622411,121.66129615700527,38.361596565696566,18.913615034380257,274.2416457062997,5.913386864817297,16.13361383084683,233.63793280212582,499.98756182806636,0.013351391746433966,36.38156650177544,12.135779840256697,9.650422581426727e-05,1.249380378902673,298.7906200722727,1.0332130634959588e-07,1.3759343739341252e-08,299.9999999920465,300.00000000008106,300.00000000029763,6.027854468874843e-11,1.236993924538378e-18,1.2212655172950816e-11
2100,24.999917666201743,24.959725792323532,24.996929604525068,25.003075518838738,0.04013663127117714,306.4955992557708,124.1922235001382,43.481497564801515,19.37237475788382,274.12406160187993,6.383680525776645,16.898518219068567,233.22232296548867,499.9860724526886,0.012995731310193088,35.99860933074668,12.525538688238925,0.00012480989293648504,1.2837803006307804,298.7105887859497,9.237800121607779e-08,9.787941984162306e-09,299.9999999943811,299.9999999991167,300.0000000000376,-1.3918296589345185e-11,1.5703216108531554e-18,7.405571985479629e-11
