miliseconds,LCKi,LCKyi,LCKya,LCKyiya,LCKpi,PD1,PD1p1,PD1p2,CP1,SHP2,CP2,CD28a,CD28i,PI3K,PI3Kb,CD3a,CD3i,ZAP70a1,ZAP70i,ZAP70,ZAP70a2,LATa,LATi,GADS,SLP76,SLP76i,SLP76a,GADSa
0,25.00000088096629,25.000953992700385,25.000049484153312,24.99996117955334,0.0005112469822134938,498.3565061487012,-0.6775881960853465,-1.7734811739478935,-0.2093202948740228,300.28721634339826,-0.08766069624280758,0.07801562006595912,250.19013304168988,499.9993141134751,-0.0007418370544706057,0.16601027568028215,50.242229606701756,-9.72153195314308e-06,0.01705347884904637,299.9924787871034,-6.043741422993444e-09,4.906660614813078e-09,300.00000000715767,300.00000000035016,299.9999999999373,3.3313745253212105e-10,1.5006160030279868e-18,-1.7613210394873084e-10
100,24.999993330729275,24.996844027336458,24.999755472760604,25.000167478247086,0.0013617582192764913,482.9885783236118,11.046689318628768,2.2653915710433603,1.1054409711928856,299.1359598778764,-0.17803599199655404,0.7598141194612714,248.8252148152683,500.0008359031065,-0.00025369789315148034,5.773687868306056,43.84388644192029,-1.6370927651384256e-06,0.017937110799610516,300.03424765572817,8.630939597537045e-09,-5.641743278802143e-09,299.99999999677925,299.9999999997117,300.0000000002876,5.828592023793312e-11,3.352428935852981e-19,1.9620507516697046e-11
200,24.999994012952058,24.99626979752502,24.99973774524044,25.00033169105425,0.0029760162136261174,477.3736514416617,21.468244330554754,0.7917794899778953,2.083648631529141,297.44354751362096,-0.10345074989023016,2.240838558683097,247.87625698328299,500.00062879577433,0.0004206329115945301,11.636804199481492,38.58886391778237,6.953561689807867e-06,-0.014975618739272688,299.96372590879065,3.1063341409878764e-09,-4.3613578073978584e-09,300.00000000418606,300.00000000029166,300.0000000005317,-4.3365769190328574e-11,5.307475910529148e-19,4.832488309190736e-11
300,24.999988712143693,24.993710175038892,24.999557264701807,25.00055577014959,0.0044329699858273045,466.3278119864968,32.164556948088034,1.3403512488944929,3.6151196542362625,295.97322790397334,0.2898736745338469,3.2767857197123624,247.2247162105588,499.9991563242184,0.0005143880656299643,16.469891074613717,33.75544624405504,-9.89057060038161e-06,0.04919130454194537,299.9554571745903,2.6298161513269005e-08,-7.474172060588386e-09,300.00000000026876,300.00000000005605,299.9999999993593,3.8920539751374383e-10,6.111247539905766e-19,-1.3143191132674772e-10
400,24.999981131403036,24.991851418290697,24.999443611857547,25.000538983818114,0.006202710292310756,451.19267608649676,38.08744984892746,0.7647695737781166,5.25742674401365,294.08107169258864,0.5225245768524707,4.166182129484365,246.08963700201218,499.99880597925267,-0.00010460840742428361,20.825630515012985,28.92487312746742,-8.519262275564406e-06,0.0776555279635754,299.88023019917387,1.1091095436847126e-08,7.668864727060988e-09,300.0000000088835,299.99999999917486,300.00000000032014,-6.200886347914949e-11,-4.966527884389542e-19,-2.6968449004780197e-11
500,24.999980151295667,24.990845123718408,24.999256064924104,25.00077983353196,0.01065177101510461,441.9408959945069,48.52681851495847,2.3454392602715513,6.859521028768677,292.39074656530363,0.6470394470472352,4.728150794173325,245.31565586366855,499.9995465896933,0.0005346851026767603,24.33047092757786,25.538720203400743,1.0628012034803977e-06,0.16979726164794204,299.88539330019984,-9.018921702893646e-09,-2.7770260508600563e-09,300.0000000056982,300.0000000002579,299.9999999999783,-2.631159383662065e-10,1.466945429720445e-19,9.11390207494056e-11
600,24.999978773776576,24.990123900443024,24.999187238696038,25.00083743784959,0.011125149006074841,429.50463752658584,53.92684527370105,6.938075458204211,8.367800712075795,290.7935909994221,0.5585429910010598,5.580788525013869,243.81036423100846,499.99856712226676,0.001549481027785344,27.297069017512033,22.101987642006904,1.5999527215208902e-05,0.17365013097863605,299.83317301294005,-1.4754159726583891e-08,5.727013124142909e-09,300.00000000646367,300.0000000006681,300.0000000002216,4.889415450432903e-10,-4.564983548102615e-19,-3.7165577592219797e-11
700,24.999974916145838,24.98762398409419,24.999065002446645,25.001128121458468,0.012655021365873483,419.23010588635793,61.02441161399849,6.959422148531516,9.622591418835587,289.12130150200113,0.9245632187219857,7.102509913478722,243.09370820452148,499.9979845324043,0.002517209080504933,30.07488402517025,19.639501561759282,1.6260984650773853e-05,0.24852285036334953,299.7782122098028,-2.1630209683942993e-08,8.016584028830784e-09,299.99999999456213,300.000000000072,300.0000000003753,4.0450793552073086e-10,-1.5847083529460844e-18,5.7999998729151986e-11
800,24.999967566639487,24.986025752217927,24.99871104728129,25.001211851755198,0.014070115864373218,409.9830599096786,69.28248687091529,7.589216247969109,10.50115257629718,287.8912748301691,1.3504967751752377,7.79526671852399,242.2141738578061,499.99705083775814,0.0017465939808686932,32.524797276697406,17.17266687887573,-7.643276314048635e-07,0.3198148590591481,299.6706411903043,1.6696624386398174e-09,7.276109926301495e-09,300.000000007613,299.99999999928747,300.0000000001356,6.369098993950281e-10,-8.489235911219021e-19,-1.6656380101449808e-10
900,24.999963133379126,24.98425379501561,24.99877938976524,25.00127660061764,0.01819046800905909,406.660307218922,72.25512263814232,12.702349125414349,11.338511192340057,286.68343545241385,1.8781137671436472,8.555069269063315,241.4189483074117,499.9971598295627,0.0026310240867178252,33.66220230769962,15.515525769081611,1.2991300939045935e-05,0.43349621399143584,299.6160540405983,1.4392744312520434e-08,-4.4810488090882376e-10,299.999999999846,300.00000000029434,300.0000000001674,5.432260207350526e-11,-8.202005941086958e-19,-1.5702319418695808e-10
1000,24.999957186007737,24.981183241171507,24.998623493483656,25.0014788663767,0.01740291127352362,390.4043778890847,78.6769583201434,12.717306870007475,12.89467622176378,285.15896438800866,1.8257700323495278,9.691540473222693,240.50937642923586,499.99736387374156,0.002673933340805017,34.743962894173116,14.422846880864466,9.041223930484126e-06,0.4533820095427935,299.4874370113978,-1.656160389053321e-08,5.2421388974978195e-09,300.00000000772724,299.99999999921016,300.00000000059254,3.0675968183018173e-10,1.4305783251012545e-18,-1.2477083740507594e-10
1100,24.999956668058715,24.978425291168065,24.99835961880964,25.001686253798994,0.02114823613657678,384.0660649645653,86.46088773158054,14.42927684391091,13.141073883775443,283.77898429204384,2.1105460625553034,10.31707041024193,239.5282799823,499.9963857638983,0.003734354563120587,36.34036621530376,13.28900100275425,3.3103244097647875e-05,0.5355338166727307,299.48935385004205,-1.3780429721087475e-08,-1.091704814695181e-09,299.99999999312735,300.00000000026523,299.99999999997146,-4.067434322230393e-10,1.6154949365300207e-18,-2.337809234875859e-11
1200,24.99995213076347,24.978490172027307,24.998232341724787,25.001706467597366,0.021867460675848584,373.82096366815546,90.8234579097409,19.216665897648582,14.388026986512351,282.8413450103797,2.897823739768719,11.095796748974305,238.7853311521177,499.9959374171286,0.0045489331484137975,36.35172767834342,12.565083701349018,3.294269138665334e-05,0.5802311155526123,299.3661321071028,2.696065917973423e-09,-2.4399364197509594e-10,300.00000000168075,299.99999999922625,300.0000000002611,5.329545412099361e-10,-3.396425043073471e-20,1.2018196247839332e-10
