milliseconds,The_FOD_in_the_circulation__X1,The_FOD_in_the_metabolizing_tissues__X4,The_cumulative_FOD_excreted_in_the_non_urinary_pool__X3,The_FOD_in_the_gallbladder___intestinal_lumen__X5,The_cumulative_FOD_excreted_in_the_urine__X2
0,1.0114220928862196,0.005757986477512876,-0.002845225572026089,0.0036296160638756873,0.00489479823326753
100,0.07247704915443416,0.676529897760195,0.004335674609361734,0.05797752363878458,0.2043353301948848
200,0.018514185838761184,0.4697921925974318,0.011220760530321916,0.10385321226314777,0.41262233534619286
300,-0.005640150630205857,0.3096251738353031,0.030598129623449412,0.12524935331934872,0.5551754647031913
400,-0.006286829318502023,0.1986954683107087,0.04654099371431993,0.12133224265308074,0.6184344978548568
500,-0.01017614734221995,0.13052919790713835,0.05715175313126669,0.11287880441044654,0.6879978801967516
600,-0.0016169307918902063,0.08405064177315275,0.06931613228317718,0.10279971520421827,0.7268825504432009
700,0.0014834756597264095,0.06758102240827335,0.08051606215541823,0.09335856633785419,0.7565083158764339
800,-0.006540323506449709,0.05446087557054502,0.09077521392400009,0.07990316476563891,0.7938728193682836
900,0.011952267882518552,0.042450247828835726,0.10346222569335455,0.06500709664606276,0.7951646024987358
1000,0.005838083606740333,0.024027066346711715,0.10978428503596563,0.05331600138832085,0.814232183918481
1100,0.0057362959299424405,0.034511471581980195,0.11219057197377773,0.04598915511969052,0.816065290930683
1200,-0.0029351371902063953,0.01923875038928784,0.11768079909180934,0.036729553764550914,0.8294526423338239
1300,-0.012220058621058127,0.011223488029517663,0.12470358821379891,0.032375497331876564,0.8246836772443011
1400,0.00797461873240572,0.0036577992849918892,0.12721022387178385,0.027637105291671904,0.8360096716227944
1500,0.002481270906837056,0.0019369880520485007,0.13200241192078607,0.02222072368653874,0.8247336249910102
1600,-0.012990729941263377,-0.0006408894178896122,0.13422458642000828,0.01585183777395771,0.8308832884261617
1700,-0.010672502354001514,0.007063356104309073,0.13541332880404344,0.014767087159445877,0.8585478402654613
1800,-0.012871946566940674,-0.00458159118104016,0.1350012073746864,0.01258662491334969,0.8390404150151072
1900,0.0015788739761602678,0.014478784127384407,0.13596563724881475,0.008273968641735581,0.8401313634065076
2000,0.004789034817351659,0.014533989137797656,0.1403443844903818,0.009669222289155942,0.8651248562365336
2100,-0.0066819421731684455,0.0043877784531847815,0.13644088837701993,0.010358737049966493,0.858493207588282
2200,-0.00896687016074149,0.005379979317102027,0.14008812174746477,0.0056096985459782285,0.8460530421999124
2300,-0.006475930110254748,-0.008640378394028732,0.14309896406717665,0.0019529029975333934,0.8516203355392727
2400,-0.007283867480510252,0.008589696575463322,0.14097556799094232,0.003775911555638869,0.8567470645269838
2500,-0.004643597379456312,0.00023810123937317656,0.14413506340774318,0.0020687162040616755,0.855444186611321
2600,0.009039784397460449,0.012351356967339584,0.1420913519096084,0.0015047596634879,0.8548533041065218
2700,0.002673016165418883,0.0032281709948193977,0.14527559625714448,0.002386340750468921,0.8497499649797873
2800,-0.011790167810164282,-0.010871302536375211,0.14347012051671015,0.00021022107959159635,0.8542351189775409
2900,-0.008013233159493708,0.0114385209527425,0.1395668792800867,0.004617482656567499,0.839897589074701
3000,0.004872411528808489,-0.003731995002258967,0.14408922280007935,0.003890874377382291,0.8702064161675783
3100,0.0035175788823280795,-0.005126613080295613,0.14194475094040765,-0.0014417794309009972,0.8491390952632175
3200,-0.0030071141942167147,0.007512703692631236,0.14542316843622452,0.0038962802395635337,0.866182631445062
3300,0.0026908199870393124,0.0013015673308520515,0.13978577448955568,0.0037021312427357746,0.8677367670710964
3400,0.006564981137534778,0.008970607406702422,0.14065805725979189,0.0025625867303155575,0.84857036164136
3500,-0.006304004916332651,-0.005956877391300729,0.14420505769793562,0.0009542847107817254,0.8541426349104743
3600,0.009952111728164638,0.00125731719117681,0.14164038403230947,0.002308212666535845,0.8518927689234913
3700,0.003157510953592977,0.011698243360103906,0.13874735311517852,5.3334699776942164e-05,0.8609109280771944
3800,0.0060087882843151705,0.004728849811635759,0.1458354899684904,0.0005769457476045023,0.859876718264698
3900,0.008710110720685768,-0.0005671036600108873,0.14565723797073246,0.003237955225875506,0.8665593273736685
4000,-0.011589561012809646,0.008630517185813487,0.14437255732532436,-0.0015621043728317114,0.8461461458846805
4100,0.0010769702123158333,0.0028087547323968074,0.1451451198570693,-0.00019041766527695653,0.8533196363487866
4200,-0.002639870710120834,0.008236978530854111,0.14525302499700646,0.003672975114231912,0.8443336208885127
4300,0.008957368827818177,0.0001571365342406271,0.14097377166330965,0.0010175768104014815,0.8440533311038732
4400,-0.013383592286866027,-0.0021875907798870197,0.14460927714390023,-0.0032553218131373936,0.8701597291838938
4500,0.010104391692538123,0.008004090055270651,0.1411079921875836,-0.0006521512053038133,0.8734942000354576
4600,0.003738043951957697,0.0059962347546207405,0.14485043455795063,-0.0025347400257798034,0.8407601978835454
4700,0.008564280752886675,-0.0023200133529905293,0.1456162434319046,0.00343311730410003,0.8678948410922552
4800,0.007828412503881525,0.0038933971564793566,0.14111526246242703,-0.0014046764817861577,0.8523318474401763
4900,-0.002178494839453615,-0.0009149681402098116,0.1411565081753779,-0.0006920974937529101,0.854302305083523
5000,0.008715759549921159,-0.006347689908836316,0.1435563186393256,-0.0003630573116290402,0.8649336061530442
