milliseconds,CaER,Ca_Cyt,p3
0,0.0008507134150028758,0.001040439056675873,0.9500703237371858
100,-0.02903749244437398,0.0282657776058829,0.9504128079506674
200,-0.039565533577939564,0.040525564534201995,0.950962989805098
300,-0.04599056355849243,0.04760853033271428,0.9497488766388553
400,-0.051199109771991484,0.04988695266511865,0.9502771790677518
500,-0.05257638898102564,0.05377529248893844,0.9485843040561074
600,-0.05764149697874488,0.05704209288315832,0.949282283027564
700,-0.0571219220630058,0.05956194072925275,0.9478042472373789
800,-0.05993537451252024,0.05988195132444311,0.9469285794177305
900,-0.0624450992466158,0.06230768526357476,0.9466698179380483
1000,-0.06318877398291467,0.0630017742412342,0.9443506006081448
1100,-0.06733335433542947,0.06519097336167952,0.9430092481029689
1200,-0.06804578769371156,0.06806791608329983,0.9414271801500046
1300,-0.07054903413702422,0.07024876475825148,0.9410146598340896
1400,-0.07187820519207791,0.07112393229246883,0.9390662501876734
1500,-0.0713246606528675,0.07187905150681792,0.9389846601337305
1600,-0.07565603112178369,0.07474129368955751,0.936969462953193
1700,-0.07692890603561704,0.07496947304057557,0.9360565615652487
1800,-0.07682049670525097,0.07761248918254623,0.9353959370871036
1900,-0.07994075270188966,0.0788761872284602,0.9340129102740765
2000,-0.07982048887034988,0.08162977299002544,0.9314166067318882
2100,-0.08212395231736837,0.08122147302080444,0.9307453722429937
2200,-0.08434862452801078,0.08320931478934589,0.9301247583906546
2300,-0.08598267360225764,0.08618463316681388,0.9280687342192321
2400,-0.08751059007194165,0.08625173782686993,0.9258725260181041
2500,-0.08891251388877637,0.0892060540998915,0.9245236524474411
2600,-0.08984468551556139,0.0909408556233876,0.9233609816851697
2700,-0.09233574485406824,0.09259054660208434,0.9224486762212788
2800,-0.09212525480175293,0.0926349640828513,0.9209110211585398
2900,-0.09410921082934225,0.09431982843456635,0.9194922521572916
3000,-0.09545222844198481,0.09594330638503848,0.9163756431953711
3100,-0.09794733273449313,0.09713964908019654,0.9163172618553453
3200,-0.09980388292125636,0.10142163256235802,0.9144842462956286
3300,-0.1012320713102104,0.10256594425888091,0.913644019315588
3400,-0.10354274459943794,0.10378271754792102,0.9113512070377631
3500,-0.10625676080994842,0.10563007856945995,0.9102582896257729
3600,-0.10673713205014802,0.10649411243390204,0.908648102648533
3700,-0.10936289620845537,0.10783841572935574,0.9064519543264801
3800,-0.10885588043988996,0.11070734989258961,0.9052934539677714
3900,-0.1131530787718691,0.11245977475965546,0.9036857813965068
4000,-0.11266476020475105,0.11484939806764993,0.9021446170009884
4100,-0.11394100015405956,0.11583368110410637,0.8988134315562764
4200,-0.11560003086406694,0.11675905035783095,0.8979216729759969
4300,-0.1194301729886068,0.11787932361826335,0.8967660408399389
4400,-0.12157614689274962,0.11986873798723942,0.8935778874995591
4500,-0.12118525434022681,0.12257147640356905,0.8926213097635227
4600,-0.12305428080348978,0.12514811571037399,0.8903158693419435
4700,-0.12665975064011142,0.12539787554920773,0.8889336778330379
4800,-0.12910709090070496,0.12702582584343164,0.8866885712738626
4900,-0.1312168305483413,0.13041004746857526,0.8850105317866825
5000,-0.1315869404175322,0.13278810042768843,0.8851764667356153
