miliseconds,CaER,Ca_Cyt,p3
0,0.0013468613057773355,0.0010084765805528455,0.9503821496894466
100,-0.027886188268930488,0.028245435478114006,0.9519602818362578
200,-0.040358051840334835,0.04086822720688535,0.951092919401737
300,-0.046683627551716504,0.04532784136431721,0.9504680318515614
400,-0.05158791369412299,0.05027432194623191,0.9499198411946854
500,-0.05236022383749589,0.053037202713925556,0.9487116624594
600,-0.05499314540524553,0.05538555653143033,0.9479545266182727
700,-0.057337904790248355,0.05735879388990277,0.9471668056209245
800,-0.06181754707521031,0.06021838483631262,0.9462826602816895
900,-0.0627444133898707,0.06119277748016201,0.9459415537407049
1000,-0.06310406764369843,0.06400325515759522,0.9443170638083194
1100,-0.06552601259104868,0.06465126822222637,0.9436236562013005
1200,-0.0672260037169192,0.06640416210156654,0.9417335615418839
1300,-0.06814064716169113,0.06896513448903203,0.9412816538495048
1400,-0.07100407232673206,0.07049106257332091,0.9395031749435414
1500,-0.07310314302666794,0.07401000906608442,0.9391915249858097
1600,-0.07313301219122176,0.07500096932070865,0.9379781048511647
1700,-0.07647689220443103,0.07461337095621444,0.9364004171587719
1800,-0.07789774034487576,0.07823004090266084,0.9356452256067359
1900,-0.07929242883803136,0.08027270079441201,0.9327330424413408
2000,-0.0793558032512811,0.08096205982955483,0.9317615698885284
2100,-0.08218778555397946,0.08187026734671667,0.9316336579256089
2200,-0.08301327348194729,0.08289503536991222,0.9296107129688465
2300,-0.0862580377890511,0.08513183745757845,0.9286291238101192
2400,-0.08595632333863135,0.08589052949158955,0.9254334443953869
2500,-0.09008612400909363,0.08751480034682828,0.9247306341765498
2600,-0.08945436360132533,0.08897183607057486,0.9226346353242775
2700,-0.0933372535170615,0.09180165385731419,0.9218454278236973
2800,-0.09455239780153113,0.09249827886566468,0.9197107508798414
2900,-0.09496851606857776,0.09588739477782202,0.9186493782361278
3000,-0.09732130448863811,0.09718406485271656,0.9168842888098478
3100,-0.09788998098743612,0.09724550275303648,0.915898671309869
3200,-0.10091049473034297,0.09948710889903657,0.9139107203941436
3300,-0.10077308208775691,0.1009004352157594,0.911952575082585
3400,-0.10374662509198716,0.10370536784890616,0.9113706969269874
3500,-0.10430982038178611,0.10456866022640571,0.9091153925437458
3600,-0.1067208868072,0.10558701964556047,0.9068117942763351
3700,-0.10931421448710604,0.10919660190375555,0.9053398081577387
3800,-0.11066381810361893,0.11061232782263958,0.9041774225237248
3900,-0.1122622263193234,0.11088898165980003,0.9022709689263316
4000,-0.11307811060110831,0.11214321672744101,0.9017916786916795
4100,-0.11579628507070278,0.11661584332282993,0.8986539734711922
4200,-0.11616034275050101,0.11576520449843342,0.8980944358370769
4300,-0.11745202234720928,0.12002989664475144,0.8968619169029332
4400,-0.11925110771654641,0.12133555833774032,0.8936167722693567
4500,-0.12310995098316263,0.12237896688375141,0.8920908055363661
4600,-0.12428625048924012,0.12496853086120376,0.8921739489790979
4700,-0.12588787477476215,0.12670358352336092,0.8902837162482662
4800,-0.12899797245028163,0.1274870124918538,0.8884627564922064
4900,-0.12920017611917273,0.1290512629426156,0.8851875599847501
5000,-0.13259094990258521,0.1306983262422177,0.884346151612809
