milliseconds,glycerol_i,cin,glucose_i,G6P,trehalose,F16DP,F26DP,trioseP,Gpd1,pyruvate,acetate_i,ethanol_i,Hog1,Hog1PP,Pfk2627a,Pfk2627i,AOG,gpd1mRNA,stl1mRNA,Stl1,AOGi,Fps1r,biomass,cellvol,glycerol_e,glucose_e,acetate_e,ethanol_e,trehalose_e
0,0.116853,0.582563,3.77698000000001,0.646862,0.00257159,0.114837,2.40605e-05,0.0720062,0.0277851,0.0719874,0.930515,18.6912,0.318338,0.0144726,0.0126922,0.129599,0.00256398000000001,0.00128636,0.00193856,0.00430388000000002,0.0264139,0.387529,4.52796,0.00024000000000000104,0.00209012,0.111384,0.00188616,0.0179347,0.000146951
100,0.11683172436835988,0.582459008577397,3.7762542146530556,0.646888329062762,0.0025707717349443787,0.11487207367659383,2.4058119305052507e-05,0.07177776971768728,0.027780603674179363,0.0705553265026238,0.9303739359821434,18.68716659149502,0.3183991847181878,0.014352006346209778,0.012669004367344326,0.12959679569425947,0.002563962791282417,0.0012866761251697219,0.001938482926414964,0.00430325537865955,0.026413917208717594,0.5782922306940779,4.528052759524798,0.00024004284926694072,0.0020901226171614103,0.11138385508629911,0.0018861835490148243,0.017936155943709415,0.0001469510027513088
200,0.11680957434931917,0.5823564061517169,3.7755374485862623,0.6469161323793717,0.0025699598812238874,0.11490729014047647,2.4055729347564398e-05,0.07155028573023864,0.02777617377934719,0.06915282798517543,0.9302339261891928,18.683149758427138,0.3184550310281987,0.014237544616318175,0.012645527736808337,0.12959521164934426,0.0025639455603746605,0.0012869951470984766,0.0019384104331260025,0.004302640998038656,0.026413934439625343,0.6657741617035214,4.528145555141477,0.0002400851412007893,0.002090125971032447,0.11138371017158337,0.001886207096047809,0.01793761167173061,0.00014695100550164933
300,0.11678715546246611,0.5822551744456098,3.774829582997752,0.6469453905104431,0.002569154355855831,0.11494264664289501,2.4053330025413524e-05,0.07132374229202902,0.02777180944687613,0.06777936068420042,0.9300949637412236,18.67914942503136,0.31850587888064397,0.014128864418103394,0.012621794642999092,0.12959421886639852,0.0025639283075862443,0.0012873170275127515,0.0019383424602436139,0.004302036724111468,0.02641395169241376,0.706822679540047,4.528238386559521,0.00024012688274216532,0.0020901296652456173,0.11138356525585277,0.0018862306411069837,0.017939067184186613,0.00014695100825102837
400,0.11676473793144136,0.5821552951114686,3.774130498635576,0.6469760839240447,0.0025683550755852746,0.11497814041273506,2.405092124651833e-05,0.07109813367444712,0.027767509804730573,0.06643438748041643,0.9299570413238479,18.67516550712829,0.31855204755455696,0.014025635990784841,0.012597828136775232,0.1295937898131547,0.0025639110332226515,0.001287641727941397,0.0019382789476244087,0.004301442422315526,0.026413968966777356,0.7269394585950977,4.5283312534914515,0.0002401680808783995,0.002090133521634549,0.11138342033910734,0.001886254184200468,0.01794052248121233,0.00014695101099945258
500,0.11674244182122093,0.5820567499210453,3.7734400770272036,0.6470081932054368,0.0025675619577255355,0.11501376869218044,2.4048502928085914e-05,0.07087345419974425,0.02776327398651338,0.06511737834573303,0.929820151476704,18.671197917800686,0.3185938369355148,0.013927549035226671,0.01257364987527543,0.12959389838021876,0.0025638937375850623,0.0012879692101324695,0.001938219835501753,0.004300857958952514,0.02641398626241494,0.7375861677716925,4.52842415565331,0.00024020874256519664,0.002090137459772025,0.11138327542134706,0.0018862777253364348,0.017941977562951107,0.00014695101374692844
600,0.11672031977116822,0.5819595208395584,3.7727582009599074,0.6470416991395767,0.0025667749204846815,0.11504952875147441,2.4046074996038446e-05,0.0706496982496194,0.027759101135001116,0.06382781037251037,0.9296842867132927,18.66724656974698,0.31863152871982003,0.013834311552092079,0.012549280206901148,0.12959451981418804,0.0025638764209703954,0.0012882994362176184,0.001938165064732724,0.004300283201735997,0.02641400357902961,0.7439189895660663,4.528517092764649,0.00024024887469564248,0.0020901414431367545,0.11138313050257191,0.0018863012645231089,0.017943432429554488,0.00014695101649346253
700,0.11669839407507518,0.5818635900568503,3.772084754682679,0.6470765827459638,0.002565993883102373,0.1150854178952287,2.40436373844764e-05,0.07042686026845432,0.02775499040363098,0.06256516779252197,0.9295494395723376,18.663311376261202,0.31866538752208323,0.013745648752061145,0.012524738250114078,0.12959563064646415,0.0025638590836713636,0.0012886323687817023,0.0019381145769021713,0.004299718020021892,0.02641402091632864,0.7482555284026116,4.528610064548496,0.00024028848408689398,0.0020901454549853934,0.11138298558278191,0.0018863248017687616,0.01794488708118208,0.00014695101923906117
800,0.11667667335235177,0.5817689399993773,3.7714196239838635,0.6471128252922062,0.002565218765902073,0.11512143346495685,2.4041190035177494e-05,0.07020493476417412,0.027750940957073488,0.06132894198756118,0.9294156026386953,18.65939225160367,0.31869566190045057,0.013661302037452564,0.012500041966648126,0.12959720862296942,0.002563841725976535,0.001288967970890084,0.001938068314362997,0.004299162284897346,0.02641403827402347,0.751633702200137,4.528703070731307,0.0002403275774747757,0.002090149487504231,0.11138284066197707,0.001886348337081712,0.017946341518001417,0.00014695102198373076
900,0.11665516021336626,0.5816755533336923,3.7707626962136542,0.6471504082981464,0.002564449490305705,0.11515757283993307,2.403873289711577e-05,0.06998391630805013,0.027746951971399543,0.06011863149412273,0.9292827685508628,18.655489111103392,0.3187225853369242,0.013581028023893582,0.012475208231631348,0.12959923263487585,0.002563824348170393,0.0012893062060971468,0.001938026220248127,0.0042986158692067565,0.026414055651829613,0.7545285753679397,4.528796111042942,0.00024036616151187993,0.0020901535368208707,0.11138269574015736,0.0018863718704703223,0.01794779574018787,0.00014695102472747748
