milliseconds,ATP,ADP,AMP,GLC,F6P,FBP,GAP,NAD,NADH,DPG,PEP,PYR,ACA,EtOH,P
0,4.498795152102246,0.10855136431569827,0.00685298960489441,0.02685869310926046,0.6518070881454314,0.03321381397033067,-0.00048552978198634976,3.6362181206713027,0.6138322961124155,0.3173290784057264,0.0018239179093298406,0.0015449753962642693,0.0693344739504391,0.32948185642173283,0.0014296244493189967
100,4.474892500126614,0.1112233626236947,0.009882530838312236,0.07481245090248682,0.6480692350205314,-0.00631428625719035,0.004355299027437172,3.633750970649436,0.5853660603702829,0.2720839798040894,0.0022399818022040253,0.0021580674044613703,0.07511070752137022,0.32694356558220183,0.0020464141994272324
200,4.4632682325586766,0.1085067647557758,-0.0031600634568392525,0.0878002386130813,0.6621274793699784,0.03934663456221535,0.004294616136240564,3.645368822122556,0.5697963336305373,0.3015480136645524,0.0016757809460563086,0.005715199185708743,0.08158790735126381,0.3245837338165269,0.007512303435014153
300,4.452879548461399,0.13981340047093815,-0.0005503221157844356,0.1010096488711096,0.6799512352774574,0.02380607593044079,0.005737129625507796,3.6150967650812715,0.5850681126270383,0.27983301402932864,0.0024671314464806597,0.0072726518764131875,0.07942796083195754,0.3237335077891648,0.011232983927467095
400,4.450555301444321,0.1540028706124719,0.0025047765688177366,0.1382310465721293,0.7215610583816631,0.009232537473807263,0.004510477119902231,3.670378249818084,0.6377599025153808,0.3031381023943846,0.0021898345641060885,0.001568452926962568,0.06312510721986718,0.3369782808015395,0.014065672195373493
500,4.393195661728879,0.18011208542080104,0.008302370437775566,0.1684654713829729,0.7315073255369049,-0.01160680276528276,0.006305835879999309,3.646027992669822,0.5809408483721435,0.27625654583322506,0.0022172524026218537,0.008929065221328752,0.06546081917604517,0.36884221636790404,0.01864019810216902
600,4.343028994825775,0.21328119805462512,0.005280381180234189,0.1806975149482071,0.7645482035489514,0.056984447447754834,0.004373886542467262,3.5986954330479013,0.5804348638189432,0.2590009382822556,0.002305794766557435,0.003642913559043252,0.06496372881414413,0.3569778688870326,0.021631376686968344
700,4.294534666003824,0.25850347134674373,0.021137295589505944,0.20223318546386426,0.7715399359378098,0.06580869939549874,0.008994994606283703,3.6129495013248087,0.6375416299031835,0.29847660156288924,0.0034277727974451255,0.011685457346322179,0.06561010398913618,0.36025145450567536,0.02406514983653974
800,4.248589175576962,0.330912104892595,0.019041560165079314,0.22511666864373325,0.7702942450060061,0.08610633584638737,0.009677435217059015,3.6673724749737353,0.6215319804404693,0.2942520270946212,0.003390671911856941,0.012627339994051946,0.06971359312774303,0.3587010788064837,0.027415454887267907
900,4.1973413866787554,0.36960851149057905,0.02386508414750789,0.2640721229534475,0.6905802701975038,0.11034575947025893,0.01539869768499751,3.615081951571789,0.5722091575498081,0.2610948423992959,0.0030958659835610557,0.015032305407801897,0.0741290873937353,0.3634019575075794,0.031563298951575565
1000,4.134209632049707,0.466765446153209,0.03930777212252644,0.27044624105306136,0.669333331657041,0.2015462355321338,0.02724269252562502,3.6521190295385653,0.5976888673848908,0.28616493644839996,0.0036600777643716574,0.01104669276016057,0.08239730026774586,0.40111105640806777,0.036913190494972756
1100,4.040301066133934,0.5152437127002952,0.06654785877450398,0.28335392125757286,0.60889658657415,0.28859686674161433,0.041242914401323334,3.623830134296534,0.6372939524852322,0.3295496149889847,0.0047515231488398256,0.017674823091021107,0.07045980288107484,0.3686073404212651,0.039192138296151716
1200,3.8847623606324273,0.6107136927105186,0.09316413218030492,0.3222412425599205,0.5224378546358183,0.3818016293173922,0.04911399517297074,3.5311209008128,0.650852688081725,0.31128507708031633,0.004994042369792881,0.01898655892716162,0.07661543142970467,0.3569526669307254,0.03975320565943207
1300,3.8002190114066163,0.6868114472840929,0.1073582960266527,0.3224903741175985,0.39022019797750956,0.48623129431625667,0.061873452691260274,3.558730928140954,0.6689983717758295,0.3307225775225769,0.006381976373963221,0.02310526898034996,0.09673572609546525,0.3766138530728188,0.04369208487318504
1400,3.7302926030588512,0.7273883896769708,0.13983800310104177,0.32667257035224667,0.3344495652036722,0.59670781974123,0.06964620788738075,3.4598306290973584,0.7854107041962347,0.3529132283591537,0.007319010779316503,0.034767441328126,0.10604912054373827,0.4083790277656733,0.045833461360024814
1500,3.676781000250202,0.7791279805052467,0.1710100420608679,0.3525492274214503,0.22135380451007505,0.6768824378809082,0.08314432924657313,3.465147464969035,0.8057342238545725,0.4053285078507183,0.008786403637010578,0.036583846564081465,0.10933604967434113,0.4301697821653641,0.04754217686234652
1600,3.583175076195062,0.8279082817633553,0.19216290380146903,0.36748356838194374,0.16616193611215302,0.767737370794639,0.08943811097336422,3.3713675470980244,0.8775668406152256,0.4324585242774811,0.009770106277794573,0.0433426024051348,0.12659676682438403,0.4274770786504788,0.04737779804468255
1700,3.5089529670039323,0.8645898132161058,0.2112729779819252,0.3890694561403223,0.11602751629538147,0.8314047509914667,0.09644404864544597,3.3704943081236864,0.8828641543803499,0.45304985049153523,0.010519611386724971,0.05075826107150664,0.1484706722007462,0.414790875051529,0.04727463871009408
1800,3.514982744402419,0.868639541190559,0.21384257243021032,0.4242399967141362,0.0602831120657325,0.8426260217849932,0.09831510265304717,3.310241745078096,0.914667069513802,0.5001314841466783,0.01131611590209942,0.059901237633096224,0.1627400409065873,0.47036891459603275,0.049367960314504564
1900,3.4894967396639367,0.896051683421921,0.22073897471908588,0.4220197003237053,0.0718552434088874,0.8823740415939839,0.10013079911780162,3.207092033009718,0.9865963866871695,0.5185507152619587,0.011648907714415041,0.0655643938983005,0.18370252726554775,0.4729488867323607,0.047411787923747374
2000,3.535488226285092,0.8836879154251217,0.22175103607595703,0.4575777108855572,0.08234465288796244,0.8958197706673646,0.10480715824706648,3.2191380129685285,1.0722637730721887,0.51033189740583,0.012388474604928557,0.07415962716997887,0.20071497960075385,0.4365236199710043,0.049774168401719894
2100,3.5411578403618638,0.8779470646206188,0.21002632665987875,0.45250484021340415,0.0800148311541713,0.8611985813485064,0.09888985199456189,3.122205639696195,1.1322809519083354,0.546972728082504,0.012828875336772448,0.07376781672324079,0.22534250062903965,0.479112216102939,0.048852820236071064
2200,3.5023999196214097,0.8467708269696924,0.21612237293433295,0.4759173725338453,0.06976184669333176,0.8912615736667471,0.10304268539463843,3.12788360930203,1.1185244614468153,0.5757106642908321,0.013106497179859757,0.07714306035481579,0.22235333375455882,0.5074976399616652,0.04982668070883259
2300,3.562092842727695,0.8677350166973417,0.21201774266795395,0.4737812242225417,0.047556679527933826,0.8654866190503275,0.10449300979494347,3.021522788592453,1.2036683977559515,0.5947759888780196,0.013630088733157268,0.08825744445601097,0.25320612433510004,0.5220454107478841,0.0496512796020016
2400,3.5569941462520176,0.8597219616851173,0.20248933389975698,0.5036631424797351,0.04346406437565017,0.9106737059515051,0.09877871878797186,3.0041595686825144,1.2530243255524098,0.6440351170200711,0.01409148312395995,0.08861876321996719,0.2602701982134937,0.5836230357723212,0.051245580464055814
2500,3.5593600997057537,0.8379269515777067,0.1951227632744629,0.508645166011458,0.05464507112322743,0.8725010072221224,0.10377439012550514,2.9540943313009276,1.2348142349075892,0.6328922117378873,0.015307004343601379,0.09288614728128197,0.276604928098347,0.5885303020548183,0.05037617003936494
2600,3.587023734293127,0.8126362092746752,0.19694321402477719,0.5247981711300739,0.0714109860684383,0.8794547547559122,0.10424875228857451,2.9198859778032107,1.2851521633316108,0.643238258936913,0.015266592663662001,0.09879045490221854,0.29064356910347133,0.6578243309937952,0.05131894026475354
2700,3.5834873057884598,0.8199818823704532,0.1832860957639702,0.5544196616366417,0.08459359764587027,0.8702107463242974,0.10153602616533425,2.9041280791939053,1.29792049805121,0.6993051576956325,0.014955065431581788,0.09977834423896098,0.29577136868476533,0.6403121346174614,0.052397333573420767
