milliseconds,ATP,ADP,AMP,GLC,F6P,FBP,GAP,NAD,NADH,DPG,PEP,PYR,ACA,EtOH,P
0,4.476097551412706,0.13145872792693727,0.00454745397756744,-0.0007083344606488486,0.6440937493143005,0.04177537702308685,0.0016589522513920257,3.587164034654585,0.6159886354019435,0.3110514182653096,0.0023696346820759853,0.0023172700297638136,0.06712075468711176,0.2985689386252657,-0.0015042463023576718
100,4.459093173326112,0.10236900061482002,-0.002524593552972256,0.048683310464690856,0.6918790854964184,0.03249432516611911,0.002713377739727704,3.6013781069160853,0.6104499028279038,0.27319381579133545,0.002222888285831188,0.007033956617785961,0.06530365972091147,0.3531043741226795,0.0037965609171518653
200,4.43691157086073,0.14774924194615346,0.001062201030555497,0.10459089324967626,0.6948758006761384,0.029360139683783468,0.0004080663901137888,3.613802059891618,0.633884868865487,0.2806959608334483,0.001967990754674719,0.001911220114935555,0.07959062711280038,0.3891414420813825,0.005320395904780869
300,4.424009990350045,0.1660790061780048,0.005338402679009809,0.1157437263515705,0.6914476085952381,0.03257190996920256,-0.0014245648285000434,3.6568286124380696,0.6342777449640624,0.2937766786565311,0.002011044135619104,0.008114561999515851,0.06285127144302637,0.3435373584548202,0.011545814308763376
400,4.405124974763087,0.14900790772584313,0.006136185969083723,0.148735051209554,0.6996328320024878,0.04292824079216869,0.0027499575945469155,3.6684003854202403,0.6055982900045173,0.30385398223696897,0.0026820168467268316,0.009476660630740557,0.07846568022111794,0.33281367464543055,0.01449011676409075
500,4.377645168825746,0.1840438164348099,0.005532531876876825,0.1607895528151218,0.7577643688033662,0.03353605114021044,0.0005347015862541978,3.6690534173274525,0.6266291212022126,0.27188030008881503,0.002399868454790941,0.00905650582146989,0.05808510986320928,0.3746026160308162,0.016929559021435944
600,4.376430790363742,0.22847476190781688,0.01347049781924641,0.19690632945321548,0.7319915896322244,0.03437891883177458,0.004486537373588507,3.607039618100291,0.5826397739919376,0.2643519280376919,0.002429755035104598,0.006837930811872239,0.07315547222608419,0.34029630711108194,0.020041251249277546
700,4.345152000872469,0.2820937566232733,0.008615104292435168,0.22476603093895772,0.7709030493045635,0.044771401321057364,0.00691522051147025,3.656866220597236,0.5849637745236984,0.26887593843249885,0.003006135327330207,0.004612600713861126,0.06299418000333722,0.409984563570384,0.02395995926030845
800,4.264425538026205,0.2901652647877505,0.02274994382481235,0.22596558498978175,0.7282229784421184,0.05142162229465409,0.01180059760177934,3.594928559806429,0.5769791379820495,0.2636818771432387,0.0031561707361239966,0.010098983664866194,0.07537812652171194,0.3919341095325029,0.029121777308722452
900,4.204359957173377,0.3566643092039996,0.025646240957939128,0.25864197561244645,0.7358616797469965,0.1643300625981338,0.01832972435877105,3.659186540413626,0.6415400804163593,0.30828954710149054,0.0037286877525839353,0.013524609979178055,0.06373478953951144,0.34101855119537783,0.03055510102366125
1000,4.1008294196651205,0.43884024662292015,0.05128028259681403,0.2829620575761559,0.6468512139171376,0.22087188741089614,0.03124588949232659,3.6278280580881592,0.6047009024179756,0.31011941345772615,0.004032751419558666,0.009985986003239461,0.07068734675550228,0.37798582611902143,0.03577438762792206
1100,4.02511888904789,0.5125906315097088,0.06289788377982078,0.29739489195856034,0.5765081843069182,0.2638267888424619,0.04003970471916513,3.6209277062998613,0.6230305679083937,0.2939418684292953,0.004481079666446131,0.018075510982457892,0.07706811713830608,0.37925174462954464,0.037950320325475434
1200,3.9251679139796654,0.5923253602465295,0.08215870855818103,0.3136618464376364,0.503983629847306,0.37105325599296546,0.05192033891237447,3.5916659089611147,0.6468013725495558,0.2998534606236208,0.005466267763793264,0.018145270002302774,0.08341058907473758,0.4070037579267054,0.03971010439735043
1300,3.8268331755808815,0.6886658667163711,0.10753772811760408,0.3280765180089216,0.43722721628561345,0.45853190521132237,0.06697863280722395,3.563096123327865,0.7378845201789301,0.3428734546351338,0.0065618440421446,0.028207037067211484,0.08922647507312746,0.40260970438210064,0.04421618948398293
1400,3.6998957811710733,0.7577753942392699,0.14016427599398637,0.33175929535741294,0.3347987810928983,0.5741883974814206,0.07113944971058768,3.4969061554884853,0.7364433418074169,0.3819920725089534,0.007771812962388987,0.03452950531100755,0.10649026425684656,0.39761798678690974,0.04522657399983087
1500,3.656049864068874,0.7691437825952524,0.1625925579045394,0.37930505746030285,0.23696878646524666,0.6382852434506092,0.08446930609359168,3.4768628485445228,0.8215472600821484,0.38356482703745903,0.0077648543960897555,0.036880134395002234,0.12253392692053014,0.3868353188168276,0.04792596518426549
1600,3.571066306264011,0.8505692393799975,0.18282169282439348,0.3962353867497264,0.1867431516690865,0.7475736711743979,0.0891485039827914,3.368846821694499,0.8358876526657875,0.42140605055854724,0.00940328358864235,0.04803880471666483,0.13960434027568958,0.4424445529193098,0.0488710852458793
1700,3.554114843824293,0.8498099056097042,0.20782810982361338,0.40667450843322983,0.10974576222985506,0.8345056282039407,0.09447728033680029,3.343747466216898,0.8766708308466875,0.4359406672310993,0.010533025233789472,0.051580557577204304,0.15534563692736747,0.4777105977230024,0.04681104474550929
1800,3.4958241994895682,0.891031061379413,0.2211475293642971,0.40558158254245746,0.07110712113947158,0.8241870269902144,0.09954745392024585,3.2936528455454788,0.9388914528291908,0.49039117359942136,0.011257767810780354,0.05661051438548481,0.15501163542554494,0.4846939319268267,0.049595797683583034
1900,3.4952663753236326,0.8826415852688827,0.21639646713646124,0.42013111791937346,0.05346198431676241,0.8724718572401536,0.09642612229571491,3.1993306930210665,1.0152682267843998,0.5277581177362667,0.01238785157391067,0.06509944426099248,0.18255722703424604,0.4516392504555124,0.04878967688618882
2000,3.5100697878008096,0.8602158924962767,0.22345797372893883,0.4513185002440165,0.0430263582485227,0.8612485322781225,0.09912543192733161,3.1802918036893155,1.0231308162203827,0.5185652856620394,0.012320250928412048,0.07403710992990728,0.201774860828465,0.4394367709054098,0.047773583649727155
2100,3.4938666149288693,0.8806622550062524,0.22146811769248076,0.43474051741876635,0.07637569445076192,0.8817555339630636,0.10342381551022449,3.176458049314427,1.1285193441442953,0.5500054240657862,0.013582068869301682,0.07910564001935581,0.21641504964729463,0.48780582704176323,0.04829932796690816
2200,3.539636080296314,0.8525810220717848,0.21601577010212886,0.45827245946945383,0.057668920867106635,0.8666928026146768,0.10351030481887194,3.119148647802493,1.1780518620082103,0.6041634325727969,0.013417406539268628,0.07901358621985678,0.22700430574728256,0.49493872409218037,0.05099520151128658
2300,3.5675518127129013,0.8308912263749058,0.2006736349355963,0.4953558489735085,0.07391708306913092,0.8764484316643416,0.09971119753217333,3.0781921477828433,1.1977592503141374,0.6085191445175794,0.014620063412838578,0.08398649509091971,0.2381578308606468,0.5860202058967136,0.050108814697891066
2400,3.5467418373966804,0.8247830867579854,0.19990785057162452,0.47327851342584415,0.08161914779486386,0.8647800237919396,0.10276138734245759,2.9992663248087728,1.2334733908590045,0.5977492467748909,0.014138433342292912,0.08943471951054897,0.2589830452029302,0.6154641006755925,0.050220630836101836
