milliseconds,V_membrane,n,s
0,-65.94348835933862,0.04096775531050212,0.024994833854504937
100,-65.95883518224932,0.04080490671929638,0.024994729351978003
200,-65.97407030038688,0.04064265859017724,0.02499462481389953
300,-65.98918706467234,0.040481048969296,0.024994520238262343
400,-66.0041853463935,0.04032008081297189,0.02499441562513327
500,-66.01906682216739,0.04015974988045007,0.0249943109752724
600,-66.03383068400386,0.0400000579581456,0.02499420628830119
700,-66.0484782504342,0.039841001269448506,0.024994101564795798
800,-66.06301113291863,0.03968257519872572,0.024993996805460397
900,-66.07742824693118,0.03952478285233627,0.024993892009821075
1000,-66.09173231476353,0.039367616074714964,0.024993787179048602
1100,-66.10592332193842,0.03921107490923349,0.02499368231313675
1200,-66.12000081877001,0.03905516069255646,0.024993577411891503
1300,-66.13396852676537,0.03889986204995113,0.024993472476900053
1400,-66.14782468363396,0.0387451843678332,0.024993367507410803
1500,-66.16157089048252,0.0385911226534338,0.024993262504099997
1600,-66.17521055956517,0.03843766626624095,0.02499315746840883
1700,-66.18874207997253,0.03828482022959109,0.02499305239965693
1800,-66.20216568962809,0.03813258380156192,0.024992947297944778
1900,-66.21548162645527,0.03798095624023113,0.02499284216337287
2000,-66.22869012837755,0.037829936803676405,0.024992736996041685
2100,-66.24179294389127,0.03767951988166422,0.024992631796680435
2200,-66.25479316314959,0.03752969554003669,0.024992526566576707
2300,-66.2676891253161,0.037380469156241186,0.024992421305040726
2400,-66.28048140302032,0.0372318389096565,0.024992316012312284
2500,-66.2931705688918,0.037083802979661414,0.02499221068863118
2600,-66.30575719556005,0.036936359545634734,0.024992105334237208
2700,-66.31824243246915,0.036789504762400685,0.02499199994960075
2800,-66.33062805865579,0.03664323257498379,0.024991894535443863
2900,-66.34291385819591,0.03649754393049779,0.024991789091691124
3000,-66.35510053916184,0.03635243653293232,0.024991683618636462
3100,-66.36718880962594,0.03620790808627702,0.024991578116573824
3200,-66.37917937766056,0.03606395629452152,0.02499147258579715
3300,-66.39107297882381,0.035920578558234016,0.024991367026599695
3400,-66.40287038491442,0.03577777187791462,0.024991261439273812
3500,-66.41457226305145,0.035635534409645266,0.024991155824114465
3600,-66.42617932816776,0.035493863781681054,0.024991050181415418
3700,-66.43769229519617,0.0353527576222771,0.024990944511470443
3800,-66.44911187906955,0.03521221355968852,0.02499083881457331
3900,-66.46043865104237,0.03507222947768173,0.024990733090946973
4000,-66.47167295626811,0.03493280366211122,0.024990627340702978
4100,-66.48281574359598,0.034793933325245524,0.024990521564250367
4200,-66.49386768970659,0.034655616163365814,0.024990415761864056
4300,-66.50482947128059,0.034517849872753276,0.02499030993381897
4400,-66.5157017649986,0.034380632149689075,0.024990204080390016
4500,-66.52648509954011,0.0342439609913175,0.024990098201781982
4600,-66.53717972793382,0.03410783495513786,0.024989992298069013
4700,-66.54778659094123,0.03397225120059624,0.02498988636965117
4800,-66.55830632305116,0.033837207509743124,0.024989780416783382
4900,-66.56873955875247,0.033702701664628965,0.02498967443972057
5000,-66.57908693253401,0.03356873144730423,0.024989568438717653
