milliseconds,S,N,T,M
0,0.09940276557822521,0.2000007809809836,0.10006406417658179,2.7169697695324166e-05
100,0.10066855204992722,0.19978516436292504,0.09958909644226333,5.793472837814582e-05
200,0.10177022159412824,0.19950795261752108,0.09931364721319423,0.0002006591611609951
300,0.1024700078791192,0.19912179262231577,0.09910917580199288,0.00026160296389901474
400,0.10338504380982315,0.19892546371840425,0.09881296450914923,0.00039071772775715256
500,0.10495140888283076,0.19871645161503418,0.0986652775482255,0.000494914430711513
600,0.10623196052577903,0.19836860438409135,0.09841878698021053,0.000618919477350198
700,0.10704944909428978,0.1980658776840647,0.09818831410420807,0.0006288702666829657
800,0.10746021612824305,0.19781741527825808,0.09796509243818029,0.0008177188031051307
900,0.10828411110527746,0.1977291378381386,0.09749726673339648,0.0008982401692045678
1000,0.10970615263257737,0.19731147257938159,0.0973697483971846,0.000999353490201956
1100,0.11001601966167456,0.19701056361087502,0.09715334159876203,0.001096716420063506
1200,0.11135299936609824,0.19682815938417025,0.09688002412996674,0.0012178179917320963
1300,0.11237206821593834,0.19669055714310368,0.09661269275335742,0.0012229264580525148
1400,0.11302909370508847,0.1965179826513998,0.09637331354584124,0.0013121902410765166
1500,0.11464932298347884,0.1961757466416038,0.09627950701136107,0.0015043616661782968
1600,0.11502246648693337,0.19583395312285762,0.09584840137447471,0.0016324257563184712
1700,0.116327308712057,0.19582313715645686,0.0957185169973536,0.001703112813212471
1800,0.11673064563956025,0.1954111411194292,0.09563692101299291,0.0017219114876637273
1900,0.11813272861376319,0.19529003694294694,0.09544097095062655,0.001806316140175023
2000,0.11870893505407897,0.19507204638297296,0.09502859393379742,0.002018698513083662
2100,0.11939771649375439,0.19484457171532993,0.0949226496334846,0.0019766869659919436
2200,0.12006699936865184,0.19453895936791107,0.09469780307936858,0.0020897014236888373
2300,0.12122435077482466,0.19442575318868346,0.09445955050947333,0.0022279444177927825
2400,0.12223658471297157,0.19421555884364478,0.09415418344476566,0.0023673785153581657
2500,0.12234758677239792,0.19409071925072813,0.09408610961956299,0.002427822200900903
2600,0.12298359507519518,0.19370550712590656,0.09392365719527973,0.0024635680012693433
2700,0.12402651639882833,0.19366436351674057,0.09368549258547915,0.002595802146994749
2800,0.12518890306466826,0.19340669682070735,0.09358180722566695,0.0026482233882891724
2900,0.1256083256179708,0.19322358844956505,0.09324672977483044,0.002760157647761067
3000,0.1271193837280233,0.193126027542225,0.09310704108795137,0.0029299958395414853
3100,0.1269156456479329,0.19285708601184393,0.09308551665639526,0.0029454790234805504
3200,0.12817139584154447,0.19255871152056156,0.09287684330732418,0.00310855343401157
3300,0.12926050397827313,0.19235463227030922,0.09268333757631995,0.003155029299220694
3400,0.1292826690991401,0.19222166319025505,0.09239906898517854,0.003266276285209396
3500,0.13001304550834802,0.1920205792534123,0.09233779046581372,0.0033043279401996284
3600,0.130726287563644,0.19182670255406448,0.09212326113819655,0.003482037460422373
3700,0.1318516182658977,0.19194397229150278,0.09180134434812011,0.0034652389110139776
3800,0.13227611489779106,0.19156502773109604,0.09175974210368604,0.0036134381606025777
3900,0.1337940340263496,0.19132778048398646,0.09172254429867352,0.0037786377780349737
4000,0.13403077769170796,0.19123657265445942,0.09151134636106417,0.003860321073579943
4100,0.1346640096857619,0.19127007754305525,0.09115759619106321,0.00390088616675749
4200,0.13510954831602065,0.1910772013499792,0.09106837792727614,0.003976884303772269
4300,0.13671732519010568,0.1908864796455649,0.0908844578862336,0.004063916832917164
4400,0.1367943930057598,0.190715437872302,0.09068407934755938,0.004139950165945631
4500,0.13826330034908352,0.19049823547150385,0.09067820206413471,0.004307767179345645
4600,0.13894274875543564,0.19047670257434157,0.09042202119625598,0.004404758888570696
4700,0.1388741334730154,0.19027683519747507,0.09044838811268863,0.004437633470511711
4800,0.13983147731828444,0.19017535332010002,0.09018671815884165,0.004497268205985549
4900,0.14023363894054805,0.18990059347760888,0.09002118280198869,0.004580170915784295
5000,0.14063693198409455,0.18971889833332595,0.08999812923225856,0.004668546510879267
