miliseconds,S,N,T,M
0,0.10045764771390597,0.20003111163380866,0.10007238363077495,-3.519288607490962e-05
100,0.10138987162013705,0.1996869370674142,0.0996138658807061,5.129047959876442e-05
200,0.1015004824946418,0.19958006497070033,0.09945174542048232,0.00015752642318856612
300,0.10352790147468746,0.19923119353165633,0.09921854583624957,0.00023503985516312498
400,0.10414624360249534,0.1989636901252323,0.0987911994052567,0.00040900698263243317
500,0.10468285086494462,0.1985254564465291,0.09872677559331468,0.000547747616414459
600,0.1057771443931046,0.19828366002058145,0.09852054320535232,0.0006329251298826373
700,0.10656612442236359,0.19804164122552745,0.09818710063024885,0.0006627315717289375
800,0.10728896429748887,0.19792174881541458,0.09785903004501928,0.0008040489104333697
900,0.10872340484131585,0.1977542308780126,0.09773821151217602,0.0009305482444294813
1000,0.10990378592629654,0.19724202460489776,0.09744236659919071,0.0010164973095079393
1100,0.11095505596454702,0.1972431251077351,0.09728057262393205,0.001092056652747515
1200,0.11100850506360169,0.1967905737463207,0.09686863093383463,0.0011909901845718082
1300,0.11245859820821097,0.19679234669047918,0.09676738900153363,0.0013183718823370815
1400,0.11325246847087093,0.19648872807105724,0.09632323310324545,0.0013374726721379503
1500,0.11462834565153329,0.19618215681715068,0.09633835830745882,0.0015255114365873078
1600,0.11442288774315684,0.19590771263239065,0.09609440420880148,0.001560450385393378
1700,0.11592679245317959,0.19580781629300248,0.09587178098430509,0.0017237360875333695
1800,0.11712697157162746,0.19541600885584368,0.09542754503891444,0.0017718821954564418
1900,0.1174916275049802,0.19534269251588807,0.09519092636305633,0.0018842554663183683
2000,0.11798893144248768,0.19521383952460714,0.09506739144689362,0.001971986379250703
2100,0.11877916666389618,0.19497548347181062,0.09502905799689962,0.0020222370241483514
2200,0.12011934503247583,0.1946882050813368,0.09464737878572704,0.0021465704418798417
2300,0.12058070061935665,0.1944954967643409,0.09458783190903433,0.002256327244982464
2400,0.12144527395777585,0.19428152885857994,0.09418532748822836,0.002315555398765336
2500,0.12319291577796838,0.19390583430162295,0.09419209780619262,0.0024687069208376455
2600,0.12385931858835345,0.19373355616567828,0.09378804256098043,0.0024617350646778022
2700,0.12363592066303415,0.19373411802510587,0.0937456382060564,0.002540832290923903
2800,0.12549070017587255,0.19342320008021044,0.09358085712028098,0.002671483154355036
2900,0.1263992053816577,0.19328905232132304,0.09324439559938513,0.0027871163149747013
3000,0.1268927179470707,0.19293774899622154,0.09326840870285454,0.002924930288523653
3100,0.12761592223436888,0.1930098043413158,0.093082598431819,0.0030036848322222125
3200,0.12771137587406825,0.19267304949857594,0.09264802239295904,0.0030819148957674197
3300,0.12877700844160203,0.19248106493951034,0.09265885694480985,0.0031012687576292106
3400,0.12986415732343962,0.1921794942804614,0.09254508161084687,0.0032461071532085047
3500,0.13084952748744,0.19218315380773165,0.09213152951392611,0.0033971243854399526
3600,0.13093030690741178,0.19192051578661612,0.09193032114526414,0.003435020821244341
3700,0.1325188495630915,0.1917059227102075,0.09179890326541523,0.0034739906179969927
3800,0.13277233431179541,0.19169509364632645,0.0918521717918238,0.0035545169038618844
3900,0.13401676544787766,0.19146708574002638,0.09145938036724023,0.0036583593092955565
4000,0.13400662880293823,0.19140931760626684,0.0914392876259287,0.0037797772455781748
4100,0.13535934333391952,0.1910175507985231,0.09130245442808549,0.003963560840365103
4200,0.13554629072463703,0.19106057656153486,0.09109741558271182,0.003989824716431928
4300,0.1366628783738079,0.190922877893391,0.09099984495441685,0.0041229438502515215
4400,0.13672282503230754,0.19078581519105003,0.09081725317899052,0.004113420394050801
4500,0.1374440249474511,0.19040037668198906,0.09059633817103066,0.004206228362165383
4600,0.1379206887366628,0.19029001307405552,0.09043923347225391,0.004394868306852951
4700,0.13898092020021086,0.19033103558251696,0.09025606937222516,0.004483889782880433
4800,0.13954445349520742,0.19000896838770306,0.09034938310061313,0.004484329298766195
4900,0.14038941552254908,0.18980217581684156,0.09020464872006864,0.004654033434000672
5000,0.14135854648743526,0.18979777553031943,0.08987021680167495,0.004646963074858916
