miliseconds,S,N,T,M
0,0.10024733738656702,0.19997581549023594,0.09999019568727362,-4.217328422688886e-05
100,0.10094483542085547,0.19973686279764244,0.0998689827762892,5.887475420041319e-05
200,0.10139866837914491,0.19944391626404473,0.0994398008996903,0.00023283175784392766
300,0.10284788183217568,0.19922497934494374,0.09915655787963144,0.000356074173675143
400,0.10451493966151895,0.19902274121796845,0.09902178868058416,0.00039544002630666577
500,0.10526440592587963,0.1985820048984824,0.09854167769850491,0.0004416305939900673
600,0.10635985027222167,0.1983446723054929,0.09836421302681421,0.0006141240992856434
700,0.10632572159247623,0.1979743222783085,0.09813955354764382,0.0006335861630866155
800,0.10825504016762896,0.19772086498674069,0.0978837641173,0.0007938505280286394
900,0.10828668419211938,0.19764709201560615,0.09756744037552453,0.0008867006249772924
1000,0.10917921118706755,0.19731016866101075,0.09724493279655536,0.0009516593227230541
1100,0.1107030168006421,0.19726229553152275,0.09723647894418491,0.0011233695907736313
1200,0.11144493044742201,0.19691609491341672,0.09693632600780352,0.001245702357922886
1300,0.11235957204494261,0.19671019089881703,0.09669629298675053,0.0012451545819137449
1400,0.1127511056939343,0.19646626749473273,0.09637957236513299,0.0013821747573475901
1500,0.1142557555246927,0.19619032641266065,0.09607737569850415,0.0014050566463855003
1600,0.11513040821923609,0.19597557473895508,0.09610962193154077,0.0015556101350826792
1700,0.11572298276691835,0.19584089355303747,0.0958088747407702,0.001612886879127342
1800,0.11617056870304941,0.1956320896160991,0.09543360962431852,0.0017547732540107695
1900,0.11783550873108986,0.19520147249652986,0.09535821623596175,0.0018868311427447724
2000,0.11852900963814389,0.19508680963276837,0.09517759587869343,0.0019481466004663405
2100,0.11892634015955869,0.1948615071755966,0.09495628101596179,0.0020966297347132902
2200,0.11967167517302138,0.19462839235224405,0.09464493756368783,0.002116768596608143
2300,0.12135046003577464,0.19437135026908553,0.09443202945215926,0.0022622371844109065
2400,0.12213824010300908,0.1942669707236176,0.09429398306568557,0.002335349435982089
2500,0.12264850154771863,0.19394240899698462,0.09405616353547497,0.002434887429005074
2600,0.12390229270630956,0.19377857103464105,0.09399247197205898,0.002526143365068457
2700,0.12478555865303387,0.1937053720964896,0.093677567476107,0.0025696358800296067
2800,0.12474189231992132,0.19351513764784223,0.09342798471044883,0.0027080330352406484
2900,0.12592928695258637,0.19328323558616572,0.0932743866998104,0.002773179525388592
3000,0.12636950128895105,0.19303082559526646,0.09305380632573554,0.0028300491193817816
3100,0.12758878758355852,0.19279008998933958,0.09306891137279774,0.002985265914658771
3200,0.12852545418860928,0.19261128234739897,0.09273561198401586,0.0031110632259649424
3300,0.12895012343186804,0.19265185308496033,0.09269693687130279,0.003118417219329244
3400,0.12932316548483885,0.19240666562761352,0.09254327280280174,0.0033179149126334605
3500,0.13103803283520007,0.19228288037332816,0.09221991782702563,0.0033840615013299184
3600,0.13128300406122223,0.1918782128098836,0.09213825353551627,0.003470168739141798
3700,0.13234981446665325,0.1918983025716793,0.09193367436928591,0.003556423334440432
3800,0.1327209648951907,0.19169979762390257,0.09185317785111517,0.003686622098068807
3900,0.13397902941722672,0.19136549840664163,0.0916232426948327,0.003728512768471664
4000,0.1341620527113776,0.1912874505316309,0.09144549808471956,0.0037666733545128625
4100,0.13547595292739276,0.19128292504982516,0.09120057730216813,0.0038399295847687965
4200,0.1357951241618378,0.1908720087672531,0.09117744060962339,0.0040375627070762445
4300,0.1358904993566398,0.19088904833972012,0.09104967115630225,0.004020497034809819
4400,0.1373138264813433,0.19068115205028402,0.09073429395647413,0.0041566440163510665
4500,0.13779116650696907,0.1906129198104338,0.09075500094431445,0.004197396046195232
4600,0.13871210450926774,0.1902138202732661,0.09063822607049547,0.004296517238142118
4700,0.13971467872487062,0.19013116195782356,0.09038148416521515,0.004464992299392474
4800,0.13945330489349123,0.19006934753363924,0.0903003876814199,0.004493632245701513
4900,0.14070877214735117,0.18986296107484335,0.09005042572184128,0.004647622319894697
5000,0.14148863238597373,0.18969844270495767,0.09008445393632124,0.004743126790930499
