milliseconds,BMAL1,ROR,REV,DBP,E4BP4,CRY,PER,PERCRY
0,1.005587668268993,0.957891123790048,109.62673042255545,1.0030298697698994,79.58531852573077,1.0776974008246425,24.712219340860116,0.03097425598459359
100,1.2744089513499968,1.0715991146070931,109.26322973875702,0.9975262529317531,77.98832659364749,0.9904602490887195,24.44514060176277,0.31443566046168314
200,1.4619731495260861,1.1469205717572848,108.22348406004356,1.0033859120332216,76.58420763134056,1.0036233908025254,23.53638340183802,0.6230524921724356
300,1.5738373292900987,1.2669459981061906,107.70125058286119,1.0085297938653002,75.59491512531793,1.2450773993855495,22.79981617625161,0.9308148830976251
400,1.6209105903806387,1.3708064757846445,106.72421255644986,1.0137557729315931,73.84371990231199,1.2112336908772985,22.37914271468079,0.9223342010659207
500,1.6570774589450217,1.5831484697899263,106.10578265169055,1.027280483435455,72.53429843884813,1.4668316531460048,21.423445951173044,1.0386134823520379
600,1.6903001153474828,1.6880416613336413,105.37251038214865,1.0276572776526578,72.12584045992067,1.6021850342449508,21.06965542143788,1.1229763813916842
700,1.6675251848455845,1.845523610723049,104.79000111238896,1.0387427487585335,71.02337684932549,1.6460445202752503,20.711110089067816,1.1879252767268498
800,1.680433945849805,1.9444297042204646,104.14589901228156,1.0421782819145435,70.01396187254285,1.6628529527261278,20.517046837655876,1.3493530006202625
900,1.6981709048107183,2.075573163804799,103.5705510318852,1.0545011105919455,68.94762923988272,1.9012373640438627,19.56940874182968,1.4552212737623629
1000,1.6854846745796115,2.1584345848474014,102.92241498370423,1.0609328589441382,68.61611421623385,1.925716962048779,19.4007755629993,1.5360619988022841
1100,1.6691111413525381,2.17104224965515,103.14253272552088,1.0636285178131661,67.22601272216995,2.1066089081688943,18.871847298214576,1.618893655570685
1200,1.6603573192747292,2.281481638240781,102.18566475186554,1.0734977148778087,66.8292790314665,2.2255364809248075,18.45870686364469,1.7055121253349674
1300,1.6316813675798334,2.510891855852827,101.64790907014411,1.0730574636233758,66.22149400139074,2.2944915447169683,18.650202292175106,1.6817219574394398
1400,1.6167694660326282,2.5249302369785043,101.19053210760026,1.0813643647646627,65.52806537148138,2.298654111619154,18.425911371261996,1.823661099978872
1500,1.6037537028391038,2.6583006201367168,100.86286360777918,1.0862571221170827,65.56521911685374,2.41640029886271,18.093483668589144,1.8846948494112299
1600,1.5721799551217548,2.6107000404851894,100.73556926974663,1.0896181501959394,64.2498643977359,2.5506350260293487,17.688168778236662,1.9682960069952877
1700,1.545925979397555,2.7551666223758264,100.15278524812386,1.098304331255825,64.60889391210755,2.5673166687444127,17.345614907847246,2.0019627165657243
1800,1.4997020773698826,2.7664784176757498,99.94277781211792,1.0973982307427732,63.87655236707929,2.7554528262897806,17.297685672818513,2.0161463732323206
1900,1.4885929917083227,2.9623457671891003,99.87371663392362,1.1039377355758904,63.19649128290982,2.7950296542617283,17.099180367039388,2.0330020439539385
2000,1.4820464653185352,3.005443158573055,99.63157216828849,1.1057996961228485,62.81779197240875,2.7900948086304163,16.755379972279716,2.148334333512947
2100,1.4426084213807873,3.028342446447955,99.37087104747226,1.1085793925779686,63.53763735279552,2.9045637024976347,16.770751389081187,2.1524438850668592
2200,1.4524410569330395,3.0719410021129017,99.14053358999809,1.1145789589158248,63.17584077155329,3.059364945454797,16.651496936373135,2.2966592890196145
2300,1.397443458130381,3.143487104689054,98.4920224379709,1.1141059109075613,62.711480933991005,3.048448089292935,15.985485860212833,2.3813563417209207
2400,1.3775383061518274,3.2018589131082758,98.32271188649088,1.1162664396686106,62.0744989102586,3.061390869380126,15.973955697018926,2.455427007832895
2500,1.355145159374336,3.2144280530218854,98.51901767284288,1.117173600981039,62.24360026919858,3.1648234022970057,15.939471942202452,2.4002459328384087
2600,1.348419870868247,3.1988681097630307,98.45476708878995,1.1194210960538526,61.68902959700573,3.21108302611083,16.064792073889144,2.4947938071444717
2700,1.3431838861152847,3.2706274435985403,97.77119345616269,1.123196754717733,61.90926323587483,3.2693260946748963,15.443592240847137,2.5946489210686865
2800,1.313267577695562,3.3535896189082544,97.49849074513646,1.1215753051754387,61.99590643050043,3.2149704443011315,15.712616118811065,2.5781437592336114
2900,1.281298782377841,3.39820082015386,97.62705885857599,1.1206747573144233,61.98416603230024,3.3206375564846446,15.334149949501311,2.6946584626547083
3000,1.2810918358416807,3.361885687617528,97.03661316770079,1.1215674374536104,61.66250539891215,3.4371236637228573,15.428365793146055,2.8056356921860504
3100,1.2394884403473139,3.3688652917027,97.52728919692984,1.1176785666608795,61.29966840881253,3.4670684843160844,15.507047395871515,2.80686223089081
3200,1.2372422473392684,3.414598399419174,97.33817230708225,1.1225428994868694,61.27055869447634,3.4486687659843307,14.975522292346994,2.88030076916252
3300,1.2411857704623104,3.4839831036176787,96.42116509519829,1.121834714396604,61.81701619138274,3.407006513470091,15.006339858131824,2.8196396844667726
3400,1.2023505239400825,3.478583125716904,96.85038636169419,1.1191084267062812,61.78603246835917,3.5698806546088484,15.224617714278827,2.9995280125847503
3500,1.185366021511212,3.5927771179607264,96.76837400732896,1.117111667229799,61.114850811525876,3.4628450601935614,14.911093502042016,3.0090815239666897
3600,1.2065608060621447,3.5539076242005314,96.21329869186441,1.119091522080556,61.846192608713004,3.589185689442923,14.836344518482838,3.0025482989801695
3700,1.1677744967146713,3.534909779835759,96.33008419981255,1.1179357128667267,61.90304359867267,3.616144255731093,14.519325527021643,3.083253385814664
3800,1.1796988504261325,3.542641976438798,96.32694380001922,1.1131862611263346,61.841566868656685,3.532444738773658,14.554187259076732,3.0596275036243705
3900,1.1297530697063933,3.529025522410381,95.77800906141199,1.1110062685056707,61.235844043406395,3.7390764338182008,14.537563207004851,3.215046116659133
4000,1.1238950018199763,3.596512163594309,95.74020473051979,1.110404486085114,61.94336211016483,3.6645801416947053,14.575744818791605,3.261338208637356
4100,1.1305545164848239,3.6751256551530034,95.7297043932149,1.1134073867624708,62.056852257979806,3.647311407922862,14.178508138943911,3.2724631143394967
4200,1.1198936141333216,3.644385032320286,95.19180634544175,1.1074402734447428,62.14465397071639,3.77913547711614,14.499119570292889,3.2510268638567683
4300,1.1106362378579338,3.7197515520283244,94.90449698588789,1.1039935297831245,62.081840001224215,3.6796556145898816,14.166991919906739,3.2951398316236102
4400,1.0827871299019949,3.6788462162163165,95.07693451318121,1.103184604473706,61.901961795630946,3.8332837909709983,14.103488500886012,3.4198593144071454
4500,1.1071285664147081,3.6393774837823876,94.47086350832221,1.1027589426046787,62.33365338113439,3.8052282030776228,13.892063032548368,3.4545190489355733
4600,1.102507502364436,3.6651703567442158,94.8701843064985,1.0965000845377175,61.655240878020926,3.906809959285924,14.295258583846481,3.3265828914132207
4700,1.0770179622819929,3.7515341035125807,94.6653775979638,1.0999918458462008,62.494474174017526,3.883612472718366,13.958503138338148,3.498962008991697
4800,1.0660419115109745,3.7832721505626625,94.03318890148351,1.0931126939454598,62.19922367980579,3.845555438011779,13.886080562535737,3.541097359406784
4900,1.0817064259674916,3.729378245534878,94.18333962967465,1.092391140838967,62.074447962839734,3.9141176449984996,13.892145044729263,3.5719065462301485
5000,1.0793636923151877,3.836544978386504,93.97755512577412,1.0917075074584262,62.49001618750072,3.9185244032917974,13.90537950095282,3.470603033339264
