milliseconds,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_1
0,328437.241399281,492655.862098776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133539.963932179,5434.48582568463,0.0,345117.328033337,97340.7848290227,509483.771339917,0.0,0.0,271724.292902136,8151.72873852455,64893.856552701,101234.416222443,230078.21868896,0.0,181149.528601477,151851.62433362,116000000.0
100,328321.52713763603,492482.2907063081,132185.07016289877,5392.3263694974885,6.328252079908725e-05,8088.489554243688,3.040187133278976,488323.34609888913,9.553004358711856,0.00021097672295533875,93522.8128964524,14.329506538063642,28.9500578247871,1330.2333826671234,50.987760631922136,0.0003164650844329163,345117.32536394766,3987.5141493912947,20898.281775352516,9.492378119860233e-05,2.0267914221866077,271722.8063955052,76.48164094782263,2658.342766261716,101216.69402848334,230078.2169093672,62348.541930986226,181148.53759705654,151825.04104268076,115210110.46281236
200,328160.3942582181,492240.59138718166,133240.7141300036,5447.717924228921,0.0003076124106949754,8171.576886340771,6.870309022037792,507954.77421971294,23.052240376612218,0.0011053372742384233,97583.57870349535,34.57836056490836,69.08404202744583,243.7370670624209,6.629838528922499,0.0016580059113571566,345117.3140600891,165.30070172971628,898.0079138003514,0.0004614186160423204,4.5802060146932995,271720.93686727626,9.944757793379809,110.20046781984951,101191.7048240475,230078.20937346172,65055.719135682295,181147.2912449039,151787.55723602683,115182476.8343526
300,327997.9692859089,491996.95392871805,133219.057177997,5459.0469508423375,0.0007413314799004315,8188.570426260888,10.714375644857952,508406.5924502055,36.74523507876604,0.0027494773784216614,97981.79570051972,55.11785261813317,109.72760734098782,234.67580596341332,6.273405907970836,0.004124216067631303,345117.29330650234,7.798734273204392,74.00010453206086,0.0011119972198502988,7.1429170965742275,271719.06418694195,9.410108861953232,5.199156182138808,101166.42316606146,230078.19553773716,65321.19713369859,181146.04279134763,151749.63474904778,115181314.01105323
400,327835.97151279624,491753.9572690491,133188.65235509386,5469.930779889155,0.0013648711220788118,8204.896169831112,14.56591026824468,508069.27082802984,50.47776814039328,0.0051478469472805355,98228.41952201331,75.7166522105681,150.484418460183,234.5478654127266,6.282828574456446,0.007721770420918584,345117.2630729158,1.3092349745114866,40.03003689252867,0.002047306683117574,9.710606845499536,271717.19149749586,9.424242861681659,0.8728233163413648,101141.13551815086,230078.17538201276,65485.613014694405,181144.79433171696,151711.7032771818,115181202.73011112
500,327674.4692152193,491511.7038226838,133158.35801218415,5480.732656007119,0.002178594360818939,8221.09898400806,18.424803145193007,507700.46136630175,64.24338844197275,0.008302341898047858,98468.12739295136,96.3650826629314,191.33816936528632,234.4941846801157,6.295201221662514,0.012453512847068209,345117.22336135485,1.0441324966505163,38.617050654325226,0.003267891541227378,12.283202096799235,271715.3188250454,9.442801832490762,0.6960883311005606,101115.8536846079,230078.14890763885,65645.41826198649,181143.54588341666,151673.78052686737,115181134.4606473
600,327513.46338741784,491270.19508098176,133128.2463417515,5491.456087345557,0.003182860899332201,8237.184131015714,22.290997830186285,507331.3830419575,78.04173504262465,0.012214747601809848,98706.88479330242,117.06260256390327,232.28786808573997,234.4414309563373,6.307508975380642,0.0183221214027095,345117.17417517514,1.0355832292124842,38.54578800003918,0.004774291348996795,14.860665220128904,271713.44616977626,9.461263463067953,0.6903888194751973,101090.57815046498,230078.11611685244,65804.5898622206,181142.29744657056,151635.867225653,115181067.96124636
700,327352.95226495096,491029.42839728144,133098.31680912364,5502.101589864928,0.004378027678622963,8253.152384794768,26.16443866870172,506963.3189601664,91.87269833969997,0.016886839606919588,98944.9398058382,137.8090475095102,273.3331522888874,234.3890017210915,6.319727515907253,0.025330259410372084,345117.1155177862,1.0376032825952337,38.529863319396085,0.006567041517932367,17.442959112473346,271711.57353165915,9.479591273857869,0.6917355217303488,101065.30893419776,230078.07701192648,65963.29320391119,181141.04902115918,151597.96340125214,115181001.534938
800,327192.9339779778,490789.4009668217,133068.56829063123,5512.669651861653,0.005764448899283514,8269.004477789851,30.04507035909706,506596.31859781314,105.73617940219577,0.022320387807970975,99182.30484645333,158.60426910324793,314.47368689189693,234.33689032995358,6.3318572044762576,0.03348058171194681,345117.04739259864,1.0400507117615068,38.51624891602223,0.008646673348922532,20.03004690607107,271709.7009106632,9.49778580671137,0.6933671411745924,101040.04603505186,230078.0315951348,66121.53656432133,181139.80060716192,151560.06905253328,115180935.11178926
900,327033.40666052117,490550.109990637,133038.99966482475,5523.1607584589465,0.007342476038736062,8284.741137685789,33.93283794689681,506230.380587235,119.63208004995164,0.02851715663490676,99418.98260453818,179.44812007487573,355.70913925065327,234.28509479434476,6.34389859657978,0.04277573495234783,345116.96980302257,1.0425084721291726,38.50276443307933,0.011013714058100605,22.621891964605055,271707.8283067578,9.515847894866653,0.6950056480863328,101014.78945148029,230077.97986875073,66279.32173637797,181138.55220455833,151522.18417717595,115180868.68892583
