milliseconds,Br,Ce,HBrO2
0,0.0006187841812778197,0.04909127014998099,4.999286948443606e-11
100,0.004551620428048472,0.046458148368648436,4.982103672865396e-11
200,0.008148883730970271,0.04051725496673253,5.027180020818186e-11
300,0.012105332255069556,0.03614965331295812,5.0381132880046914e-11
400,0.015395084341456637,0.03343398871252615,5.0028485169296444e-11
500,0.018224073041209394,0.030124302720073347,5.0409416831805776e-11
600,0.021539412934388234,0.026779090172445286,5.033785766468017e-11
700,0.02387007801133577,0.02391373985727563,5.024629610328275e-11
800,0.025096855336082424,0.02347568167485129,5.007871224969248e-11
900,0.027935808390433428,0.020772719135472167,5.051250101173149e-11
1000,0.029298118984955716,0.01898001524450142,4.945651038837133e-11
1100,0.03081882381101102,0.0172582815235806,5.016655538290263e-11
1200,0.03167928183569532,0.016231772505450437,4.9394891364580375e-11
1300,0.03144514545893658,0.013042113114962908,4.965960774034863e-11
1400,0.032945485141306595,0.012715466451849563,4.9790634363928703e-11
1500,0.03328914893192367,0.010369779047451807,5.04228100965095e-11
1600,0.033507547379997456,0.01088131437285913,5.0542693123425924e-11
1700,0.035200282533677886,0.008090362026782443,5.016236446559629e-11
1800,0.034758264023463666,0.009386724560774853,5.0233751246221875e-11
1900,0.03497392537792114,0.006691435775922943,5.028805218984137e-11
2000,0.0352095209548193,0.006486077094492874,5.024256436694076e-11
2100,0.035173989846268704,0.006949299925063999,5.023808924528954e-11
2200,0.03570117106922805,0.006262560653478785,5.028957744568808e-11
2300,0.03477318175819233,0.00440799895135547,5.021848759751528e-11
2400,0.035118328371431966,0.0040869630068011455,5.022051790440398e-11
2500,0.03556518993612861,0.003118036943442989,5.031333981890669e-11
2600,0.03497592084554988,0.004753824774919619,5.024174030281853e-11
2700,0.03421022457973631,0.003764410297069575,5.025036380855232e-11
2800,0.03360134836683482,0.0017783331105280446,5.027694187157304e-11
2900,0.03371795584424147,0.0040038614177835994,5.0230174107125067e-11
3000,0.03425187306612578,0.0019413966219390122,5.025371373398774e-11
3100,0.03391543149147238,0.0029586865305520765,5.0243770002285795e-11
3200,0.03376499045156875,0.0032520916971809323,5.025583942432276e-11
3300,0.03266268769348317,0.0023937955994255042,5.023677482761569e-11
3400,0.03281538877948989,0.0007668644671894956,5.0259083969290155e-11
3500,0.031715884344043245,0.0005558443434714954,5.0243187996077695e-11
3600,0.031046354625317674,0.002139282078847626,5.022713262201522e-11
3700,0.030651109718074766,0.00015720393630837704,5.02640370385267e-11
3800,0.031719115422731994,0.0016212946374257477,5.0234084787358014e-11
3900,0.030165109820656687,0.0012021224149479902,5.025842595623147e-11
4000,0.03044829435908605,-0.000251485736474815,5.02654786733951e-11
4100,0.029817903776602227,0.0016863299295410913,5.025760680548023e-11
4200,0.030008650118731748,0.0009514696449461751,5.02436141850132e-11
4300,0.029774889201625326,-0.00011567481245151933,5.026283836227743e-11
4400,0.027916067692313914,0.0008353878714127533,5.02595878321531e-11
4500,0.027614922854800876,-0.0005730390767454768,5.025163389877497e-11
4600,0.02839021147832551,-2.011434415713693e-05,5.028874340439086e-11
4700,0.02745954885753562,-0.0003061424726089249,5.024365085289577e-11
4800,0.02774780739960519,-6.859791269050563e-05,5.0149916360160946e-11
4900,0.026909468013772794,-0.00010128076694188747,5.025940406918e-11
5000,0.025912229728114834,0.001224195020194377,5.048146395223337e-11
