milliseconds,Br,Ce,HBrO2
0,0.0001264498197660962,0.04949133015144994,4.998298886524932e-11
100,0.0046913330660808775,0.045714744019016144,4.980975857410579e-11
200,0.009102827054074211,0.04133623844202069,5.026161776283014e-11
300,0.01303760059949066,0.037810209074675624,5.039025693932921e-11
400,0.015559135261925287,0.03275103808116656,5.003437396211353e-11
500,0.01849603169087091,0.030350376688342215,5.037909419769362e-11
600,0.022052033005897066,0.027986225732049858,5.033763634316354e-11
700,0.02398780644542568,0.023889278025826466,5.0236443228186736e-11
800,0.025768230511021766,0.023351018837667787,5.0093852100558814e-11
900,0.027243986164702038,0.020251988571611618,5.0507695969252795e-11
1000,0.029571068540950825,0.0184724099111478,4.948346605775552e-11
1100,0.03037263800259681,0.016985947852088734,5.0168672429009944e-11
1200,0.03153360359845282,0.01595309857037497,4.942327617749464e-11
1300,0.032294785503693385,0.01256876140082913,4.9649697831016667e-11
1400,0.032499062857201604,0.011989440351260337,4.979352310763157e-11
1500,0.03414089523118169,0.010856315412631002,5.043011756470585e-11
1600,0.034261404110897335,0.010141250213097497,5.054027743748917e-11
1700,0.034363804393381145,0.009439713769668208,5.0154553981812607e-11
1800,0.034884039708382567,0.008716787747980823,5.02195246060687e-11
1900,0.035474013399552896,0.007040503277596536,5.028077820271989e-11
2000,0.03535043717585874,0.006661389447163219,5.024618263246095e-11
2100,0.035020939791869286,0.00523131761776836,5.0212081590309954e-11
2200,0.03523771318722968,0.005801281310251724,5.028948108288068e-11
2300,0.03449737194970593,0.0045005829851999055,5.024201315470467e-11
2400,0.0343122550827814,0.004882871888112804,5.0205734702078786e-11
2500,0.03437375007638792,0.004942883479898467,5.0288966869637046e-11
2600,0.034884280499708924,0.0036555822315646872,5.021793685419731e-11
2700,0.034753622340599546,0.003184636473663334,5.021784407581972e-11
2800,0.035035421370839835,0.002163202495233775,5.028200970440465e-11
2900,0.03464530317752007,0.001972176244027937,5.02512133442917e-11
3000,0.034561041909129835,0.0016069345795675174,5.024940193423726e-11
3100,0.033232129745049084,0.0023624472799142373,5.023083934765564e-11
3200,0.0325046915562045,0.0032383857872143942,5.02674895476286e-11
3300,0.03239683017649088,0.0018385674421546828,5.022950133407102e-11
3400,0.03186624530693625,0.0017250749785593222,5.023306808967562e-11
3500,0.03192506254679356,0.000636898961314629,5.0231489450372034e-11
3600,0.03171198731434143,0.0013120377046463559,5.025765431737733e-11
3700,0.03075939229950705,0.00110304293486814,5.0252514749224997e-11
3800,0.031631718146607535,0.0004617045203092274,5.0259400872357985e-11
3900,0.030473066681764367,0.0007702728957657825,5.024881362865808e-11
4000,0.02954723811213023,0.0019948200307003333,5.02521588841851e-11
4100,0.029963245730914127,0.0013226033888608787,5.024214812185515e-11
4200,0.029856817772731026,0.0014408011366566524,5.0255024072954195e-11
4300,0.029249160521419456,0.00123779231415837,5.023766955508018e-11
4400,0.029400997847189657,0.0002636481156493005,5.026070759113825e-11
4500,0.028822596103337133,0.001106919867338274,5.027787573340294e-11
4600,0.028390364149248667,-0.0005030629770979517,5.028537264815583e-11
4700,0.027232655617351956,-0.0002703939806704503,5.0221747854328805e-11
4800,0.02699222116743052,0.0005773471801551851,5.013590372650052e-11
4900,0.026358350125511253,-0.0008357862198611595,5.02794994169715e-11
5000,0.02564727176315671,0.0009585969008256438,5.0473089453875625e-11
