milliseconds,Br,Ce,HBrO2
0,0.0002922176516975782,0.048857585053903585,4.999567779588682e-11
100,0.00441746574642404,0.04644451320471046,4.981162833533482e-11
200,0.008414817421306642,0.040808878262086574,5.025925932650849e-11
300,0.012698066621595866,0.03577912770251723,5.036496582421115e-11
400,0.016069825232106955,0.03373472443615552,5.001396234383047e-11
500,0.018803315015738998,0.02981447305382548,5.0392285506232784e-11
600,0.021590783036706557,0.027624154042872474,5.0305433298439584e-11
700,0.02286795123180987,0.02359791053872042,5.0257917170202624e-11
800,0.02556278598164555,0.023285105125813395,5.008860888320759e-11
900,0.02751786744604004,0.01937941225894428,5.051592699581828e-11
1000,0.02920914532192242,0.017864905266454983,4.947122592923614e-11
1100,0.030270140865983165,0.01688517313393035,5.015706196485307e-11
1200,0.030892161685652546,0.015170814247726384,4.941151727186809e-11
1300,0.032658198985372144,0.013533217917869223,4.965214045081794e-11
1400,0.032316402324474046,0.012390065692581123,4.9790137455295284e-11
1500,0.033360701391300054,0.0103595326504586,5.045642715192148e-11
1600,0.03479412194797524,0.010180678324829995,5.05461713831937e-11
1700,0.034628606628289725,0.01014188783635786,5.017169811727227e-11
1800,0.034053528142726906,0.008080786587087377,5.020865245211393e-11
1900,0.034590233402539104,0.008338395326291508,5.030097536569827e-11
2000,0.03520418142325167,0.0059873182792007235,5.022970873085802e-11
2100,0.03506174886084907,0.005020195844915884,5.0238703383107234e-11
2200,0.034463453183676586,0.006106515972372151,5.0281006518573574e-11
2300,0.03465932544578157,0.004789110197541129,5.021484863222853e-11
2400,0.034673117042455306,0.0057188963647843115,5.019734899819746e-11
2500,0.03510723252672865,0.003478236621063946,5.029945460997216e-11
2600,0.03490527464023699,0.004183419990176794,5.021385773907591e-11
2700,0.03413884701084165,0.004095818945683963,5.022724741800993e-11
2800,0.034455149280468216,0.0019551218117752098,5.026651571571136e-11
2900,0.03411180449687296,0.002174205308915111,5.024596994319916e-11
3000,0.034294224203605526,0.0015378850131461384,5.02338021909548e-11
3100,0.03387700290633059,0.00305350377978731,5.023700951873604e-11
3200,0.033511502980785965,0.002765149579512842,5.024695050486086e-11
3300,0.032414936191796015,0.0005928363394960084,5.02338529662738e-11
3400,0.03184289533867733,0.001156184374104514,5.027205967766741e-11
3500,0.032726152871274464,0.0023889692563042377,5.0263642763908726e-11
3600,0.032460826538025525,0.0011616260307106023,5.0231337887324695e-11
3700,0.03190461811332944,0.0018682190791715885,5.0254810167547765e-11
3800,0.03154581177641099,0.0015132817788538321,5.0255782960910034e-11
3900,0.03122590118102025,2.5005139044574068e-05,5.024778978006402e-11
4000,0.03081454751721318,0.00033361345352466505,5.0245895992377457e-11
4100,0.03055082092970119,0.0002676285842123453,5.0259560023106154e-11
4200,0.02954877632497148,0.0013612486064246763,5.024533700841819e-11
4300,0.029208649270516873,0.0014267560789709539,5.0247187007669366e-11
4400,0.02878537377003894,-0.00012195654204405612,5.0222020024104655e-11
4500,0.027819084248839873,-7.732721840090291e-05,5.028954495413791e-11
4600,0.027693019332398323,0.0005351085009057813,5.0293957379091464e-11
4700,0.027455219296192282,-0.0006707708286848387,5.023242811240564e-11
4800,0.026751673922575093,0.0008528974167520985,5.013752806904271e-11
4900,0.02619280570719345,-0.00030603971513454184,5.026378318737139e-11
5000,0.026273055143898254,0.0005682446599937795,5.045234809162684e-11
