milliseconds,EC,Z,A,Y
0,1000.029444521143,0.01450104524618285,0.4858034848133009,0.3771937045104092
100,999.7726310488589,0.08129141209760865,0.5622097631952047,0.45843346933063867
200,999.6270348405699,0.058452699520393364,0.6806729713666845,0.6035786305747853
300,999.4436514123065,0.09329379841704996,0.79276781724463,0.8128239833578852
400,999.26230138774,0.08993063772140657,0.8552927316822063,0.9215835393948237
500,999.1721059610146,0.09088038652914279,1.0510920951581033,1.0843859732477654
600,998.919701348301,0.08691583640452095,1.0658717229503067,1.2821108367558187
700,998.8690369530477,0.10867742690227557,1.1641878470554843,1.4449336717433687
800,998.642766522612,0.10661927334583382,1.337773683002196,1.5964800095835905
900,998.5332867680149,0.09591321317440114,1.4035216165189526,1.6839768901116408
1000,998.3460329664476,0.11570749242185238,1.491507276583196,1.8631828554420864
1100,998.2061233802921,0.11157999163170285,1.5743197585621147,2.0269472085256064
1200,998.1460395774227,0.13549305363718228,1.6645645956790778,2.1069315979146626
1300,998.0012599302918,0.14090707445831052,1.665742988829098,2.2411003519483543
1400,997.8026013922777,0.15284643548239105,1.7226476584974106,2.36175022822471
1500,997.7935496828057,0.15183386338172192,1.7591291491957304,2.4771343585433594
1600,997.6007443240856,0.14386168931606158,1.6857831995622354,2.5857292953133855
1700,997.581951735515,0.20883501611334554,1.6206296081019747,2.5697502140212363
1800,997.8266963752776,0.9367820613289202,0.2753331116008193,1.5900009778471405
1900,998.4655099018199,0.6116180184031752,0.12184148725117493,1.305965395510956
2000,998.5593919298549,0.2961349344503223,0.20615912778347742,1.3968456476720958
2100,998.6123029429947,0.25904407308406696,0.18320882464834992,1.4153199240388128
2200,998.7157267320839,0.47999168202857123,0.2184156995131256,1.1969477496832905
2300,998.9592961900094,0.3973587253855475,0.20001372903823164,1.0134898933007674
2400,999.0615573207232,0.29682361230512144,0.15780931913153068,1.0118853068040745
2500,999.0666438646232,0.3789627398531382,0.18560130434894892,0.9416445465609555
2600,999.2970637773942,0.37791052097284955,0.18251701935357734,0.7552762638441285
2700,999.360927365395,0.31237326267256543,0.2627472633337921,0.7430523890332928
2800,999.3062462786573,0.27540039852893017,0.22688633639825773,0.7573388182785521
2900,999.3438927893819,0.2092983217738215,0.3512132728423923,0.8168973808516989
3000,999.2501505561465,0.08155438756670041,0.36857434153817026,0.9921683865210956
3100,999.1389991309065,0.09784519881946632,0.5640935544732508,1.1937912436411975
3200,998.9909296199575,0.09275697848659292,0.6712150382986314,1.2714604775488827
3300,998.7689795749006,0.10909573113266446,0.7608253444290497,1.4647693631994358
3400,998.6185423493165,0.10285417972568495,0.8208181932284703,1.6592702556778636
3500,998.4669336169678,0.08999769981696773,0.9307354773949502,1.7045270395283394
3600,998.2948727787351,0.12740289372187436,1.0385887356897714,1.9353814006567187
3700,998.16678214653,0.12341379979765481,1.0938349600402895,2.0482080523416912
3800,998.0595246039574,0.13442461474928724,1.1768445883354972,2.2091459640578317
3900,997.9539616103059,0.11548449680019278,1.3056658055630852,2.3307185894634466
4000,997.8559260130013,0.13813187609589697,1.345731388285708,2.3509373726045966
4100,997.7632085006927,0.15064093556673783,1.3043438113651376,2.496230935501865
4200,997.5753710760639,0.17382559814146448,1.3782012835009674,2.511803437638028
4300,997.6346753769315,0.26787841492504433,1.1533482517290747,2.532699151847238
4400,998.0034182455361,0.8812162744750178,0.20902012652460444,1.4467329147490742
4500,998.3811479020802,0.4930803985184654,0.16056649159016478,1.370294793974337
4600,998.5877556072734,0.31106221712750154,0.1537792687301656,1.54361063679983
4700,998.6255089423938,0.3408841459969469,0.24269513627396025,1.4704110812821551
4800,998.7841064370184,0.4427420695069602,0.17375653252164508,1.1870023454149259
4900,998.8963825220345,0.34482811260246327,0.18415122355173402,1.1448350806804393
5000,998.9968266240868,0.326940256593178,0.21115689179636413,1.0859133325344639
