milliseconds,cLc,cLm,cLn,cP7c,cP7m,cP7n,cP9c,cP9m,cP9n,cPn,cTc,cTm,cTn,cXc,cXm,cXn,cYc,cYm,cYn
0,6.7846,0.8539,6.8104,20.0554,4.28,2.091,6.0091,1.1006,3.7528,0.0,0.1724,0.3717,8.0398,13.0372,8.487,31.8995,7.075,0.1937,1.07
100,6.832712674358126,0.8517910390382841,6.861666310445039,20.37533075495904,4.323013906504503,2.1245933282372387,6.04783289912767,1.1191325079758365,3.77665153260816,0.04764239142392829,0.16537562313946025,0.36139507726620446,7.919951556003038,13.135630505632584,8.495333924564404,32.14560485287451,6.964766204348224,0.19005791328781171,1.053317697051958
200,6.878423279315626,0.8492906111319157,6.910584904165677,20.698745110903364,4.365242251425228,2.1585244822592515,6.0875626962277085,1.1374098658823102,3.8011653545974027,0.09106796961900801,0.16159365937043346,0.35138239749307965,7.79801876717189,13.232509030029936,8.501844832408342,32.387924584007266,6.855845708592935,0.186509166312327,1.0368278409581189
300,6.921675186756834,0.8463985491247906,6.9570783443249535,21.02547176090733,4.406669529650447,2.192811658291941,6.12828142522226,1.155412320430743,3.8263114340481734,0.1308945316854409,0.15850887681643722,0.3416548004110869,7.67646228316618,13.327667926494096,8.506453949216002,32.626229463681405,6.748237179740255,0.18305337646567707,1.0205366707691415
400,6.9624055029964875,0.8431153341974049,7.001078285098312,21.355370147647253,4.4472803297402566,2.2274413407280824,6.169965556984762,1.1731200438646612,3.852073445847022,0.16760794093475925,0.15560015690110904,0.3322053359330642,7.555807347943731,13.420985076651911,8.509098222740104,32.86022852288533,6.641944332150979,0.17969007739236667,1.0044448247766378
500,7.000552029231348,0.8394420917977253,7.042519049363328,21.68830020669543,4.487059379500974,2.2623989099120863,6.212589219946996,1.1905132075784897,3.878435494041171,0.20159812429884086,0.15276358765661557,0.32302718136908765,7.436179034953505,13.512335364535002,8.509717907555636,33.0896200455928,6.536970547073137,0.1764188661880952,0.988552800117867
600,7.036054430529342,0.8353806220511715,7.08133690762217,22.024121282429885,4.5259915325978675,2.2976696608828115,6.256125299290565,1.2075720131805572,3.9053810193534275,0.23318391264876268,0.14997362684716473,0.31411363690265937,7.317625961787728,13.601590003963148,8.508254142713916,33.314092950548954,6.4333188249334246,0.17323944015379247,0.9728610355670015
700,7.068854549790707,0.8309334321741945,7.117470202109517,22.362692058282796,4.564061748346435,2.333238795305909,6.300545494931304,1.2242767177296974,3.932892755806352,0.262629665941663,0.14722719085719566,0.3054581234895386,7.200173720570228,13.68861663402567,8.504648795546135,33.533327056712636,6.330991821072504,0.17015160899160361,0.9573699150088704
800,7.098896674233568,0.826103766302053,7.150859536074451,22.703870462108465,4.60125507212036,2.3690914378205683,6.345820363663453,1.2406076600580342,3.960952705877356,0.2901573995792992,0.1445233744366551,0.29705418110027626,7.083844300023213,13.773279434406922,8.498844773808587,33.74699338959931,6.22999187977367,0.16715530201997558,0.9420797747009629
900,7.12612777107688,0.8208956322178057,7.181448009599017,23.047513600614092,4.6375566167393005,2.4052126221939525,6.391919327473579,1.256545288463664,3.989542152539893,0.3159557603646109,0.14186113258296315,0.28889546742347966,6.968658337541203,13.855439311354347,8.490786475121674,33.95475454550693,6.130321072078609,0.16425057503241594,0.9269909082811636
