milliseconds,EGFR_active,D_SOS,A_SOS,Raf,Ras_active,Mek_active,ERK,ERK_active,IGFR_active,PI3KCA,PI3KCA_active,AKT_active,AKT,PP2A,Ras,Raf_active,Mek,RasGapActive,RafPP,P90RskInactive,P90Rsk_Active
0,8000.0,120000.0,0.0,120000.0,0.0,0.0,600000.0,0.0,800.0,120000.0,0.0,0.0,600000.0,120000.0,120000.0,0.0,600000.0,120000.0,120000.0,120000.0,0.0
100,7984.015989338661,90215.47192521517,29784.528074784914,119897.63817124724,5398.01223133473,72.03501621083204,599993.403041315,6.5969586846614945,798.4015989338658,0.16306021488593522,119999.83693978512,323.85650746489466,599676.143492536,120000.0,114601.98776866497,102.36182875279506,599927.9649837882,120000.0,120000.0,119999.99962243023,0.00037756983798367834
200,7968.063914751929,65853.7933447033,54146.20665529678,119683.25033111208,10171.358038065315,480.9857448606127,599905.7321217803,94.26787821927105,796.8063914751924,0.1637136896751768,119999.83628631031,648.6244269295238,599351.3755730714,120000.0,109828.64196193437,316.749668887947,599519.0142551383,120000.0,120000.0,119999.98854810972,0.011451890390535265
300,7952.143712431478,46639.929206630564,73360.07079336952,119427.49104674374,13893.717450398803,1340.9610993954345,599592.1366872666,407.8633127328004,795.2143712431475,0.16436979619895878,119999.8356302038,973.1381808633768,599026.8618191375,120000.0,106106.28254960092,572.508953256297,598659.0389006034,120000.0,120000.0,119999.92310971273,0.07689028734863633
400,7936.255318696481,32215.92815639168,87784.07184360843,119152.07278345624,16665.649242286596,2680.525249538081,598889.8033460288,1110.1966539706395,793.6255318696478,0.16502854397253844,119999.83497145602,1297.3979206465021,598702.6020793542,120000.0,103334.35075771311,847.9272165437854,597319.4747504608,120000.0,120000.0,119999.71427006643,0.2857299336508605
500,7920.39866999334,22185.20516490553,97814.79483509458,118873.7442976607,18588.579635283088,4489.1533679361255,597638.8130196151,2361.1869803841155,792.0398669993338,0.16568994250546507,119999.83431005747,1621.4037976151687,598378.5962023856,120000.0,101411.42036471661,1126.2557023393358,595510.8466320629,120000.0,120000.0,119999.22585682549,0.774143174612033
600,7904.57370289544,16184.86819552746,103815.13180447262,118609.9583301896,19750.269008871102,6722.373520765998,595695.7159190151,4304.284080984166,790.4573702895437,0.16635400149000198,119999.83364599849,1945.1559630618553,598054.8440369387,120000.0,100249.7309911286,1390.0416698104082,593277.626479233,120000.0,120000.0,119998.27744396956,1.7225560305349754
700,7888.780354102891,13962.513159515163,106037.48684048491,118379.24303926362,20210.934955127777,9302.590271848192,592946.0062853585,7053.99371464079,788.8780354102886,0.16702073099061668,119999.83297926898,2268.654568235247,597731.3454317653,120000.0,99789.0650448719,1620.7569607363976,590697.4097281507,120000.0,120000.0,119996.6509869978,3.349013002297142
800,7873.018560442276,15416.298509085102,104583.70149091497,118201.10961704055,19996.10920622791,12120.025258304979,589315.7365801595,10684.263419839739,787.3018560442272,0.16769014155328574,119999.83230985841,2591.899764340226,597408.1002356603,120000.0,100003.89079377177,1798.8903829594653,587879.974741694,120000.0,120000.0,119994.10096166638,5.899038333704906
900,7857.288258866401,20547.486806571902,99452.51319342817,118095.78620597716,19104.45440641976,15033.952415527605,584781.8930337799,15218.106966219277,785.7288258866397,0.16836224411979575,119999.83163775584,2914.891702537861,597085.1082974627,120000.0,100895.54559357995,1904.2137940228597,584966.0475844714,120000.0,120000.0,119990.36770119338,9.632298806721925
1000,7841.589386454038,29282.378019579424,90717.62198042065,118082.830931662,17538.846208423925,17875.177761834213,579381.0277223692,20618.97227763012,784.1589386454034,0.16903704962364882,119999.83096295033,3237.6305339454047,596762.3694660552,120000.0,102461.1537915758,1917.1690683380023,582124.8222381648,120000.0,120000.0,119985.19350632369,14.806493676410419
1100,7825.921880409675,41166.49564808788,78833.50435191221,118177.15755564327,15363.280890906544,20453.04704125312,573215.0034387669,26784.996561232456,782.5921880409671,0.16971456821477385,119999.83028543174,3560.116409636283,596439.8835903644,120000.0,104636.71910909316,1822.8424443567314,579546.9529587461,120000.0,120000.0,119978.34087593344,21.659124066649124
1200,7810.28567806327,55064.0109171126,64935.9890828875,118381.4653968264,12766.241071866481,22572.59337869391,566451.3393667219,33548.660633277446,781.0285678063266,0.1703948083567055,119999.8296051916,3882.3494806400936,596117.6505193606,120000.0,107233.75892813323,1618.5346031735864,577427.4066213054,120000.0,120000.0,119969.61169113962,30.38830886047312
1300,7794.68071686999,69170.90995753737,50829.09004246275,118676.63050263429,10074.126328252642,24066.982435621576,559314.100009138,40685.899990861224,779.4680716869987,0.17107777656905213,119999.82892222339,4204.329897942605,595795.6701020581,120000.0,109925.87367174707,1323.3694973657086,575933.0175643779,120000.0,120000.0,119958.86522010408,41.134779896015836
1400,7779.10693440997,81590.34945515505,38409.650544845026,119016.43086343892,7656.123963856709,24843.011323788152,552061.2252509278,47938.774749071476,777.9106934409967,0.17176347866999325,119999.8282365213,4526.05781248575,595473.9421875149,120000.0,112343.87603614299,983.5691365610938,575156.9886762112,120000.0,120000.0,119946.03156412226,53.96843587785267
1500,7763.564268388061,91182.35320696219,28817.646793037915,119336.52130560101,5757.337078060322,24921.749190471353,544948.1469056143,55051.85309438506,776.3564268388056,0.1724519220937594,119999.82754807787,4847.533375167625,595152.4666248331,120000.0,114242.66292193938,663.4786943989828,575078.250809528,120000.0,120000.0,119931.11642659777,68.8835734023353
1600,7748.052656633574,97928.7203474912,22071.279652508892,119582.20369855403,4407.516544128152,24441.725388701183,538186.401633623,61813.598366376056,774.8052656633573,0.17314311725506337,119999.8268568827,5168.756736842465,594831.2432631581,120000.0,115592.48345587157,417.79630144596797,575558.2746112981,120000.0,120000.0,119914.19424638049,85.80575361964227
1700,7732.572037100047,102514.94720580606,17485.05279419401,119737.77433170794,3486.2802594464547,23602.792483303147,531915.0415374833,68084.95846251593,773.2572037100045,0.17383707674427948,119999.82616292323,5489.728048320639,594510.27195168,120000.0,116513.71974055328,262.22566829203913,576397.2075166963,120000.0,120000.0,119895.3906901366,104.60930986353199
1800,7717.122347864977,105698.97213512166,14301.027864878428,119824.41322605155,2847.1983571560477,22583.614517972008,526199.5378202678,73800.46217973124,771.7122347864976,0.17453381362749396,119999.82546618635,5810.447460368631,594189.552539632,120000.0,117152.80164284368,175.58677394844952,577416.3854820277,120000.0,120000.0,119874.86070474349,125.1392952566502
1900,7701.703527129589,108008.12020114262,11991.879798857453,119871.55373726274,2384.6891937341,21498.854115444545,521052.76567011257,78947.23432988653,770.1703527129587,0.1752333404892622,119999.82476665948,6130.915123709042,593869.0848762915,120000.0,117615.3108062656,128.44626273723088,578501.1458845552,120000.0,120000.0,119852.76986556726,147.23013443286868
2000,7686.315513218578,109750.32847067689,10249.671529323166,119899.02085068174,2036.3443955551122,20407.84674543418,516459.14753635187,83540.85246364732,768.6315513218576,0.17593566937472582,119999.82406433059,6451.131189020576,593548.8688109799,120000.0,117963.65560444458,100.97914931825132,579592.1532545657,120000.0,120000.0,119829.28272443911,170.7172755610268
2100,7670.958244579869,111104.21940769521,8895.780592304836,119916.77363305545,1765.987177716129,19338.36274566716,512390.62224826904,87609.37775173021,767.0958244579867,0.17664081201499518,119999.82335918797,6771.095806938037,593228.9041930625,120000.0,118234.01282228356,83.22636694454398,580661.6372543328,120000.0,120000.0,119804.55709022594,195.44290977421753
2200,7655.631659784366,112180.25754405111,7819.742455948947,119929.33119808996,1551.3282221061913,18303.218152358546,508814.6763967261,91185.32360327314,765.5631659784365,0.17734877999603335,119999.82265121998,7090.809128052325,592909.1908719481,120000.0,118448.67177789351,70.66880191001148,581696.7818476415,120000.0,120000.0,119778.74171384767,221.25828615248324
2300,7640.33569752571,113051.22960455353,6948.770395446527,119938.78053308802,1377.7305694548834,17308.379160894037,505697.88128798216,94302.11871201711,764.0335697525708,0.17805958484441625,119999.82194041513,7410.271302910424,592589.7286970901,120000.0,118622.2694305448,61.21946691192849,582691.6208391059,120000.0,120000.0,119751.97559016176,248.02440983838721
2400,7625.070296620031,113767.04835960559,6232.95164039448,119946.18092789497,1235.1611073209215,16356.542129548707,503007.44910721615,96992.55089278321,762.5070296620029,0.17877323806927256,119999.82122676191,7729.482482015398,592270.5175179851,120000.0,118764.83889267876,53.819072104997666,583643.4578704514,120000.0,120000.0,119724.38794691226,275.61205308788726
2500,7609.835396005705,114363.17853999906,5636.821460001002,119952.13354507081,1116.5010280484646,15448.671538945338,500711.9003841493,99288.09961585005,760.9835396005702,0.17948975118559532,119999.8205102488,8048.442815826381,591951.557184174,120000.0,118883.49897195125,47.86645492915834,584551.328461055,120000.0,120000.0,119696.09854722423,303.90145277591506
2600,7594.630934743109,114865.29363913451,5134.706360865538,119957.01577508861,1016.6124646873944,14584.727458641719,498781.3555072323,101218.644492767,759.4630934743108,0.18020913572689223,119999.81979086426,8367.152454758563,591632.8475452418,120000.0,118983.3875353123,42.98422491135997,585415.2725413585,120000.0,120000.0,119667.2181240525,332.7818759476796
2700,7579.456852014379,115292.70385838253,4707.296141617506,119961.08152827514,931.6428926472778,13764.049099560498,497187.6458804885,102812.35411951077,757.9456852014378,0.18093140325521537,119999.81906859673,8685.611549183204,591314.3884508172,120000.0,119068.35710735244,38.91847172481877,586235.9509004396,120000.0,120000.0,119637.84887065069,362.1511293495068
2800,7564.313087123163,115659.65399946678,4340.346000533256,119964.51035955147,858.7242658557492,12985.579494839847,495904.3314865059,104095.66851349335,756.4313087123163,0.18165656536513408,119999.81834343464,9003.820249427605,590996.1797505728,120000.0,119141.27573414399,35.489640448513555,587014.4205051605,120000.0,120000.0,119608.08494881626,391.91505118392297
2900,7549.199579494381,115977.34350933944,4022.6564906606245,119967.43342577337,795.617554690559,12248.006747020298,494906.6674755157,105093.3325244836,754.919957949438,0.18238463368900495,119999.8176153663,9321.778705775108,590678.2212942255,120000.0,119204.38244530918,32.56657422663299,587751.9932529802,120000.0,120000.0,119578.0129943548,421.98700564536523
3000,7534.1162686739835,116254.38855883201,3745.611441168067,119969.94880071713,740.6105062481245,11549.858491145982,494171.54268169083,105828.45731830841,753.4116268673981,0.183115619898378,119999.81688438008,9639.487068465076,590360.5129315356,120000.0,119259.38949375163,30.051199282907834,588450.1415088546,120000.0,120000.0,119547.71260844579,452.28739155438205
3100,7519.063094328707,116497.58681370669,3502.4131862934123,119972.13136268788,692.3414916462075,10889.567176743947,493677.4028803508,106322.59711964846,751.9063094328703,0.18384953570672385,119999.81615046426,9956.945487692905,590043.0545123077,120000.0,119307.65850835353,27.868637312157094,589110.4328232565,120000.0,120000.0,119517.25682865028,482.743171349886
3200,7504.039996245832,116712.3604223072,3287.639577692888,119974.03922144398,649.7293797366949,10265.515762269195,493404.1667406299,106595.83325936944,750.4039996245829,0.18458639287052256,119999.8154136071,10274.154113610011,589725.8458863907,120000.0,119350.27062026305,25.960778556063584,589734.4842377313,120000.0,120000.0,119486.71257627694,513.2874237232138
3300,7489.046914332947,116903.07626486722,3096.9237351328816,119975.71807122146,611.9022912797786,9676.070389974197,493333.1393500584,106666.8606499409,748.9046914332943,0.1853262031902692,119999.81467379679,10591.113096323816,589408.8869036768,120000.0,119388.09770871997,24.281928778579733,590323.9296100263,120000.0,120000.0,119456.14107862585,543.8589213743161
