miliseconds,HP,NLRX1,CytoL,MyD88,TRAF6,NFkB,IFN,NOD1,RIG,MAVS,IRF,TFa,CytoE,TFi,X
0,4.401330065308466,0.9000798295074983,1.0000116820858334,0.8999117188670226,0.9022166456398839,0.8984280385391812,1.0002162056156974,0.8999017532236047,0.9003999052412927,0.6000040784947802,0.999935581064806,1.0001064112694016,1.035080998197347,1.000223573756375,0.9983938388524805
100,4.401949737533055,0.8999169697129468,1.003934514816113,0.9005424768494042,0.9035700366264343,0.919365370469094,1.0001332741995084,0.900400150241888,0.9009765741637958,0.5999143732483975,1.000506655229364,1.0002615541211575,1.0540295210204527,0.9991992404873019,1.0069712435347873
200,4.407216114026711,0.8995775979455354,1.0178542919119504,0.9009822364784059,0.9093410301568967,0.9330478470611252,1.00059647309287,0.9014857489754272,0.9029050668888031,0.5998685645941311,1.0020232179622839,1.0006291062619053,1.1240986674336617,0.9984440128898469,1.0102400871645438
300,4.409008602149601,0.8995269198903041,1.0314812108389584,0.9011042394624861,0.9110140275343012,0.9494067950740736,1.0015226589778221,0.9016858034405523,0.9028799072714195,0.5998282761921305,1.0037353160628397,1.0010319967228984,1.135384519328345,0.9975121730591772,1.010923728578764
400,4.4107913963499765,0.8993511346207814,1.030901022293572,0.901702936723679,0.9169642053646929,0.9666702026794207,1.0019184679716122,0.9018393072887734,0.9037024470180939,0.5997135667678837,1.0047033200059365,1.0012916330063244,1.2022449635209356,0.996755006324255,1.0147688314052732
500,4.4161449955876515,0.899196960430267,1.0442358754194203,0.9019667314608708,0.9239853435665809,0.987415416324281,1.0021887814207566,0.9029162296776773,0.9050102537541983,0.5996548193554619,1.0067577964585332,1.001541320929523,1.2526249426268765,0.9962538143362288,1.0219693566579835
600,4.417128854198416,0.8990184917916836,1.0528780734391514,0.9022284200097898,0.9240946546203451,1.0228108127538613,1.0029857655341594,0.9029446479154488,0.9065801039057975,0.5995436016465676,1.0077601025338367,1.0017496917689528,1.2865683065527482,0.994936110089954,1.0253523522098786
700,4.42272400197404,0.8987760477337084,1.0627008170172811,0.9028396364022515,0.9295086765796765,1.0260529445150344,1.0030351666930322,0.9039615689228351,0.9072590033778689,0.5994614174285895,1.0085874368207481,1.0023280027218315,1.3131174737468314,0.9948311163940281,1.0307593521838023
800,4.424836277785911,0.8988054369876312,1.0666503469964013,0.903324892861094,0.9327647736868685,1.0553586005889826,1.0034403066109683,0.9044740499685489,0.9092313268464556,0.5994008286264596,1.0087466208231795,1.0029107675700164,1.3868818438899977,0.9939672268455778,1.0332744126005302
900,4.4265475388498805,0.8984788811017964,1.0769689419897406,0.9034303455533506,0.9366642869468456,1.056177996754465,1.0039776956228317,0.9048844226889858,0.9090136424421721,0.5993975452552861,1.0113310560907602,1.0031203411254337,1.45702433656608,0.9935955204433924,1.0388423451759325
1000,4.431048288535242,0.8983723889600516,1.0847369422499085,0.9038971531307759,0.9449969774105915,1.081680494782436,1.004456046413199,0.905831782559582,0.9114877903326767,0.599329194866742,1.0122311221422118,1.003287571881337,1.5209631787768794,0.9935310064404752,1.0463280173877436
1100,4.432171036691944,0.8981826525290559,1.0986073454414527,0.9043445435938822,0.9480165774501504,1.092118013093715,1.0048915157078384,0.906259193890431,0.9119948566575274,0.5992465349579866,1.012360369330677,1.0039481181271437,1.555820582561432,0.9932081865416308,1.0503653248579459
1200,4.43661974398073,0.8979933367590132,1.112543203452937,0.9044817342463233,0.9511942787349833,1.1292167041358203,1.0050144814809308,0.9062816145300643,0.9133514092489002,0.5991755771215785,1.0144920603173757,1.0040574947922145,1.6026213333532253,0.9926864682067731,1.0522423916285057
1300,4.438018913990506,0.8979692522755965,1.1141506781809243,0.9048940017835785,0.9532554927860838,1.1431165027564576,1.005950372338616,0.9068859152256163,0.9134556462961804,0.5990410086690291,1.0160118458802292,1.0041647183605389,1.6861213888750983,0.9934126317048921,1.0601229567941421
1400,4.439895795469778,0.8977859529372328,1.1309135440065943,0.9052102270445813,0.958198590822914,1.1514792611856097,1.0064062002918084,0.9076251811744381,0.9149912100745996,0.5989707410427643,1.0166976501821663,1.0047519951537205,1.6984042557423198,0.9927304974051674,1.0617718137450767
1500,4.444823316241672,0.8977061311389692,1.1327465727144044,0.9056658687078508,0.9664164129556452,1.181409555200712,1.0068248268966877,0.9079014760028953,0.9158676850061593,0.5988829719641195,1.0174894190716353,1.005341229984645,1.7294312689917462,0.9926724105623853,1.0654003375410557
1600,4.4458597785122045,0.897493531139902,1.1479627470249192,0.9062270468554405,0.9675029799641143,1.1893379162729738,1.0071419610310204,0.908649607102032,0.9170868832549636,0.5989040440991524,1.0194285223698047,1.0052992300828123,1.7851794653306623,0.993127365663663,1.0712541293174984
1700,4.450454327386261,0.897253709462264,1.1527240458933536,0.906721814862657,0.9711820664334067,1.2009342028409835,1.0077874213138989,0.9096485386130081,0.9189905345960325,0.5987695097983469,1.020420362651282,1.005843031270319,1.8376905785245756,0.9938254722415915,1.0748690000551153
1800,4.452471883291403,0.8972686984309508,1.1566390590568958,0.9070396787850121,0.9788736151070898,1.2361022610675194,1.0083032128721736,0.9098332835057776,0.9194245750906656,0.5987471159569799,1.021774541619796,1.0061848962641082,1.9606335284978098,0.9940419366889939,1.0786845027446088
1900,4.457406129312767,0.8970108645082642,1.1722077892430935,0.9071484617559122,0.9803888047324812,1.2429084299064397,1.0086160341782253,0.9107789740930001,0.9202857619875618,0.598631762974436,1.0220540809608558,1.0067376806496657,1.9887700321624964,0.9941833693775393,1.0865206259906417
2000,4.4579097631657465,0.8967661001470657,1.1804703175211457,0.9077668028173903,0.9827633424528602,1.2620978432915517,1.009147002287811,0.9112686704815137,0.9219588200256449,0.5985404061952141,1.0238966982691156,1.0070481504114348,2.0455377156164736,0.9940555211955097,1.0885689448189775
2100,4.46220083769928,0.8967853211141112,1.1806141466987226,0.90828628956157,0.9886743929586034,1.2884006717350103,1.0093129424486176,0.9112921188612084,0.922512568135929,0.5985563158591847,1.0257495549751352,1.007120180512859,2.116062265114562,0.9942544706195691,1.091838546540098
2200,4.465998253361089,0.8965607224821307,1.2005426769066132,0.9083801937036319,0.994542368627658,1.2926435607140165,1.0095527462859617,0.9121807083021725,0.9246596373414413,0.5984840120274596,1.0257637284169339,1.0080309412726685,2.1680504055114342,0.9946174591686381,1.0939288158590803
2300,4.46745369193489,0.8965043463359813,1.204565229657677,0.9087639133967235,0.993551730811166,1.311769429287389,1.0104411887186582,0.9123340938523831,0.9253051861310592,0.5984166671311131,1.027617453947272,1.008263349623237,2.1985166316156293,0.9959094589998353,1.0979962070610878
2400,4.47191729350957,0.8963012233803567,1.218194129921486,0.9090666370898092,1.0020053224794163,1.322377670249712,1.0107644356287075,0.9131773003029838,0.9261032308716637,0.5982491367936719,1.0279154512082604,1.0084469020755558,2.27304936846017,0.9965216325144283,1.1076262493036737
2500,4.475066564883241,0.8961788052086503,1.2234279625529374,0.909700509093031,1.005615506780619,1.3400218028101358,1.011455573045791,0.9136452173773445,0.926635240838591,0.5982046028970163,1.0293640116030118,1.0090149058748317,2.3707011958134956,0.996947877786893,1.1088089817645392
